,Ticker,Name,종목명 (Full),기업명 (한글),거래소 업종,거래소 업종코드,결산월,회계년,자기자본비율(%),차입금의존도(%),매출액증가율(%),영업이익률(%),총자본회전율(%),부채 상환능력(%),당좌비율(%),ROA(당기순이익)(%),"신용등급 (채권, NICE)","신용등급 (CP, NICE)",ESG등급,환경,사회,지배구조,시가총액(천원),WACC(시가총액평균)(%)
381,A066970,엘앤에프,엘앤에프보통주,(주)엘앤에프,코스피 전기·전자,I.013,12,2021,42.34,22.34,171.49149618151958,4.32,231.99999999999997,-16.666525874940056,215.3167260588571,-11.76,,,C,D,B,C,7741803000.0,9.35
382,A066970,엘앤에프,엘앤에프보통주,(주)엘앤에프,코스피 전기·전자,I.013,12,2022,43.1,29.06,302.1248616123666,6.83,405.0,-51.438886059439405,84.39019443347102,12.16,,,C,B,B,C,6249178000.0,10.52
383,A066970,엘앤에프,엘앤에프보통주,(주)엘앤에프,코스피 전기·전자,I.013,12,2023,33.48,53.55,18.367917754423146,-4.87,385.0,-17.41601107872436,45.60890962233223,-6.13,,,B,B+,A,C,7394556000.0,12.68
2788,A067830,세이브존I&C,세이브존I&C보통주,(주)세이브존아이앤씨,코스피 유통,I.016,12,2020,80.82,5.1,-15.389109448567373,10.84,30.0,5.568433845037309,114.87018056180082,1.74,,,C,D,C,B,120865000.0,4.76
2789,A067830,세이브존I&C,세이브존I&C보통주,(주)세이브존아이앤씨,코스피 유통,I.016,12,2021,81.16,5.02,-9.31527665045284,9.02,27.0,13.194185430418305,151.34988080825528,1.32,,,C,D,C,C,122507000.0,5.33
2790,A067830,세이브존I&C,세이브존I&C보통주,(주)세이브존아이앤씨,코스피 유통,I.016,12,2022,80.92,3.14,-2.3106211305820468,7.72,26.0,27.53262263631501,155.1085942741049,1.61,,,C,D,C,C,102602000.0,7.83
2791,A067830,세이브존I&C,세이브존I&C보통주,(주)세이브존아이앤씨,코스피 유통,I.016,12,2023,81.11,3.08,3.717283597614429,8.92,26.0,14.16679141722599,180.13882459965492,2.35,,,D,D,D,C,98293000.0,4.84
16,A068270,셀트리온,셀트리온보통주,(주)셀트리온,코스피 제약,I.009,12,2020,71.56,12.14,72.09880475279967,42.0,54.0,23.470575321206322,217.67317519188504,12.16,,,B,C,B+,B+,49424787000.0,6.2
17,A068270,셀트리온,셀트리온보통주,(주)셀트리온,코스피 제약,I.009,12,2021,75.25,10.21,-4.376120015793916,44.38,44.0,61.00417038595638,230.89343713773167,11.41,,,B,C,B+,B,27854562000.0,9.07
18,A068270,셀트리온,셀트리온보통주,(주)셀트리온,코스피 제약,I.009,12,2022,74.84,11.15,19.90478196450516,31.94,47.0,1.9527556081043458,184.1905310135311,9.39,,,B,B+,A+,C,23483865000.0,8.82
19,A068270,셀트리온,셀트리온보통주,(주)셀트리온,코스피 제약,I.009,12,2023,88.43,7.05,-3.3053031136627053,34.08,18.0,22.42288934680479,95.71024984014693,4.53,,A1,A,A,A+,A,29500158000.0,8.08
2244,A068290,삼성출판사,삼성출판사보통주,(주)삼성출판사,코스피 오락·문화,I.575,12,2020,83.13,0.17,7.028936931031238,0.44,57.99999999999999,5.192967835479988,363.5657538073321,50.68,,,C,D,D,B+,239500000.0,9.72
2245,A068290,삼성출판사,삼성출판사보통주,(주)삼성출판사,코스피 오락·문화,I.575,12,2021,65.95,16.68,-0.9546735722816169,2.03,32.0,38.70157362419875,95.79916427917027,2.42,,,C,D,D,B+,331500000.0,3.67
2246,A068290,삼성출판사,삼성출판사보통주,(주)삼성출판사,코스피 오락·문화,I.575,12,2022,83.03,0.07,-20.09504529664017,-2.8,23.0,54.98901689179079,413.0795425763138,5.98,,,C,D,D,B,242000000.0,13.9
2247,A068290,삼성출판사,삼성출판사보통주,(주)삼성출판사,코스피 오락·문화,I.575,12,2023,84.51,0.09,-6.941372594747197,-3.14,24.0,6.39940204868049,272.77765187269927,4.29,,,C,D,D,B+,199500000.0,6.09
1008,A069260,TKG휴켐스,티케이지휴켐스보통주,티케이지휴켐스(주),코스피 화학,I.008,12,2020,78.87,7.45,-10.043046115613507,16.06,90.0,50.36444064331346,411.94614852721935,5.67,A+,,B+,B,A,B+,1048536000.0,6.71
1009,A069260,TKG휴켐스,티케이지휴켐스보통주,티케이지휴켐스(주),코스피 화학,I.008,12,2021,75.8,8.06,45.103314099585305,10.84,124.0,36.480230308864755,257.2446558437949,8.64,A+,,B,B,B+,B,946339000.0,6.75
1010,A069260,TKG휴켐스,티케이지휴켐스보통주,티케이지휴켐스(주),코스피 화학,I.008,12,2022,78.64,4.09,43.50106700143013,9.48,169.0,22.31517526297693,285.92252830201187,9.16,A+,,B+,B+,A,B,817572000.0,8.71
1011,A069260,TKG휴켐스,티케이지휴켐스보통주,티케이지휴켐스(주),코스피 화학,I.008,12,2023,76.92,2.31,-14.819790467482774,11.52,133.0,87.9118311887315,217.33145962770544,13.24,A+,,B+,B+,A,B,878890000.0,6.03
2828,A069460,대호에이엘,대호에이엘보통주,(주)대호에이엘,코스피 금속,I.011,12,2020,27.1,55.99,3.309343156639599,2.13,451.99999999999994,-6.300211985289499,50.071710620231656,0.72,,,B,B,C,B,67159000.0,6.99
2829,A069460,대호에이엘,대호에이엘보통주,(주)대호에이엘,코스피 금속,I.011,12,2021,47.6,42.33,18.097637160848535,1.27,297.0,-5.0415381953413805,97.92556459877679,-2.47,,,D,C,D,D,171061000.0,5.95
2830,A069460,대호에이엘,대호에이엘보통주,(주)대호에이엘,코스피 금속,I.011,12,2022,47.47,40.77,21.363045169858275,5.37,245.00000000000003,6.280088245404055,82.14542525417336,3.97,,,C,C,D,B,67605000.0,8.97
2831,A069460,대호에이엘,대호에이엘보통주,(주)대호에이엘,코스피 금속,I.011,12,2023,64.94,25.65,4.327808294791868,4.6,217.0,13.015700218737013,120.13988920511443,2.33,,,D,C,C,D,83958000.0,7.67
624,A069620,대웅제약,대웅제약보통주,(주)대웅제약,코스피 제약,I.009,12,2020,48.54,36.94,-6.0116756273327905,1.34,167.0,16.106647503904192,80.13539864381531,0.27,A+,,C,D,B,B,1911785000.0,5.05
625,A069620,대웅제약,대웅제약보통주,(주)대웅제약,코스피 제약,I.009,12,2021,48.76,34.81,11.687510587465644,9.05,177.0,7.429635759232522,52.25026541359935,2.93,A+,,B+,B,A,B,1714813000.0,7.02
626,A069620,대웅제약,대웅제약보통주,(주)대웅제약,코스피 제약,I.009,12,2022,48.02,32.07,10.053749059488815,9.12,182.0,12.951195083809171,46.875897666226514,3.69,A+,,B+,A,A,B,1836472000.0,7.63
627,A069620,대웅제약,대웅제약보통주,(주)대웅제약,코스피 제약,I.009,12,2023,51.28,27.89,5.226889667505286,10.92,167.0,17.379843092700213,30.237821966395188,7.59,A+,,B,B+,A,C,1353312000.0,6.57
3328,A069640,한세엠케이,한세엠케이보통주,한세엠케이(주),코스피 유통,I.016,12,2020,67.26,13.58,-29.2333503752518,-8.16,195.0,20.51116626594763,91.56803105665398,-21.47,,,C,D,C,B+,44795000.0,6.33
3329,A069640,한세엠케이,한세엠케이보통주,한세엠케이(주),코스피 유통,I.016,12,2021,62.54,12.91,-9.200612576572453,-5.34,229.0,20.514871044002785,72.48724866337966,-12.62,,,C,C,B,C,51960000.0,6.82
3330,A069640,한세엠케이,한세엠케이보통주,한세엠케이(주),코스피 유통,I.016,12,2022,19.5,26.73,40.914108597317835,-0.19,446.0,3.4542815000113034,33.870665880400246,-41.14,,,C,B,B+,C,89266000.0,7.7
3331,A069640,한세엠케이,한세엠케이보통주,한세엠케이(주),코스피 유통,I.016,12,2023,36.36,26.98,21.03457623062632,1.13,413.99999999999994,-0.8533436930432048,30.114451794584195,-1.03,,,B+,B+,B+,B+,64729000.0,3.58
3124,A069730,DSR제강,DSR제강보통주,디에스알제강(주),코스피 금속,I.011,12,2020,70.91,16.28,-7.976116528820265,2.01,122.0,21.21666508135287,97.5942848434932,2.59,,,C,C,C,B+,70344000.0,6.23
3125,A069730,DSR제강,DSR제강보통주,디에스알제강(주),코스피 금속,I.011,12,2021,63.64,22.82,17.556776323276036,2.07,138.0,-14.953306991342341,86.92382689282873,3.4,,,C,D,C,B,68112000.0,5.26
3126,A069730,DSR제강,DSR제강보통주,디에스알제강(주),코스피 금속,I.011,12,2022,70.58,16.85,26.33179272368833,10.08,155.0,26.993255899957415,111.79346205277241,11.54,,,C,C,C,B,68760000.0,8.92
3127,A069730,DSR제강,DSR제강보통주,디에스알제강(주),코스피 금속,I.011,12,2023,74.22,9.71,-18.622824590786948,11.03,112.99999999999999,61.53061625882482,131.0567926584161,4.96,,,C,D,D,B,60192000.0,6.35
784,A069960,현대백화점,현대백화점보통주,(주)현대백화점,코스피 유통,I.016,12,2020,60.44,22.18,-10.119591461343324,8.73,32.0,10.27953442630106,68.6513974539498,1.67,AA+,A1,A,A,A+,A,1670934000.0,4.31
785,A069960,현대백화점,현대백화점보통주,(주)현대백화점,코스피 유통,I.016,12,2021,60.15,20.03,21.444539860248526,12.32,38.0,15.409875913451973,76.909837830751,2.32,AA+,A1,A,A,A,A,1757523000.0,4.67
786,A069960,현대백화점,현대백화점보통주,(주)현대백화점,코스피 유통,I.016,12,2022,54.04,27.16,9.500436949700397,15.23,40.0,8.632119350138009,54.604225030887335,2.23,AA+,A1,A+,A+,A+,A,1380744000.0,4.91
787,A069960,현대백화점,현대백화점보통주,(주)현대백화점,코스피 유통,I.016,12,2023,53.14,28.2,5.07202839155565,13.18,42.0,13.440768411700768,59.97970338441176,-0.65,AA+,A1,A+,A+,A+,A,1212246000.0,4.28
2252,A070960,모나용평,모나용평보통주,모나용평(주),코스피 일반서비스,I.026,12,2020,41.44,20.52,-1.5046008555688495,-5.33,33.0,9.557974601267908,36.720174949416126,-1.99,,,C,C,C,B,204807000.0,7.47
2253,A070960,모나용평,모나용평보통주,모나용평(주),코스피 일반서비스,I.026,12,2021,45.92,24.68,85.70638276339142,13.11,62.0,-2.5347636344647384,49.331946685012845,1.0,,,D,C,D,D,235613000.0,6.09
2254,A070960,모나용평,모나용평보통주,모나용평(주),코스피 일반서비스,I.026,12,2022,43.58,23.92,-39.35949962250827,1.09,37.0,5.153476832348,47.766062097564124,-1.26,,,D,C,D,D,169911000.0,7.66
2255,A070960,모나용평,모나용평보통주,모나용평(주),코스피 일반서비스,I.026,12,2023,38.49,20.68,47.67743041471179,10.07,55.00000000000001,21.1512419545095,49.76392657771642,1.11,,,D,C,D,D,146807000.0,5.86
3096,A071090,하이스틸,하이스틸 보통주,(주)하이스틸,코스피 금속,I.011,12,2020,52.81,32.61,-26.614474608657414,0.13,123.0,3.435940574029104,68.01042577354768,-0.58,,,B,C,B,B+,38599000.0,4.86
3097,A071090,하이스틸,하이스틸 보통주,(주)하이스틸,코스피 금속,I.011,12,2021,52.51,29.26,52.427322187714886,8.51,177.0,0.6791867824472361,73.2390887866305,6.22,,,C,D,C,B,55298000.0,3.49
3098,A071090,하이스틸,하이스틸 보통주,(주)하이스틸,코스피 금속,I.011,12,2022,52.32,30.9,26.801884764688477,3.9,206.99999999999997,-0.12145076527020217,83.89546004555103,2.71,,,C,C,C,C,66632000.0,7.46
3099,A071090,하이스틸,하이스틸 보통주,(주)하이스틸,코스피 금속,I.011,12,2023,56.07,27.63,-15.681807252466239,1.01,171.0,16.793186321955602,57.953690509373686,0.21,,,C,C,C,C,66329000.0,6.06
1248,A071320,지역난방공사,지역난방공사보통주,한국지역난방공사,코스피 전기·가스,I.017,12,2020,29.71,47.07,-11.360247375327436,6.24,126.0,8.923533382996855,58.963192179603354,0.47,AAA,A1,A,B+,A+,A,467202000.0,2.91
1249,A071320,지역난방공사,지역난방공사보통주,한국지역난방공사,코스피 전기·가스,I.017,12,2021,27.98,46.11,20.86285176236786,1.49,140.0,8.826891310446229,44.15159190375565,0.34,AAA,A1,A+,A,A+,A+,448676000.0,1.65
1250,A071320,지역난방공사,지역난방공사보통주,한국지역난방공사,코스피 전기·가스,I.017,12,2022,22.25,47.92,64.4997796257338,-9.68,239.0,0.23062761496672793,52.571709405907406,-2.63,AAA,A1,A+,A+,A+,A,329994000.0,1.92
1251,A071320,지역난방공사,지역난방공사보통주,한국지역난방공사,코스피 전기·가스,I.017,12,2023,26.24,51.51,-5.2574390448440145,7.95,211.0,-2.417653549241857,40.82423131571633,2.58,AAA,A1,A+,A+,A+,A,283100000.0,2.17
2040,A071840,롯데하이마트,롯데하이마트보통주,롯데하이마트(주),코스피 유통,I.016,12,2020,57.51,29.25,0.6274772947867158,3.98,211.0,25.99822091356762,58.472073608107664,0.89,AA-,A1,A,A,A+,A,735380000.0,3.98
2041,A071840,롯데하이마트,롯데하이마트보통주,롯데하이마트(주),코스피 유통,I.016,12,2021,62.08,25.44,-4.4914265277212095,2.76,206.0,13.124906686247991,27.95275736481465,-1.83,AA-,A1,A,A,A+,A,593734000.0,5.39
2042,A071840,롯데하이마트,롯데하이마트보통주,롯데하이마트(주),코스피 유통,I.016,12,2022,52.56,34.91,-13.771638627286132,-1.56,214.0,4.834964865489732,24.489935314046356,-19.52,AA-,A1,A,A,A+,A,289194000.0,5.0
2043,A071840,롯데하이마트,롯데하이마트보통주,롯데하이마트(주),코스피 유통,I.016,12,2023,52.72,35.44,-21.777729565020632,0.32,204.99999999999997,23.432364432367528,44.41966453038187,-1.46,AA-,A1,A,A,A+,A,242215000.0,5.12
3420,A071950,코아스,코아스보통주,(주)코아스,코스피 제조,I.027,12,2020,32.95,29.93,-12.535864297086551,-1.91,401.0,5.378063843313951,34.21348108993845,-1.86,,,B,C,C,B+,33843000.0,6.58
3421,A071950,코아스,코아스보통주,(주)코아스,코스피 제조,I.027,12,2021,23.91,29.53,12.02302985843684,-4.46,514.0,3.3270433309840213,33.2265867952393,-7.18,,,C,D,D,B+,34462000.0,6.57
3422,A071950,코아스,코아스보통주,(주)코아스,코스피 제조,I.027,12,2022,23.2,40.83,-13.834693220005068,-1.51,528.0,-8.119977154633236,25.317561992599067,-2.95,,,B,C,C,B+,22562000.0,6.9
3423,A071950,코아스,코아스보통주,(주)코아스,코스피 제조,I.027,12,2023,14.18,45.33,-23.891077617836977,-4.9,537.0,0.16473141719330833,24.16409348587766,-9.81,,,C,C,D,B,18637000.0,7.42
840,A071970,HD현대마린엔진,에이치디현대마린엔진보통주,에이치디현대마린엔진(주),코스피 기계·장비,I.012,12,2020,39.42,34.63,-10.826861409937216,0.71,151.0,5.649629227856388,37.95209101295951,0.64,,,B,C,B,B+,109493000.0,1.81
841,A071970,HD현대마린엔진,에이치디현대마린엔진보통주,에이치디현대마린엔진(주),코스피 기계·장비,I.012,12,2021,37.96,31.32,-41.06049676268139,-6.0,83.0,6.338875927770897,55.969727215064026,-2.04,,,C,D,B,B,134455000.0,8.48
842,A071970,HD현대마린엔진,에이치디현대마린엔진보통주,에이치디현대마린엔진(주),코스피 기계·장비,I.012,12,2022,48.45,21.49,31.034466146090445,6.21,103.0,-9.182909799114219,56.3811746622571,4.03,,,C,C,C,B,200938000.0,8.05
843,A071970,HD현대마린엔진,에이치디현대마린엔진보통주,에이치디현대마린엔진(주),코스피 기계·장비,I.012,12,2023,49.65,20.35,34.77007164809302,7.02,114.99999999999999,16.203120697503902,64.31241041210912,7.26,,,C,C,C,C,334066000.0,9.99
2980,A072130,유엔젤,유엔젤보통주,유엔젤(주),코스피 IT 서비스,I.574,12,2020,78.08,9.6,4.748826053477484,6.92,73.0,73.06781625227627,340.3685213213051,2.99,,,C,D,C,B,53640000.0,10.41
2981,A072130,유엔젤,유엔젤보통주,유엔젤(주),코스피 IT 서비스,I.574,12,2021,85.98,5.95,7.6288872314017375,10.65,65.0,28.45122877915597,576.591995269905,22.85,,,D,D,D,D,69540000.0,7.48
2982,A072130,유엔젤,유엔젤보통주,유엔젤(주),코스피 IT 서비스,I.574,12,2022,87.21,3.41,1.1126134888670203,2.07,56.00000000000001,-19.253725370916566,653.110376866891,1.26,,,D,D,D,D,39718000.0,12.99
2983,A072130,유엔젤,유엔젤보통주,유엔젤(주),코스피 IT 서비스,I.574,12,2023,86.42,3.1,24.146105140365435,-4.29,69.0,7.006569455459215,460.6946412252297,2.94,,,D,D,D,D,47636000.0,9.7
1560,A072710,농심홀딩스,농심홀딩스보통주,(주)농심홀딩스,코스피 금융,I.021,12,2020,99.22,0.01,6.456550998751176,74.69,3.0,340.3229728709047,1323.3237042460023,2.55,,,B+,B,A,B+,358965000.0,2.74
1561,A072710,농심홀딩스,농심홀딩스보통주,(주)농심홀딩스,코스피 금융,I.021,12,2021,99.22,0.01,0.0,68.28,3.0,275.6163495120451,2540.3034896188888,2.33,,,C,B,B+,C,351544000.0,4.56
1562,A072710,농심홀딩스,농심홀딩스보통주,(주)농심홀딩스,코스피 금융,I.021,12,2022,98.62,0.01,4.043309023369801,78.11,4.0,202.95712124241558,4960.051218206692,2.22,,,B+,B+,A,B,308413000.0,6.4
1563,A072710,농심홀딩스,농심홀딩스보통주,(주)농심홀딩스,코스피 금융,I.021,12,2023,98.63,0.01,8.4518141230713,76.58,4.0,223.22810480241327,5510.978004789549,3.09,,,B,B+,B+,B,300529000.0,4.25
652,A073240,금호타이어,금호타이어보통주,금호타이어(주),코스피 화학,I.008,12,2020,29.02,36.25,-6.1804923361020165,-0.31,179.0,14.073879433641725,103.11214878260697,-14.84,,,B+,B+,A,B+,1087280000.0,5.19
653,A073240,금호타이어,금호타이어보통주,금호타이어(주),코스피 화학,I.008,12,2021,26.04,40.96,20.525526276947215,-3.08,292.0,-1.6366861992121549,92.41701252513627,-2.74,,,B+,B,A,B,1324270000.0,6.15
654,A073240,금호타이어,금호타이어보통주,금호타이어(주),코스피 화학,I.008,12,2022,20.12,46.64,37.65606199369693,0.16,469.00000000000006,-12.010884937137572,54.67700087968667,-5.69,,,A,A,A+,B+,798584000.0,7.01
655,A073240,금호타이어,금호타이어보통주,금호타이어(주),코스피 화학,I.008,12,2023,26.07,39.16,6.497982880035247,7.38,470.0,15.640754767453238,82.220703039876,8.03,,,B+,A,B+,B+,1548333000.0,7.66
2836,A074610,이엔플러스,이엔플러스보통주,(주)이엔플러스,코스피 기계·장비,I.012,12,2020,64.65,22.23,-26.25809926637065,-20.77,46.0,-22.611599879178108,69.45473528676554,-11.51,,,C,D,B,B,151893000.0,10.06
2837,A074610,이엔플러스,이엔플러스보통주,(주)이엔플러스,코스피 기계·장비,I.012,12,2021,72.11,14.08,104.50529369851628,-8.34,77.0,-86.5115734536271,158.15406518814962,-24.78,,,D,D,C,D,245982000.0,5.39
2838,A074610,이엔플러스,이엔플러스보통주,(주)이엔플러스,코스피 기계·장비,I.012,12,2022,56.33,17.36,-55.6752500295587,-58.79,34.0,18.31121735077698,93.87286146629764,-36.09,,,D,C,D,D,275646000.0,9.9
2839,A074610,이엔플러스,이엔플러스보통주,(주)이엔플러스,코스피 기계·장비,I.012,12,2023,64.5,13.49,9.77202374944115,-76.23,35.0,-13.260647532399258,95.3226575978314,-46.24,,,D,C,D,D,268126000.0,12.57
3016,A075180,새론오토모티브,새론오토모티브,새론오토모티브(주),코스피 운송장비·부품,I.015,12,2020,90.49,0.43,-11.837686548207515,0.11,55.00000000000001,118.07346675115294,430.0717190194639,6.46,,,C,C,C,B,118656000.0,4.32
3017,A075180,새론오토모티브,새론오토모티브,새론오토모티브(주),코스피 운송장비·부품,I.015,12,2021,90.95,0.37,-6.025787028177598,1.02,49.0,78.3591191599654,407.87020768509296,4.2,,,D,D,C,C,105216000.0,4.04
3018,A075180,새론오토모티브,새론오토모티브,새론오토모티브(주),코스피 운송장비·부품,I.015,12,2022,91.8,0.35,2.815339212051149,-2.94,51.0,-10.75701430119431,470.9708526805839,-5.04,,,D,C,D,D,97152000.0,6.02
3019,A075180,새론오토모티브,새론오토모티브,새론오토모티브(주),코스피 운송장비·부품,I.015,12,2023,91.44,0.29,3.751105667692123,-4.31,54.0,57.27762814762678,454.33807230607306,2.14,,,D,C,D,D,78720000.0,4.14
1220,A075580,세진중공업,세진중공업보통주,(주)세진중공업,코스피 운송장비·부품,I.015,12,2020,40.66,49.14,-5.625628374070835,-1.36,175.0,4.310231847588994,39.9651373928798,-0.03,,,C,C,C,B+,380323000.0,5.76
1221,A075580,세진중공업,세진중공업보통주,(주)세진중공업,코스피 운송장비·부품,I.015,12,2021,36.06,40.74,-17.074138690494244,0.53,143.0,-0.37514028062345595,35.36129570821712,5.38,,,D,D,D,C,335412000.0,5.36
