,Ticker,Name,종목명 (Full),기업명 (한글),거래소 업종,거래소 업종코드,결산월,회계년,자기자본비율(%),차입금의존도(%),매출액증가율(%),영업이익률(%),총자본회전율(%),부채 상환능력(%),당좌비율(%),ROA(당기순이익)(%),"신용등급 (채권, NICE)","신용등급 (CP, NICE)",ESG등급,환경,사회,지배구조,시가총액(천원),WACC(시가총액평균)(%)
396,A000720,현대건설,현대건설보통주,현대건설(주),코스피 건설,I.018,12,2020,46.58,17.62,-6.935284260331209,2.54,167.0,20.976899038933983,178.62796235506863,0.88,AA-,,A,A,A,A,4187573000.0,6.97
397,A000720,현대건설,현대건설보통주,현대건설(주),코스피 건설,I.018,12,2021,45.19,13.93,9.937669210663014,2.98,177.0,15.37514785947249,172.29289446088015,2.27,AA-,,A,A,A,B+,5027389000.0,6.82
398,A000720,현대건설,현대건설보통주,현대건설(주),코스피 건설,I.018,12,2022,46.54,11.76,16.905238615053307,2.89,193.0,-4.428990633262071,165.1142552733376,2.56,AA-,,A,A,A,A,3944324000.0,9.13
399,A000720,현대건설,현대건설보통주,현대건설(주),코스피 건설,I.018,12,2023,44.75,14.27,31.726607359749103,2.16,241.0,-10.101643903424245,183.2935083821864,2.59,AA-,,A,A,A,B+,3940633000.0,6.18
3396,A000760,이화산업,이화산업보통주,이화산업(주),코스피 유통,I.016,12,2020,63.87,31.19,-17.82181883114213,-5.35,68.0,3.1640283078492017,68.73109495189532,-0.97,,,C,D,C,B,44660000.0,2.43
3397,A000760,이화산업,이화산업보통주,이화산업(주),코스피 유통,I.016,12,2021,72.71,22.61,19.731817615156633,1.59,76.0,-3.3515181400545178,118.97239724497257,9.52,,,D,D,D,D,43540000.0,3.97
3398,A000760,이화산업,이화산업보통주,이화산업(주),코스피 유통,I.016,12,2022,73.56,22.85,0.28723751413173293,0.81,71.0,3.4608076637085246,93.76880127934164,0.67,,,C,C,D,C,44100000.0,5.87
3399,A000760,이화산업,이화산업보통주,이화산업(주),코스피 유통,I.016,12,2023,73.12,23.19,-24.80658306711543,-5.06,54.0,3.1435247511814848,82.88619296597341,-2.14,,,D,C,D,D,42392000.0,5.96
3080,A000850,화천기공,화천기공보통주,화천기공(주),코스피 기계·장비,I.012,12,2020,80.03,5.64,-21.403587401186243,0.6,48.0,17.319562056861383,260.6149097278354,0.97,,,B,D,B,B+,71280000.0,4.35
3081,A000850,화천기공,화천기공보통주,화천기공(주),코스피 기계·장비,I.012,12,2021,74.43,9.39,33.32113861896442,1.94,64.0,2.553973317755936,204.56039491308283,1.97,,,D,D,D,C,75350000.0,3.48
3082,A000850,화천기공,화천기공보통주,화천기공(주),코스피 기계·장비,I.012,12,2022,73.79,10.12,19.733700796299324,2.09,71.0,28.70786474132771,198.614926442348,8.25,,,C,D,C,C,67430000.0,5.47
3083,A000850,화천기공,화천기공보통주,화천기공(주),코스피 기계·장비,I.012,12,2023,75.73,11.95,-8.30871712268635,0.05,62.0,-0.3381654817275607,196.17506749958537,1.63,,,C,D,C,C,69630000.0,4.78
2140,A000860,강남제비스코,강남제비스코보통주,강남제비스코(주),코스피 화학,I.008,12,2020,81.53,4.3,1.942305431319391,-2.37,76.0,37.53223175389614,204.46428397833088,1.8,,,B,B,B,B+,143000000.0,5.39
2141,A000860,강남제비스코,강남제비스코보통주,강남제비스코(주),코스피 화학,I.008,12,2021,72.06,8.03,14.211643028324472,-8.95,91.0,-9.111694976362196,119.92661592151215,-8.53,,,C,C,B,B,162175000.0,5.79
2142,A000860,강남제비스코,강남제비스코보통주,강남제비스코(주),코스피 화학,I.008,12,2022,61.63,21.99,12.031776241715274,-6.39,114.99999999999999,-9.46873638708963,76.95929638640187,-7.77,,,B+,B+,B+,B+,134875000.0,6.37
2143,A000860,강남제비스코,강남제비스코보통주,강남제비스코(주),코스피 화학,I.008,12,2023,58.27,23.78,-3.9990340683160097,-2.83,118.0,13.25431553358757,66.32129986059631,-0.1,BBB-,,B+,A,B+,B+,134875000.0,4.37
456,A000880,한화,한화보통주,(주)한화,코스피 화학,I.008,12,2020,47.43,28.62,-9.753491694885097,4.17,115.99999999999999,9.491122092456745,49.89911606613525,1.68,A+,A2+,A,A,A+,A,2448804000.0,5.74
457,A000880,한화,한화보통주,(주)한화,코스피 화학,I.008,12,2021,44.17,31.0,-1.6298425996333465,5.82,111.00000000000001,6.526749003038949,54.33459212947421,1.7,A+,A2+,A,A,A+,A,2731805000.0,5.31
458,A000880,한화,한화보통주,(주)한화,코스피 화학,I.008,12,2022,31.16,37.87,-1.4138502125962682,5.01,112.00000000000001,1.4119391170603885,69.6223795487381,3.04,A+,A2+,B+,B+,B+,B+,2249626000.0,5.68
459,A000880,한화,한화보통주,(주)한화,코스피 화학,I.008,12,2023,32.36,35.73,85.21879942372625,2.39,213.0,4.512702200796867,67.32117088316166,0.85,A+,A2+,B+,A,B+,B+,2258760000.0,6.59
2988,A000890,보해양조,보해양조보통주,보해양조(주),코스피 음식료·담배,I.005,12,2020,52.78,28.62,3.3682581451266236,2.29,101.0,11.701466075187309,58.36259401891516,1.13,,,C,D,C,B,116871000.0,7.1
2989,A000890,보해양조,보해양조보통주,보해양조(주),코스피 음식료·담배,I.005,12,2021,55.14,28.94,6.601492295670064,1.35,103.0,18.13481346788737,100.72081363883699,-0.55,,,D,D,D,C,124903000.0,3.46
2990,A000890,보해양조,보해양조보통주,보해양조(주),코스피 음식료·담배,I.005,12,2022,56.08,25.89,8.481506277327178,0.15,109.00000000000001,4.858866731637341,82.18151516755118,-1.86,,,D,D,D,D,85837000.0,8.72
2991,A000890,보해양조,보해양조보통주,보해양조(주),코스피 음식료·담배,I.005,12,2023,55.84,26.59,2.4577487885684812,-3.01,113.99999999999999,1.4882227367329797,54.30036952589552,-2.61,,,D,D,D,C,75264000.0,5.12
2768,A000910,유니온,유니온보통주,(주)유니온,코스피 비금속,I.010,12,2020,61.24,23.74,-7.392157065746896,3.94,92.0,14.99559089617052,61.15946909529728,12.41,,,B,B,B,B,92889000.0,5.82
2769,A000910,유니온,유니온보통주,(주)유니온,코스피 비금속,I.010,12,2021,61.54,21.48,2.0662370660877727,3.26,81.0,8.572903176994625,56.6799887348461,4.02,,,C,C,C,B,117712000.0,4.42
2770,A000910,유니온,유니온보통주,(주)유니온,코스피 비금속,I.010,12,2022,59.49,25.17,11.440774780403062,-0.08,92.0,4.569946840560898,68.28364914688947,-4.77,,,C,C,C,B,73453000.0,6.81
2771,A000910,유니온,유니온보통주,(주)유니온,코스피 비금속,I.010,12,2023,62.72,21.3,-0.7970129692357109,0.67,88.0,14.548779797910214,70.21103124305209,10.86,,,C,C,C,B,86332000.0,4.43
2352,A000970,한국주철관,한국주철관공업보통주,한국주철관공업(주),코스피 금속,I.011,12,2020,85.53,1.08,-24.88227328888083,6.75,41.0,104.33069201324506,155.77829077508153,0.99,,,C,C,C,B,189928000.0,6.73
2353,A000970,한국주철관,한국주철관공업보통주,한국주철관공업(주),코스피 금속,I.011,12,2021,85.97,0.58,32.82802391331741,6.81,50.0,72.77348035869443,248.8810723756594,15.59,,,D,C,C,D,207485000.0,6.0
2354,A000970,한국주철관,한국주철관공업보통주,한국주철관공업(주),코스피 금속,I.011,12,2022,85.42,0.97,-0.656839546109167,8.0,45.0,45.18649093154102,293.228831517189,7.6,,,D,C,D,D,154587000.0,8.6
2355,A000970,한국주철관,한국주철관공업보통주,한국주철관공업(주),코스피 금속,I.011,12,2023,86.01,1.03,17.944362835822215,10.62,51.0,33.76380532626708,342.3758538255202,4.14,,,D,C,D,D,157551000.0,5.34
640,A000990,DB하이텍,DB하이텍보통주,(주)디비하이텍,코스피 전기·전자,I.013,12,2020,67.44,15.07,15.915374019573969,25.56,130.0,80.84660746751996,154.28040462672885,14.6,,,A,A,A,A,2277581000.0,8.2
641,A000990,DB하이텍,DB하이텍보통주,(주)디비하이텍,코스피 전기·전자,I.013,12,2021,71.43,11.1,29.784847321097807,32.84,128.0,88.47757074482756,221.77019651008885,23.24,,,B,B,B+,B,3239233000.0,8.31
642,A000990,DB하이텍,DB하이텍보통주,(주)디비하이텍,코스피 전기·전자,I.013,12,2022,76.36,6.33,37.441459330377526,45.63,122.0,144.2337307406451,298.57693846845353,30.15,A-,,B+,A,A,B,1657147000.0,11.76
643,A000990,DB하이텍,DB하이텍보통주,(주)디비하이텍,코스피 전기·전자,I.013,12,2023,86.48,5.19,-36.31171414440363,24.26,63.0,64.64745299086117,435.73021425977873,12.33,A-,,C,B+,A,D,2601757000.0,10.03
2304,A001020,페이퍼코리아,페이퍼코리아보통주,페이퍼코리아(주),코스피 종이·목재,I.007,12,2020,5.68,75.68,13.28694043763452,5.2,1168.0,13.71516497160496,22.882759286179542,-4.53,B-,,B,B,C,B,87325000.0,6.89
2305,A001020,페이퍼코리아,페이퍼코리아보통주,페이퍼코리아(주),코스피 종이·목재,I.007,12,2021,6.23,80.4,-10.26434958768908,0.88,1069.0,-6.784673286170182,47.217688004714155,-1.74,B-,,D,C,D,D,65645000.0,17.94
2306,A001020,페이퍼코리아,페이퍼코리아보통주,페이퍼코리아(주),코스피 종이·목재,I.007,12,2022,6.4,77.35,11.3208538021083,0.37,1116.0,0.000760138052083056,18.86988036479217,-4.57,B-,,D,C,C,D,52086000.0,7.53
2307,A001020,페이퍼코리아,페이퍼코리아보통주,페이퍼코리아(주),코스피 종이·목재,I.007,12,2023,65.93,24.72,0.39386073775091734,5.01,179.0,4.06595148660311,124.59603851072816,6.03,B-,,C,C,C,C,160541000.0,10.19
404,A001040,CJ,CJ보통주,씨제이(주),코스피 금융,I.021,12,2020,87.08,11.93,-9.122518029701855,54.5,6.0,21.500881808623355,10.89405599783482,1.69,AA-,A1,A,B+,A+,A,3121356000.0,6.81
405,A001040,CJ,CJ보통주,씨제이(주),코스피 금융,I.021,12,2021,87.88,10.96,24.250456082491635,54.79,7.000000000000001,29.869764146341215,50.406716018629474,2.99,AA-,A1,B+,B+,A,B+,2852931000.0,7.8
406,A001040,CJ,CJ보통주,씨제이(주),코스피 금융,I.021,12,2022,84.44,13.42,26.213685381411224,45.4,9.0,25.71406299819533,96.98878479867126,3.28,AA-,A1,A,A,A+,B+,2873102000.0,7.88
407,A001040,CJ,CJ보통주,씨제이(주),코스피 금융,I.021,12,2023,87.5,9.5,-8.989503644297315,56.18,8.0,37.66068833281604,27.431094241795904,3.35,AA-,A1,A,A,A+,A,3168286000.0,5.76
1176,A001060,JW중외제약,JW중외제약보통주,제이더블유중외제약(주),코스피 제약,I.009,12,2020,38.48,32.08,6.273546626465909,0.39,250.0,20.750080681081396,83.98131991744704,-2.7,,,B,C,B+,B+,767252000.0,7.56
1177,A001060,JW중외제약,JW중외제약보통주,제이더블유중외제약(주),코스피 제약,I.009,12,2021,37.3,29.72,10.906131290981836,5.9,291.0,5.455599809508039,92.21387889696658,0.96,,,C,B,B+,D,518100000.0,5.46
1178,A001060,JW중외제약,JW중외제약보통주,제이더블유중외제약(주),코스피 제약,I.009,12,2022,43.76,24.42,12.474200203009488,9.93,297.0,19.44815497468283,82.30184030209614,6.1,BBB,,B+,B,A,B+,442721000.0,9.2
1179,A001060,JW중외제약,JW중외제약보통주,제이더블유중외제약(주),코스피 제약,I.009,12,2023,44.35,22.58,9.48104504657814,14.17,283.0,25.79629201568559,96.75600052527271,6.67,BBB,,B+,B+,A,B+,852207000.0,7.77
3384,A001070,대한방직,대한방직보통주,대한방직(주),코스피 섬유·의류,I.006,12,2020,63.61,20.8,12.006728424748282,2.66,130.0,7.284938192678664,113.31293507684714,1.19,,,C,C,C,B+,211735000.0,4.63
3385,A001070,대한방직,대한방직보통주,대한방직(주),코스피 섬유·의류,I.006,12,2021,59.74,26.43,14.296155654918174,2.62,142.0,-9.40839992241289,95.1981096335459,0.55,,,C,D,D,B,261820000.0,1.99
3386,A001070,대한방직,대한방직보통주,대한방직(주),코스피 섬유·의류,I.006,12,2022,63.85,21.32,-6.315829466137135,-2.73,134.0,2.2732367801819007,92.96999045917845,-2.83,,,C,C,D,B,272420000.0,3.96
3387,A001070,대한방직,대한방직보통주,대한방직(주),코스피 섬유·의류,I.006,12,2023,72.36,13.65,-23.104564970069408,-1.92,107.0,20.065575819004895,111.8550580339434,-2.24,,,C,C,D,C,43142000.0,5.13
2580,A001080,만호제강,만호제강보통주,만호제강(주),코스피 금속,I.011,6,2020,93.15,0.16,-5.880984851311144,0.08,85.0,47.10919134830506,869.2160390352944,0.67,,,C,C,C,B+,56440000.0,5.43
2581,A001080,만호제강,만호제강보통주,만호제강(주),코스피 금속,I.011,6,2021,90.25,0.14,0.6122631870581818,0.64,85.0,43.93291670110974,630.1797999654655,0.34,,,C,D,C,B+,94828000.0,7.39
2582,A001080,만호제강,만호제강보통주,만호제강(주),코스피 금속,I.011,6,2022,90.69,0.18,29.359546317009656,-0.06,105.0,-127.01451599639162,535.9323754497068,1.1,,,C,C,C,B+,89433000.0,8.56
2583,A001080,만호제강,만호제강보통주,만호제강(주),코스피 금속,I.011,6,2023,86.96,0.25,-13.545316151875209,-5.65,93.0,-9.351888107979958,376.42413878051894,-1.56,,,D,C,D,D,190070000.0,8.57
812,A001120,LX인터내셔널,LX인터내셔널보통주,(주)엘엑스인터내셔널,코스피 유통,I.016,12,2020,52.45,31.97,5.771081965159386,-0.75,252.99999999999997,1.6415977522316327,121.77127002025505,11.49,AA-,,A,A,A+,A,957372000.0,5.62
813,A001120,LX인터내셔널,LX인터내셔널보통주,(주)엘엑스인터내셔널,코스피 유통,I.016,12,2021,59.8,24.52,27.54504375695259,0.3,262.0,-0.46430399769123937,96.70239854194956,12.36,AA-,,A,B+,A,A,1025202000.0,4.59
814,A001120,LX인터내셔널,LX인터내셔널보통주,(주)엘엑스인터내셔널,코스피 유통,I.016,12,2022,61.05,26.53,-1.1396667723495013,2.47,200.0,23.800388977642424,125.32507906561408,15.54,AA-,,B+,B+,A+,B,1315902000.0,6.53
815,A001120,LX인터내셔널,LX인터내셔널보통주,(주)엘엑스인터내셔널,코스피 유통,I.016,12,2023,58.3,30.75,-14.997251858716554,0.2,151.0,5.8499420830465,131.08402131623978,2.97,AA-,,A,B+,A+,B+,1139544000.0,6.61
1888,A001130,대한제분,대한제분보통주,대한제분(주),코스피 음식료·담배,I.005,12,2020,90.13,4.06,-2.018656317055534,4.96,48.0,26.7365141202291,300.86199554908933,0.79,,,B,C,C,B+,280540000.0,4.42
1889,A001130,대한제분,대한제분보통주,대한제분(주),코스피 음식료·담배,I.005,12,2021,82.87,8.97,11.548704847405467,4.75,50.0,7.699533840111498,212.4849742262568,9.95,,,D,C,D,D,261105000.0,4.44
1890,A001130,대한제분,대한제분보통주,대한제분(주),코스피 음식료·담배,I.005,12,2022,85.25,8.72,32.73629698398908,4.64,62.0,-41.68887028425142,140.07886869855955,2.63,,,D,C,D,D,223925000.0,6.32
1891,A001130,대한제분,대한제분보통주,대한제분(주),코스피 음식료·담배,I.005,12,2023,84.22,9.37,5.943498971547467,7.74,63.0,41.5853278536302,206.26252092016776,5.79,,,C,C,C,C,215982000.0,5.59
3360,A001140,국보,국보보통주,(주)국보,코스피 운송·창고,I.019,12,2020,42.07,31.69,-8.589049264430315,-14.14,245.00000000000003,-22.507656258027456,61.29236372155141,-15.32,,,D,D,D,C,89124000.0,10.52
3361,A001140,국보,국보보통주,(주)국보,코스피 운송·창고,I.019,12,2021,42.45,33.53,0.24125230922686924,-16.33,163.0,3.044349554873129,62.45450449799775,-19.77,,,D,D,D,D,101313000.0,7.81
3362,A001140,국보,국보보통주,(주)국보,코스피 운송·창고,I.019,12,2022,50.57,26.79,9.054086614735834,-15.16,151.0,2.9438729696239134,86.13914027064568,-32.77,,,D,C,D,D,75639000.0,8.87
3363,A001140,국보,국보보통주,(주)국보,코스피 운송·창고,I.019,12,2023,31.37,44.55,-18.88179628433577,-23.41,136.0,-8.912893485781751,36.079333959241374,-39.71,,,D,C,D,D,25368000.0,13.31
3196,A001210,금호전기,금호전기보통주,금호전기(주),코스피 전기·전자,I.013,12,2020,4.38,74.88,-20.08482465791548,-22.91,751.0,-12.908902824540858,52.98017302600585,-30.64,,,B,C,B,B+,38881000.0,10.87
3197,A001210,금호전기,금호전기보통주,금호전기(주),코스피 전기·전자,I.013,12,2021,19.29,71.13,-6.82072766334888,-21.32,471.0,-14.069036217771744,88.2957420394259,-17.66,,,D,D,C,D,69523000.0,8.59
3198,A001210,금호전기,금호전기보통주,금호전기(주),코스피 전기·전자,I.013,12,2022,18.56,68.12,0.25141019992609426,-26.87,319.0,-17.54218397680636,53.577217238674216,-25.48,,,D,C,C,D,25350000.0,14.54
3199,A001210,금호전기,금호전기보통주,금호전기(주),코스피 전기·전자,I.013,12,2023,12.2,66.45,8.983060592955084,-10.16,564.0,-3.1432900718187295,49.47543543561611,-32.04,,,D,C,D,D,30746000.0,6.39
1800,A001230,동국홀딩스,동국홀딩스보통주,동국홀딩스(주),코스피 금융,I.021,12,2020,45.01,32.8,-8.738225429577318,5.39,200.0,19.511936146558526,33.771755014911946,0.36,BBB-,A3-,B+,B+,B,B+,774914000.0,3.62
1801,A001230,동국홀딩스,동국홀딩스보통주,동국홀딩스(주),코스피 금융,I.021,12,2021,45.79,30.15,48.72600947761288,11.44,270.0,1.04681471875386,43.1170084261026,5.38,BBB,A3,B,B+,B,B,1517381000.0,6.51
1802,A001230,동국홀딩스,동국홀딩스보통주,동국홀딩스(주),코스피 금융,I.021,12,2022,50.48,27.35,-99.96729329909897,-1014.3,0.0,21.90532558712167,56.52956819554118,2.39,BBB+,A3+,A,A,A,B+,1064075000.0,6.52
1803,A001230,동국홀딩스,동국홀딩스보통주,동국홀딩스(주),코스피 금융,I.021,12,2023,95.89,1.93,596.1054498493548,-95.96,1.0,752.2043217412383,847.2865488183032,-8.62,BBB+,A3+,A,B+,A+,B+,279208000.0,9.53
1808,A001250,GS글로벌,지에스글로벌보통주,(주)지에스글로벌,코스피 유통,I.016,12,2020,41.21,32.76,-29.72218151021212,1.88,748.0,27.508857204317017,105.48142322220198,-8.31,A-,,B+,B,B+,A,160116000.0,5.49
1809,A001250,GS글로벌,지에스글로벌보통주,(주)지에스글로벌,코스피 유통,I.016,12,2021,26.41,49.52,48.81334264757611,1.35,1246.0,-41.368713747272594,114.1714720488963,-0.51,A-,,B+,C,B+,B+,195605000.0,3.44
1810,A001250,GS글로벌,지에스글로벌보통주,(주)지에스글로벌,코스피 유통,I.016,12,2022,31.73,38.98,25.830290595276928,1.67,1460.0,19.49009768564901,123.27469949099184,4.12,,,B+,B+,B+,B+,185701000.0,6.43
1811,A001250,GS글로벌,지에스글로벌보통주,(주)지에스글로벌,코스피 유통,I.016,12,2023,41.96,19.81,-21.26554662158614,2.15,980.0000000000001,52.91269753495128,121.82866304210592,6.99,,,B+,B+,A,B+,210461000.0,6.56
2808,A001260,남광토건,남광토건보통주,남광토건(주),코스피 건설,I.018,12,2020,32.52,5.58,0.7544450450343243,6.39,399.0,27.7321236653197,97.38655995998573,6.77,,,C,D,C,B,131707000.0,6.52
2809,A001260,남광토건,남광토건보통주,남광토건(주),코스피 건설,I.018,12,2021,32.04,15.61,49.91501547522812,5.83,463.0,-5.809751647334885,120.31096256613054,9.08,,,C,D,D,B,136623000.0,7.41
2810,A001260,남광토건,남광토건보통주,남광토건(주),코스피 건설,I.018,12,2022,30.94,11.93,26.248648155243682,2.47,463.0,11.26637358523102,121.82691807982282,6.24,,,D,C,D,D,86299000.0,9.19
2811,A001260,남광토건,남광토건보통주,남광토건(주),코스피 건설,I.018,12,2023,29.97,10.41,21.60491434568941,0.79,498.00000000000006,-9.155314519832993,122.61487386691405,1.66,,,D,D,D,D,75318000.0,6.85
1468,A001340,백광산업,백광산업보통주,백광산업(주),코스피 화학,I.008,12,2020,54.98,29.75,1.4778829021077078,7.44,99.0,14.982047272832203,46.190243245345286,3.16,,,C,B,C,C,148905000.0,5.03
1469,A001340,백광산업,백광산업보통주,백광산업(주),코스피 화학,I.008,12,2021,52.28,29.2,11.579089577757106,9.85,104.0,20.704524652429495,36.245618418928764,4.43,,,D,C,D,D,231779000.0,7.07
1470,A001340,백광산업,백광산업보통주,백광산업(주),코스피 화학,I.008,12,2022,52.01,32.55,21.750808994500215,12.43,115.99999999999999,22.13899770966703,33.97361565275376,6.11,,,D,C,D,D,193598000.0,8.49
1471,A001340,백광산업,백광산업보통주,백광산업(주),코스피 화학,I.008,12,2023,50.34,36.52,-0.7531543145501418,7.4,108.0,14.516405847468944,37.67164609836616,1.76,,,D,C,D,D,349914000.0,5.04
