,Ticker,È¸°è³â,½Ã°¡ÃÑ¾×(¹é¸¸¿ø),WACC(½Ã°¡ÃÑ¾×Æò±Õ)(%)
892,A064350,2012,,4.25
893,A064350,2013,2448000,9.27
894,A064350,2014,1695750,4.91
895,A064350,2015,1245250,4.71
896,A064350,2016,1542750,8.11
897,A064350,2017,1593750,4.72
898,A064350,2018,2367250,8.09
899,A064350,2019,1326000,6.31
900,A064350,2020,1877247,6.76
901,A064350,2021,2270160,7.17
902,A064350,2022,3099641,8.79
903,A064350,2023,2903185,7.39
904,A064350,2024,5424372,
905,A064350,2025,6166540,
906,A021240,2012,3358785,5.2
907,A021240,2013,5121086,5.67
908,A021240,2014,6493908,6.44
909,A021240,2015,6486195,4.72
910,A021240,2016,6744399,4.9
911,A021240,2017,7309730,5.48
912,A021240,2018,5468552,6.31
913,A021240,2019,6870745,4.28
914,A021240,2020,5365232,6.14
915,A021240,2021,5490692,5.19
916,A021240,2022,4125399,7.45
917,A021240,2023,4221338,5.64
918,A021240,2024,4937195,
919,A021240,2025,5859690,
920,A180640,2012,,
921,A180640,2013,469214,3.4
922,A180640,2014,1618555,3.94
923,A180640,2015,1035519,7.39
924,A180640,2016,913635,8.73
925,A180640,2017,1089797,7.79
926,A180640,2018,1774498,6.75
927,A180640,2019,2400366,4.2
928,A180640,2020,4206070,5.54
929,A180640,2021,4116285,6.96
930,A180640,2022,2516600,8.69
931,A180640,2023,4875807,9.3
932,A180640,2024,5046275,
933,A180640,2025,5293617,
934,A003230,2012,183429,7.4
935,A003230,2013,185689,6.49
936,A003230,2014,160077,4.15
937,A003230,2015,207911,6.48
938,A003230,2016,305464,6.75
939,A003230,2017,729196,7.25
940,A003230,2018,391717,8.15
941,A003230,2019,677218,4.26
942,A003230,2020,760835,5.09
943,A003230,2021,714130,4.24
944,A003230,2022,956693,5.96
945,A003230,2023,1627131,3.49
946,A003230,2024,5762756,
947,A003230,2025,5258044,
948,A010620,2012,2540000,12.34
949,A010620,2013,3560000,9.65
950,A010620,2014,1394000,10.41
951,A010620,2015,1042000,7.29
952,A010620,2016,1344000,6.51
953,A010620,2017,1574000,8.2
954,A010620,2018,2396529,8.21
955,A010620,2019,1839336,8.03
956,A010620,2020,1917223,9.54
957,A010620,2021,2795950,8.2
958,A010620,2022,3375112,9.34
959,A010620,2023,3391088,8.55
960,A010620,2024,5360236,
961,A010620,2025,4980786,
962,A000150,2012,2893312,7.84
963,A000150,2013,3214925,7.48
964,A000150,2014,2521757,7.95
965,A000150,2015,2188662,7.62
966,A000150,2016,2586738,9.14
967,A000150,2017,2565496,5.86
968,A000150,2018,2436297,5.19
969,A000150,2019,1463130,4.98
970,A000150,2020,1095570,4.1
971,A000150,2021,2361866,5.25
972,A000150,2022,1635588,9.71
973,A000150,2023,1820590,8.64
974,A000150,2024,4724692,
975,A000150,2025,6155428,
976,A047810,2012,2519732,4.9
977,A047810,2013,2826778,6.09
978,A047810,2014,3879509,6.2
979,A047810,2015,7612806,8.41
980,A047810,2016,6530832,8.88
981,A047810,2017,4625194,7.48
982,A047810,2018,3109456,6.98
983,A047810,2019,3319027,5.45
984,A047810,2020,2514858,6.57
985,A047810,2021,3163067,6.02
986,A047810,2022,4961483,7.05
987,A047810,2023,4873755,6.89
988,A047810,2024,5351383,
989,A047810,2025,5117443,
990,A450080,2012,,
991,A450080,2013,,
992,A450080,2014,,
993,A450080,2015,,
994,A450080,2016,,
995,A450080,2017,,0
996,A450080,2018,,3.88
997,A450080,2019,,3.54
998,A450080,2020,,4.16
999,A450080,2021,,N/A(IFRS)
1000,A450080,2022,,5.89
1001,A450080,2023,13003714,27.09
1002,A450080,2024,4588798,
1003,A450080,2025,5014203,
1004,A088980,2012,2267182,
1005,A088980,2013,2025217,
1006,A088980,2014,2270496,
1007,A088980,2015,2661619,
1008,A088980,2016,2701394,
1009,A088980,2017,2879616,
1010,A088980,2018,3242622,
1011,A088980,2019,4048914,
1012,A088980,2020,3717322,
1013,A088980,2021,5688080,
1014,A088980,2022,4473543,
1015,A088980,2023,5421120,
1016,A088980,2024,5071784,
1017,A088980,2025,5028681,
1018,A241560,2012,,
1019,A241560,2013,,
1020,A241560,2014,,
1021,A241560,2015,,0.67
1022,A241560,2016,3593933,6.68
1023,A241560,2017,3588920,4.33
1024,A241560,2018,3157849,6.01
1025,A241560,2019,3443559,5.77
1026,A241560,2020,2972388,8.74
1027,A241560,2021,4085154,7.86
1028,A241560,2022,3468621,7.92
1029,A241560,2023,5052558,9.03
1030,A241560,2024,4200440,
1031,A241560,2025,4952309,
1032,A161390,2012,5822128,8.65
1033,A161390,2013,7519217,6.62
1034,A161390,2014,6528216,6.26
1035,A161390,2015,5828322,6.22
1036,A161390,2016,7184754,3.99
1037,A161390,2017,6763579,4.04
1038,A161390,2018,4973584,4.72
1039,A161390,2019,4156009,6.95
1040,A161390,2020,4880678,6.9
1041,A161390,2021,4917840,7.98
1042,A161390,2022,3858708,7.48
1043,A161390,2023,5623928,8.35
1044,A161390,2024,4756803,
1045,A161390,2025,4917840,
1046,A277810,2012,,
1047,A277810,2013,,
1048,A277810,2014,,
1049,A277810,2015,,
1050,A277810,2016,,
1051,A277810,2017,,12.22
1052,A277810,2018,,6.08
1053,A277810,2019,,4.61
1054,A277810,2020,,0.58
1055,A277810,2021,438071,6.39
1056,A277810,2022,578217,10.43
1057,A277810,2023,3414023,11.88
1058,A277810,2024,3156357,
1059,A277810,2025,4811165,
1060,A272210,2012,,
1061,A272210,2013,,
1062,A272210,2014,,
1063,A272210,2015,,
1064,A272210,2016,,1.38
1065,A272210,2017,,1.65
1066,A272210,2018,,3.15
1067,A272210,2019,1140885,9.29
1068,A272210,2020,1906986,6.52
1069,A272210,2021,3022710,7.83
1070,A272210,2022,1993100,9.81
1071,A272210,2023,3279641,8.14
1072,A272210,2024,4269578,
1073,A272210,2025,4807998,
1074,A079550,2012,,7.15
1075,A079550,2013,,5.82
1076,A079550,2014,,6.02
1077,A079550,2015,2277000,7
1078,A079550,2016,1771000,5.04
1079,A079550,2017,1315600,3.7
1080,A079550,2018,812900,3.43
1081,A079550,2019,695200,3.04
1082,A079550,2020,671000,5.29
1083,A079550,2021,1509200,5.41
1084,A079550,2022,2028400,7.61
1085,A079550,2023,2871000,5.24
1086,A079550,2024,4851000,
1087,A079550,2025,4818000,
1088,A006800,2012,3837651,
1089,A006800,2013,2963659,
1090,A006800,2014,3285790,
1091,A006800,2015,3182112,
1092,A006800,2016,2441886,
1093,A006800,2017,6209732,
1094,A006800,2018,4852672,
1095,A006800,2019,5609600,
1096,A006800,2020,6802114,
1097,A006800,2021,6224056,
1098,A006800,2022,4299190,
1099,A006800,2023,5192656,
1100,A006800,2024,5304794,
1101,A006800,2025,5376774,
1102,A298040,2012,,
1103,A298040,2013,,
1104,A298040,2014,,
1105,A298040,2015,,
1106,A298040,2016,,
1107,A298040,2017,,
1108,A298040,2018,385570,3.58
1109,A298040,2019,248499,2.73
1110,A298040,2020,579987,3.05
1111,A298040,2021,543621,5.74
1112,A298040,2022,727315,5.47
1113,A298040,2023,1509644,6.9
1114,A298040,2024,3664547,
1115,A298040,2025,4606327,
1116,A051900,2012,10655898,4.78
1117,A051900,2013,9037503,7.7
1118,A051900,2014,10302304,6.41
1119,A051900,2015,17543442,8.54
1120,A051900,2016,14566924,6.42
1121,A051900,2017,20035625,5.8
1122,A051900,2018,18573036,8.71
1123,A051900,2019,21313412,5.74
1124,A051900,2020,26809061,5.33
1125,A051900,2021,18426575,6.73
1126,A051900,2022,11938792,9.6
1127,A051900,2023,5876422,8.36
1128,A051900,2024,5052468,
1129,A051900,2025,4920045,
1130,A005940,2012,2427851,
1131,A005940,2013,1997557,
1132,A005940,2014,2157087,
1133,A005940,2015,2969420,
1134,A005940,2016,2843164,
1135,A005940,2017,4080102,
1136,A005940,2018,3838639,
1137,A005940,2019,3740524,
1138,A005940,2020,3345230,
1139,A005940,2021,3932771,
1140,A005940,2022,3073642,
1141,A005940,2023,3610667,
1142,A005940,2024,4797989,
1143,A005940,2025,4920092,
1144,A029780,2012,4228850,
1145,A029780,2013,4333123,
1146,A029780,2014,5120963,
1147,A029780,2015,3574247,
1148,A029780,2016,4599598,
1149,A029780,2017,4588012,
1150,A029780,2018,4002925,
1151,A029780,2019,4472153,
1152,A029780,2020,3765414,
1153,A029780,2021,3649555,
1154,A029780,2022,3423630,
1155,A029780,2023,3748035,
1156,A029780,2024,4570633,
1157,A029780,2025,4645942,
1158,A034220,2012,11110177,7.32
1159,A034220,2013,9070628,7.87
1160,A034220,2014,12040498,5.91
1161,A034220,2015,8784375,4.43
1162,A034220,2016,11253304,6.1
1163,A034220,2017,10698689,5.22
1164,A034220,2018,6458573,4.81
1165,A034220,2019,5814505,4.54
1166,A034220,2020,6637481,4.09
1167,A034220,2021,8802266,5.9
1168,A034220,2022,4454805,5.51
1169,A034220,2023,4558572,5.63
1170,A034220,2024,4565000,
1171,A034220,2025,4495000,
1172,A141080,2012,,5.63
1173,A141080,2013,136267,12.68
1174,A141080,2014,132455,11.62
1175,A141080,2015,225664,10.86
1176,A141080,2016,352416,11.91
1177,A141080,2017,400672,11.37
1178,A141080,2018,600446,11.15
1179,A141080,2019,566118,9.2
1180,A141080,2020,1660235,9.41
1181,A141080,2021,1352308,8.67
1182,A141080,2022,1092804,10.59
1183,A141080,2023,1783752,7.55
1184,A141080,2024,3990527,
1185,A141080,2025,4378596,
1186,A032640,2012,3405569,3.45
1187,A032640,2013,4693572,3.56
1188,A032640,2014,5021031,3.76
1189,A032640,2015,4540758,3.67
1190,A032640,2016,4999200,3.69
1191,A032640,2017,6112559,3.59
1192,A032640,2018,7706191,3.54
1193,A032640,2019,6199881,2.12
1194,A032640,2020,5130183,3.68
1195,A032640,2021,5937915,3.29
1196,A032640,2022,4824556,4.18
1197,A032640,2023,4466534,3.84
1198,A032640,2024,4510195,
1199,A032640,2025,4309354,
1200,A454910,2012,,
1201,A454910,2013,,
1202,A454910,2014,,
1203,A454910,2015,,
1204,A454910,2016,,
1205,A454910,2017,,
1206,A454910,2018,,
1207,A454910,2019,,30.63
1208,A454910,2020,,10.5
1209,A454910,2021,,12.17
1210,A454910,2022,,17.93
1211,A454910,2023,7525600,16.53
1212,A454910,2024,3390085,
1213,A454910,2025,4148479,
1214,A071050,2012,2627093,
1215,A071050,2013,2371160,
1216,A071050,2014,2844481,
1217,A071050,2015,2950152,
1218,A071050,2016,2472881,
1219,A071050,2017,4057455,
1220,A071050,2018,3520443,
1221,A071050,2019,4294083,
1222,A071050,2020,4774352,
1223,A071050,2021,4877874,
1224,A071050,2022,3222686,
1225,A071050,2023,3671130,
1226,A071050,2024,4283750,
1227,A071050,2025,4604889,
1228,A000250,2012,55400,8.35
1229,A000250,2013,92200,10.56
1230,A000250,2014,206318,11.22
1231,A000250,2015,194957,8.64
1232,A000250,2016,257406,8.67
1233,A000250,2017,341535,8.6
1234,A000250,2018,840021,12.31
1235,A000250,2019,786967,10.25
1236,A000250,2020,1869256,10.1
1237,A000250,2021,986995,8.55
1238,A000250,2022,997240,11.2
1239,A000250,2023,1813263,11.46
1240,A000250,2024,3483435,
1241,A000250,2025,4058143,
1242,A016360,2012,4142786,
1243,A016360,2013,3366969,
1244,A016360,2014,3405187,
1245,A016360,2015,3191168,
1246,A016360,2016,2422995,
1247,A016360,2017,3268380,
1248,A016360,2018,2812950,
1249,A016360,2019,3446980,
1250,A016360,2020,3612185,
1251,A016360,2021,4009570,
1252,A016360,2022,2808485,
1253,A016360,2023,3438050,
1254,A016360,2024,3884550,
1255,A016360,2025,3973850,
1256,A302440,2012,,
1257,A302440,2013,,
1258,A302440,2014,,
1259,A302440,2015,,
1260,A302440,2016,,
1261,A302440,2017,,
1262,A302440,2018,,0
1263,A302440,2019,,2.53
1264,A302440,2020,,2.96
1265,A302440,2021,17212500,2.49
1266,A302440,2022,5643627,13.21
1267,A302440,2023,5528451,10.03
1268,A302440,2024,3948704,
1269,A302440,2025,3866439,
1270,A251270,2012,,9.85
1271,A251270,2013,,7.36
1272,A251270,2014,,
1273,A251270,2015,,1.65
1274,A251270,2016,,1.2
1275,A251270,2017,16027474,7.05
1276,A251270,2018,9507144,9.54
1277,A251270,2019,7922798,7.15
1278,A251270,2020,11288657,4.8
1279,A251270,2021,10744188,6.04
1280,A251270,2022,5191592,8.19
1281,A251270,2023,4993898,9.82
1282,A251270,2024,4443796,
1283,A251270,2025,3781954,
1284,A036570,2012,3295586,9.07
1285,A036570,2013,5445805,6.88
1286,A036570,2014,3991082,9.3
1287,A036570,2015,4670882,7.57
1288,A036570,2016,5427433,5.74
1289,A036570,2017,9817712,5.86
1290,A036570,2018,10234554,5.87
1291,A036570,2019,11877126,3.93
1292,A036570,2020,20439194,5.97
1293,A036570,2021,14116436,5.74
1294,A036570,2022,9835402,10.25
1295,A036570,2023,5279942,7.38
1296,A036570,2024,4019781,
1297,A036570,2025,3798046,
1298,A271560,2012,,
1299,A271560,2013,,
1300,A271560,2014,,
1301,A271560,2015,,
1302,A271560,2016,,
1303,A271560,2017,4131251,3.62
1304,A271560,2018,4744075,6.22
1305,A271560,2019,4171062,6.36
1306,A271560,2020,4902480,4.79
1307,A271560,2021,4091990,6.56
1308,A271560,2022,5060625,6.34
1309,A271560,2023,4590145,5.79
1310,A271560,2024,4048500,
1311,A271560,2025,3882448,
1312,A006260,2012,3036460,8.84
1313,A006260,2013,2604980,9.48
1314,A006260,2014,1748460,6.43
1315,A006260,2015,1299270,7.96
1316,A006260,2016,1909460,7.75
1317,A006260,2017,2334500,7.24
1318,A006260,2018,1581020,9.33
1319,A006260,2019,1539160,9
1320,A006260,2020,2299080,6.97
1321,A006260,2021,1742020,7.85
1322,A006260,2022,2244340,6.82
1323,A006260,2023,3001040,8.85
1324,A006260,2024,3036460,
1325,A006260,2025,3892980,
1326,A138930,2012,2552615,
1327,A138930,2013,3094078,
1328,A138930,2014,3398509,
1329,A138930,2015,2744375,
1330,A138930,2016,2829118,
1331,A138930,2017,3070310,
1332,A138930,2018,2389105,
1333,A138930,2019,2496664,
1334,A138930,2020,1851312,
1335,A138930,2021,2737856,
1336,A138930,2022,2118579,
1337,A138930,2023,2299711,
1338,A138930,2024,3313316,
1339,A138930,2025,3800380,
1340,A307950,2012,,7.86
1341,A307950,2013,,10.71
1342,A307950,2014,,
1343,A307950,2015,,
1344,A307950,2016,,
1345,A307950,2017,,
1346,A307950,2018,,
1347,A307950,2019,1058400,8.38
1348,A307950,2020,2593500,8.5
1349,A307950,2021,3784510,9.07
1350,A307950,2022,2618990,9.51
1351,A307950,2023,5800172,9.79
1352,A307950,2024,3458164,
1353,A307950,2025,3776282,
1354,A011070,2012,1660053,8.4
1355,A011070,2013,1688308,7.48
1356,A011070,2014,2662550,4.09
1357,A011070,2015,2331210,7.88
1358,A011070,2016,2092172,7.04
1359,A011070,2017,3408063,9.23
1360,A011070,2018,2044838,6.45
1361,A011070,2019,3313395,7.81
1362,A011070,2020,4319247,8.11
1363,A011070,2021,8614827,7.6
1364,A011070,2022,5975945,9.97
1365,A011070,2023,5668272,7.59
1366,A011070,2024,3834071,
1367,A011070,2025,3554799,
1368,A175330,2012,,
1369,A175330,2013,604355,
1370,A175330,2014,770409,
1371,A175330,2015,854917,
1372,A175330,2016,898440,
1373,A175330,2017,943517,
1374,A175330,2018,1122802,
1375,A175330,2019,1081436,
1376,A175330,2020,1110984,
1377,A175330,2021,1644807,
1378,A175330,2022,1554195,
1379,A175330,2023,2243635,
1380,A175330,2024,3175954,
1381,A175330,2025,3786565,
1382,A097950,2012,4743189,4.26
1383,A097950,2013,3753478,6.07
1384,A097950,2014,4242596,4.94
1385,A097950,2015,5257264,5.45
1386,A097950,2016,4935025,4.14
1387,A097950,2017,5022469,4.37
1388,A097950,2018,5141337,4.66
1389,A097950,2019,3945872,4.51
1390,A097950,2020,5957990,5.82
1391,A097950,2021,6069116,5.37
1392,A097950,2022,5951790,4.86
1393,A097950,2023,5055565,4.75
1394,A097950,2024,4014664,
1395,A097950,2025,3696402,
1396,A028050,2012,6620000,12.03
1397,A028050,2013,2640000,10.88
1398,A028050,2014,1516000,10.54
1399,A028050,2015,2851800,6.81
1400,A028050,2016,2018800,7.07
1401,A028050,2017,2430400,6.77
1402,A028050,2018,3449600,8.62
1403,A028050,2019,3763200,5.29
1404,A028050,2020,2597000,9.68
1405,A028050,2021,4488400,7.41
1406,A028050,2022,4361000,9.44
1407,A028050,2023,5684000,9.24
1408,A028050,2024,3243800,
1409,A028050,2025,3418240,
1410,A035250,2012,6257760,4.82
1411,A035250,2013,6621458,6.73
1412,A035250,2014,6503791,7.15
1413,A035250,2015,8215315,6.31
1414,A035250,2016,7648373,5.48
1415,A035250,2017,7445129,4.14
1416,A035250,2018,6846096,4.24
1417,A035250,2019,6332639,4.48
1418,A035250,2020,5027602,7.32
1419,A035250,2021,5145269,6.01
1420,A035250,2022,4963420,8.08
1421,A035250,2023,3423048,6.99
1422,A035250,2024,3416630,
1423,A035250,2025,3544994,
1424,A078930,2012,6730333,9.84
1425,A078930,2013,5375811,9.64
1426,A078930,2014,3767572,5.92
1427,A078930,2015,4770512,7.11
1428,A078930,2016,5087852,6.58
1429,A078930,2017,5852336,5
1430,A078930,2018,4858242,6.59
1431,A078930,2019,4860919,6.68
1432,A078930,2020,3543231,6.27
1433,A078930,2021,3695460,6.26
1434,A078930,2022,4130557,7.08
1435,A078930,2023,3861815,5.73
1436,A078930,2024,3717345,
1437,A078930,2025,3572613,
1438,A462870,2012,,
1439,A462870,2013,,
1440,A462870,2014,,
1441,A462870,2015,,
1442,A462870,2016,,
1443,A462870,2017,,
1444,A462870,2018,,0
1445,A462870,2019,,
1446,A462870,2020,,
1447,A462870,2021,,
1448,A462870,2022,,N/A(IFRS)
1449,A462870,2023,,5.28
1450,A462870,2024,3698421,
1451,A462870,2025,3418415,
1452,A214150,2012,,
1453,A214150,2013,,
1454,A214150,2014,,
1455,A214150,2015,11055,2.13
1456,A214150,2016,10973,1.19
1457,A214150,2017,251870,2.08
1458,A214150,2018,253160,6.15
1459,A214150,2019,910756,6.16
1460,A214150,2020,996521,8.13
1461,A214150,2021,1216677,6.29
1462,A214150,2022,1191891,8.87
1463,A214150,2023,2445321,6.31
1464,A214150,2024,3121345,
1465,A214150,2025,3570058,
1466,A377300,2012,,
1467,A377300,2013,,
1468,A377300,2014,,
1469,A377300,2015,,
1470,A377300,2016,,
1471,A377300,2017,,
1472,A377300,2018,,
1473,A377300,2019,,5.73
1474,A377300,2020,,3.46
1475,A377300,2021,23013597,5.14
1476,A377300,2022,7208753,15.42
1477,A377300,2023,6619268,14.19
1478,A377300,2024,3534162,
1479,A377300,2025,3399527,
1480,A009830,2012,2582473,7.46
1481,A009830,2013,3032639,5.98
1482,A009830,2014,1918472,7.1
1483,A009830,2015,4423241,8.08
1484,A009830,2016,4085175,8.5
1485,A009830,2017,5226461,7.31
1486,A009830,2018,3308090,8.45
1487,A009830,2019,3057538,6.55
1488,A009830,2020,7728754,7.52
1489,A009830,2021,6831853,6.27
1490,A009830,2022,8277016,7.73
1491,A009830,2023,6856972,7.72
1492,A009830,2024,2809306,
1493,A009830,2025,3353253,
1494,A036460,2012,5804067,3.04
1495,A036460,2013,6148046,
1496,A036460,2014,4574109,5.26
1497,A036460,2015,3401734,
1498,A036460,2016,4472565,4.04
1499,A036460,2017,3927918,5.07
1500,A036460,2018,4449487,4.56
1501,A036460,2019,3494047,2.36
1502,A036460,2020,2852472,
1503,A036460,2021,3609438,2.6
1504,A036460,2022,3341731,2.25
1505,A036460,2023,2280131,3.47
1506,A036460,2024,3203261,
1507,A036460,2025,3180183,
1508,A058470,2012,283989,5.4
1509,A058470,2013,355147,7.38
1510,A058470,2014,583783,8.03
1511,A058470,2015,714867,4.88
1512,A058470,2016,660757,3.89
1513,A058470,2017,876436,4.61
1514,A058470,2018,717154,4.96
1515,A058470,2019,980084,6.04
1516,A058470,2020,2057720,5.08
1517,A058470,2021,3022562,6.29
1518,A058470,2022,2370189,8.34
1519,A058470,2023,3086580,6.34
1520,A058470,2024,2920438,
1521,A058470,2025,3269488,
1522,A066970,2012,98657,22.89
1523,A066970,2013,81132,7.41
1524,A066970,2014,78147,8.89
1525,A066970,2015,136117,5.55
1526,A066970,2016,346607,6.26
1527,A066970,2017,1051935,8.54
1528,A066970,2018,901179,8.13
1529,A066970,2019,543454,8.46
1530,A066970,2020,2006199,8.06
1531,A066970,2021,7741803,9.35
1532,A066970,2022,6249178,10.52
1533,A066970,2023,7394556,12.68
1534,A066970,2024,2940071,
1535,A066970,2025,3139706,
1536,A128940,2012,997874,4.8
1537,A128940,2013,1053407,4.83
1538,A128940,2014,1043553,8.08
1539,A128940,2015,7596761,9.26
1540,A128940,2016,3187926,9.8
1541,A128940,2017,6649244,8.56
1542,A128940,2018,5388053,7.3
1543,A128940,2019,3511458,5.19
1544,A128940,2020,4426690,5.67
1545,A128940,2021,3399760,6.03
1546,A128940,2022,3743523,8.26
1547,A128940,2023,4515874,6.86
1548,A128940,2024,3593483,
1549,A128940,2025,3157909,
1550,A000720,2012,7797761,9.92
1551,A000720,2013,6762488,8.02
1552,A000720,2014,4691335,7.58
1553,A000720,2015,3183235,9.49
1554,A000720,2016,4770693,9.5
