NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
1653,한국금융지주,071050,미공개,미공개,B+,미공개,2018,,,,
1652,한국금융지주,071050,B,미공개,B+,B+,2019,,,,
1651,한국금융지주,071050,B,D,B+,B+,2020,,,,
1650,한국금융지주,071050,B+,C,A,B+,2021,,,,
1649,한국금융지주,071050,B,D,B+,B+,2022,,,,
1648,한국금융지주,071050,B+,C,B+,B+,2023,,,,
1647,한국금융지주,071050,B+,B+,B+,B+,2024,,,,
1646,한국기업평가,034950,B,D,B,B+,2021,,,,
1645,한국내화,010040,미공개,미공개,미공개,미공개,2012,,,,
1644,한국내화,010040,미공개,미공개,미공개,B,2013,,,,
1643,한국내화,010040,미공개,미공개,미공개,C,2014,,,,
1642,한국내화,010040,미공개,미공개,미공개,B,2015,,,,
1641,한국내화,010040,미공개,미공개,미공개,C,2016,,,,
1640,한국내화,010040,미공개,미공개,미공개,C,2017,,,,
1639,한국내화,010040,미공개,미공개,미공개,D,2018,,,,
1638,한국내화,010040,미공개,미공개,미공개,D,2019,,,,
1637,한국내화,010040,C,C,B,D,2020,,,,
1636,한국내화,010040,B,B,B,B,2021,,,,
1635,한국내화,010040,C,C,B+,D,2022,,,,
1634,한국내화,010040,C,B+,B+,D,2023,,,,
1633,한국내화,010040,B+,B+,A,B,2024,,,,
1632,한국단자공업,025540,미공개,미공개,미공개,미공개,2012,,,,
1631,한국단자공업,025540,미공개,미공개,미공개,B,2013,,,,
1630,한국단자공업,025540,미공개,미공개,미공개,B,2014,,,,
1629,한국단자공업,025540,미공개,미공개,미공개,B,2015,,,,
1628,한국단자공업,025540,미공개,미공개,미공개,B,2016,,,,
1627,한국단자공업,025540,미공개,미공개,미공개,B+,2017,,,,
1626,한국단자공업,025540,미공개,미공개,미공개,B,2018,,,,
1625,한국단자공업,025540,미공개,미공개,미공개,C,2019,,,,
1624,한국단자공업,025540,C,C,B,B,2020,,,,
1623,한국단자공업,025540,C,C,C,B+,2021,,,,
1622,한국단자공업,025540,D,D,C,C,2022,,,,
1621,한국단자공업,025540,C,C,B,C,2023,,,,
1620,한국단자공업,025540,C,C,C,C,2024,,,,
1619,한국무브넥스,010100,C,C,C,C,2023,,,,
1618,한국무브넥스,010100,C,B,C,C,2024,,,,
1617,한국비엔씨,256840,D,D,D,C,2022,,,,
1616,한국비엔씨,256840,D,D,D,D,2023,,,,
1615,한국석유공업,004090,미공개,미공개,미공개,미공개,2012,,,,
1614,한국석유공업,004090,미공개,미공개,미공개,B,2013,,,,
1613,한국석유공업,004090,미공개,미공개,미공개,B,2014,,,,
1612,한국석유공업,004090,미공개,미공개,미공개,B,2015,,,,
1611,한국석유공업,004090,미공개,미공개,미공개,B,2016,,,,
1610,한국석유공업,004090,미공개,미공개,미공개,B,2017,,,,
1609,한국석유공업,004090,미공개,미공개,미공개,C,2018,,,,
1608,한국석유공업,004090,미공개,미공개,B,B,2019,,,,
1607,한국석유공업,004090,C,C,C,B,2020,,,,
1606,한국석유공업,004090,B+,B,B+,B+,2021,,,,
1605,한국석유공업,004090,B,D,B,B+,2022,,,,
1604,한국석유공업,004090,B+,B+,B+,B+,2023,,,,
1603,한국석유공업,004090,B+,B+,B+,A,2024,,,,
1602,한국수출포장공업,002200,미공개,B+,미공개,미공개,2012,,,,
1601,한국수출포장공업,002200,미공개,B+,미공개,B,2013,,,,
1600,한국수출포장공업,002200,미공개,B+,미공개,B,2014,,,,
1599,한국수출포장공업,002200,미공개,B+,미공개,B,2015,,,,
1598,한국수출포장공업,002200,미공개,B+,미공개,B,2016,,,사회 등급조정(2016.8),
1597,한국수출포장공업,002200,미공개,B+,미공개,B,2017,,,,
1596,한국수출포장공업,002200,미공개,B+,미공개,B,2018,,,,
1595,한국수출포장공업,002200,미공개,B+,미공개,C,2019,,,,
1594,한국수출포장공업,002200,B,B,C,B,2020,,,,
1593,한국수출포장공업,002200,B,B,C,B+,2021,,,,
1592,한국수출포장공업,002200,D,C,D,D,2022,,,,
1591,한국수출포장공업,002200,D,C,D,D,2023,,,,
1590,한국수출포장공업,002200,C,C,D,C,2024,,,,
1589,한국쉘석유,002960,B+,B+,B+,미공개,2012,,,,
1588,한국쉘석유,002960,B+,B+,B+,B+,2013,,,,
1587,한국쉘석유,002960,B+,B+,B+,B+,2014,,,,
1586,한국쉘석유,002960,B+,미공개,B+,B+,2015,,,,
1585,한국쉘석유,002960,미공개,미공개,미공개,B+,2016,,,,
1584,한국쉘석유,002960,미공개,미공개,미공개,B+,2017,,,,
1583,한국쉘석유,002960,미공개,미공개,미공개,B+,2018,,,,
1582,한국쉘석유,002960,미공개,미공개,미공개,B+,2019,,,,
1581,한국쉘석유,002960,B,C,B+,B,2020,,,,
1580,한국쉘석유,002960,B,C,B+,B+,2021,,,,
1579,한국쉘석유,002960,C,C,C,B,2022,,,,
1578,한국쉘석유,002960,C,C,C,B+,2023,,,,
1577,한국쉘석유,002960,D,D,D,C,2024,,,,
1576,한국스탠다드차타드은행,000110,등급없음,등급없음,등급없음,A+,2019,,,,
1575,한국스탠다드차타드은행,000110,등급없음,등급없음,등급없음,A+,2020,,,,
1574,한국스탠다드차타드은행,000110,등급없음,등급없음,등급없음,A+,2021,,,,
1573,한국스탠다드차타드은행,000110,등급없음,등급없음,등급없음,A+,2022,,,,
1572,한국스탠다드차타드은행,000110,등급없음,등급없음,등급없음,A+,2023,,,,
1571,한국스탠다드차타드은행,000110,등급없음,등급없음,등급없음,A+,2024,,,,
1570,한국씨티은행,016830,등급없음,등급없음,등급없음,B+,2020,,,,
1569,한국씨티은행,016830,등급없음,등급없음,등급없음,B+,2021,,,,
1568,한국씨티은행,016830,등급없음,등급없음,등급없음,B,2022,,,,
1567,한국씨티은행,016830,등급없음,등급없음,등급없음,B+,2023,,,,
1566,한국씨티은행,016830,등급없음,등급없음,등급없음,B+,2024,,,,
1565,한국아트라스비엑스,023890,B+,B,B,B+,2020,,,,
1564,한국앤컴퍼니,000240,A,B+,A+,B+,2021,,,,
1563,한국앤컴퍼니,000240,B,C,B,B+,2022,,,,
1562,한국앤컴퍼니,000240,B+,B+,A,B+,2023,,,,
1561,한국앤컴퍼니,000240,B+,B+,A,B,2024,,,,
1560,한국유리공업,002000,미공개,미공개,미공개,C,2013,,,,
1559,한국유리공업,002000,미공개,미공개,미공개,C,2014,,,,
1558,한국유리공업,002000,미공개,B+,미공개,D,2015,,,,
1557,한국유리공업,002000,미공개,B+,미공개,C,2016,,,,
1556,한국유리공업,002000,미공개,B+,미공개,C,2017,,,,
1555,한국유리공업,002000,미공개,B+,미공개,C,2018,,,,
1554,한국자산신탁,123890,미공개,미공개,미공개,B+,2017,,,,
1553,한국자산신탁,123890,미공개,미공개,미공개,미공개,2018,,,,
1552,한국자산신탁,123890,미공개,미공개,미공개,C,2019,,,,
1551,한국자산신탁,123890,C,D,B,C,2020,,,,
1550,한국자산신탁,123890,C,C,B+,C,2021,,,,
1549,한국자산신탁,123890,C,C,D,B,2022,,,,
1548,한국자산신탁,123890,C,C,C,B,2023,,,,
1547,한국자산신탁,123890,C,C,D,C,2024,,,,
1546,한국전력공사,015760,A,A,A,B+,2012,,,,
1545,한국전력공사,015760,A,A,A,B+,2013,,,,
1544,한국전력공사,015760,A,A,B+,A,2014,,,,
1543,한국전력공사,015760,B+,B+,B+,B+,2015,,,,
1542,한국전력공사,015760,B+,B+,A+,C,2016,,환경 등급조정(2017.2),,지배구조 등급조정(2017.2)
1541,한국전력공사,015760,B+,B+,A,B+,2017,,,,
1540,한국전력공사,015760,B+,A,B+,B+,2018,통합 등급조정(2019.4),,사회 등급조정(2019.4),
1539,한국전력공사,015760,B+,B,B+,B+,2019,,환경 등급조정(2020.1),,
1538,한국전력공사,015760,A,B+,A,A,2020,,,,
1537,한국전력공사,015760,B+,B+,B+,B+,2021,,,,지배구조 등급조정(2022.07)
1536,한국전력공사,015760,B,B,B,B+,2022,,,사회 등급조정(2022.11),
1535,한국전력공사,015760,B+,B,A,A,2023,,,,
1534,한국전력공사,015760,B,C,D,A,2024,,,,
1533,한국전자홀딩스,006200,미공개,미공개,미공개,미공개,2012,,,,
1532,한국전자홀딩스,006200,미공개,미공개,미공개,C,2013,,,,
1531,한국전자홀딩스,006200,미공개,미공개,미공개,C,2014,,,,
1530,한국전자홀딩스,006200,미공개,미공개,미공개,B,2015,,,,
1529,한국전자홀딩스,006200,미공개,미공개,미공개,B,2016,,,,
1528,한국전자홀딩스,006200,미공개,미공개,미공개,C,2017,,,,
1527,한국전자홀딩스,006200,미공개,미공개,미공개,C,2018,,,,
1526,한국전자홀딩스,006200,B,미공개,B,B,2019,,,,
1525,한국전자홀딩스,006200,C,C,B,C,2020,,,,
1524,한국전자홀딩스,006200,B,B,B+,B,2021,,,,
1523,한국전자홀딩스,006200,D,C,D,D,2022,,,,
1522,한국전자홀딩스,006200,D,C,C,D,2023,,,,
1521,한국전자홀딩스,006200,D,C,D,D,2024,,,,
1520,한국정보인증,053300,B,D,B+,B,2020,,,,
1519,한국정보인증,053300,B,D,B+,B,2021,,,,
1518,한국정보인증,053300,C,D,C,C,2022,,,,
1517,한국정보인증,053300,D,D,C,D,2023,,,,
1516,한국정보인증,053300,D,D,C,D,2024,,,,
1515,한국정보통신,025770,미공개,미공개,미공개,B,2019,,,,
1514,한국정보통신,025770,C,D,D,B,2024,,,,
1513,한국제지,002300,미공개,B+,미공개,미공개,2012,,,,
1512,한국제지,002300,미공개,B+,미공개,B,2013,,,,
1511,한국제지,002300,미공개,B+,미공개,B,2014,,,,
1510,한국제지,002300,미공개,B+,미공개,C,2015,,,,
1509,한국제지,002300,미공개,B+,미공개,B,2016,,,,
1508,한국제지,002300,B+,B+,B+,B,2017,,,,
1507,한국제지,002300,B+,B+,B+,B,2018,,,,
1506,한국제지,002300,B+,B+,B+,B,2019,,,,
1505,한국제지,027970,C,C,C,C,2023,,,,
1504,한국제지,027970,C,C,C,C,2024,,,,
1503,한국조선해양,009540,B+,B+,C,A,2020,통합 등급조정(2020.10),,"사회 등급조정(2020.10, 2021.4, 2021.7)",
1502,한국조선해양,009540,A,A,B+,A,2021,,,사회 등급조정(2021.10),
1501,한국조선해양,009540,B+,B+,A,B+,2022,,,,
1500,한국종합기술,023350,미공개,미공개,미공개,B,2013,,,,
1499,한국종합기술,023350,미공개,미공개,미공개,B,2014,,,,
1498,한국종합기술,023350,미공개,미공개,미공개,B,2015,,,,
1497,한국종합기술,023350,미공개,미공개,미공개,B+,2016,,,,
1496,한국종합기술,023350,미공개,미공개,미공개,B+,2017,,,,
1495,한국종합기술,023350,미공개,B+,미공개,B,2018,,,,
1494,한국종합기술,023350,B,B,미공개,B+,2019,,,,
1493,한국종합기술,023350,B,B,C,B,2020,,,,
1492,한국종합기술,023350,B,B,C,B+,2021,,,,
1491,한국종합기술,023350,C,D,C,B,2022,,,,
1490,한국종합기술,023350,C,C,C,B,2023,,,,
1489,한국종합기술,023350,B,C,B,B+,2024,,,,
1488,한국주강,025890,미공개,미공개,미공개,미공개,2012,,,,
1487,한국주강,025890,미공개,미공개,미공개,C,2013,,,,
1486,한국주강,025890,미공개,미공개,미공개,C,2014,,,,
1485,한국주강,025890,미공개,미공개,미공개,C,2015,,,,
1484,한국주강,025890,미공개,미공개,미공개,C,2016,,,,
1483,한국주강,025890,미공개,미공개,미공개,C,2017,,,,
1482,한국주강,025890,미공개,미공개,미공개,C,2018,,,,
1481,한국주강,025890,미공개,미공개,미공개,C,2019,,,,
1480,한국주강,025890,C,D,C,C,2020,,,,
1479,한국주강,025890,D,D,D,C,2021,,,,
1478,한국주강,025890,D,D,D,D,2022,,,,
1477,한국주강,025890,D,D,D,D,2023,,,,
1476,한국주강,025890,D,D,D,D,2024,,,,
1475,한국주철관공업,000970,미공개,미공개,미공개,미공개,2012,,,,
1474,한국주철관공업,000970,미공개,미공개,미공개,C,2013,,,,
1473,한국주철관공업,000970,미공개,미공개,미공개,B,2014,,,,
1472,한국주철관공업,000970,미공개,미공개,미공개,C,2015,,,,
1471,한국주철관공업,000970,미공개,미공개,미공개,C,2016,,,,
1470,한국주철관공업,000970,미공개,미공개,미공개,B,2017,,,,
1469,한국주철관공업,000970,미공개,미공개,미공개,D,2018,,,,
1468,한국주철관공업,000970,미공개,미공개,미공개,B,2019,,,,
1467,한국주철관공업,000970,C,C,C,B,2020,,,,
1466,한국주철관공업,000970,C,C,C,B,2021,,,,
1465,한국주철관공업,000970,D,C,C,D,2022,,,,
1464,한국주철관공업,000970,D,C,D,D,2023,,,,
1463,한국주철관공업,000970,D,C,D,D,2024,,,,
1462,한국철강,104700,B+,미공개,B+,B+,2012,,,,
1461,한국철강,104700,B+,B+,미공개,B+,2013,,,,
1460,한국철강,104700,B+,B+,미공개,B+,2014,,,,
1459,한국철강,104700,미공개,B+,미공개,B,2015,,,,
1458,한국철강,104700,미공개,B+,B+,C,2016,,,,
1457,한국철강,104700,B+,B+,B+,B,2017,,,,
1456,한국철강,104700,미공개,B+,미공개,B,2018,,,,
1455,한국철강,104700,B,B+,미공개,B+,2019,,,,
1454,한국철강,104700,C,B+,B,C,2020,,,,
1453,한국철강,104700,B,B,B,B+,2021,,,,
1452,한국철강,104700,C,C,D,B,2022,,,,
1451,한국철강,104700,C,C,D,B,2023,,,,
1450,한국철강,104700,C,C,D,C,2024,,,,
1449,한국카본,017960,미공개,B+,미공개,미공개,2012,,,,
1448,한국카본,017960,미공개,미공개,미공개,B,2013,,,,
1447,한국카본,017960,미공개,미공개,미공개,B,2014,,,,
1446,한국카본,017960,미공개,미공개,미공개,C,2015,,,,
1445,한국카본,017960,미공개,미공개,미공개,C,2016,,,,
1444,한국카본,017960,미공개,미공개,미공개,C,2017,,,,
1443,한국카본,017960,미공개,미공개,미공개,B,2018,,,,
1442,한국카본,017960,B,B,B,B,2019,,,,
1441,한국카본,017960,B+,B,B,B+,2020,,,,
1440,한국카본,017960,B,B,B+,B,2021,,,,
1439,한국카본,017960,C,B+,A,D,2022,,,,
1438,한국카본,017960,B,B+,B+,C,2023,,,,
1437,한국카본,017960,C,B+,B+,D,2024,,,,
1436,한국카카오은행,800197,등급없음,등급없음,등급없음,B+,2019,,,,
1435,한국카카오은행,800197,등급없음,등급없음,등급없음,A,2020,,,,
1434,한국카카오은행,800197,등급없음,등급없음,등급없음,B+,2021,,,,
1433,한국캐피탈,023760,미공개,미공개,미공개,D,2019,,,,
1432,한국캐피탈,023760,B,D,B,B,2020,,,,
1431,한국캐피탈,023760,C,D,D,B,2021,,,,
1430,한국캐피탈,023760,D,D,D,C,2022,,,,
1429,한국캐피탈,023760,D,D,D,C,2023,,,,
1428,한국캐피탈,023760,C,D,D,B,2024,,,,
1427,한국콜마,161890,미공개,미공개,미공개,C,2014,,,,
1426,한국콜마,161890,미공개,미공개,미공개,C,2015,,,,
1425,한국콜마,161890,미공개,미공개,미공개,C,2016,,,,
1424,한국콜마,161890,미공개,미공개,미공개,B,2017,,,,
1423,한국콜마,161890,미공개,B+,B+,D,2018,,,,
1422,한국콜마,161890,B,B,B,B,2019,,,,
1421,한국콜마,161890,B+,B,B+,B+,2020,,,,
1420,한국콜마,161890,B+,B+,A,B+,2021,,,,
1419,한국콜마,161890,B+,B+,B+,B+,2022,,,,
1418,한국콜마,161890,A,A,A+,A,2023,,,,
1417,한국콜마,161890,A,A,A+,A,2024,,,,
1416,한국콜마홀딩스,024720,미공개,미공개,미공개,미공개,2012,,,,
1415,한국콜마홀딩스,024720,미공개,미공개,미공개,C,2013,,,,
1414,한국콜마홀딩스,024720,미공개,미공개,미공개,C,2014,,,,
1413,한국콜마홀딩스,024720,미공개,미공개,미공개,B,2015,,,,
1412,한국콜마홀딩스,024720,미공개,미공개,미공개,B,2016,,,,
1411,한국콜마홀딩스,024720,미공개,미공개,미공개,C,2017,통합 등급조정(2017.8),,,지배구조 등급조정(2017.8)
1410,한국콜마홀딩스,024720,미공개,미공개,미공개,C,2018,,,,
1409,한국콜마홀딩스,024720,B+,B,B,B+,2019,,,,
1408,한국콜마홀딩스,024720,B,B,B,B,2020,,,,
1407,한국콜마홀딩스,024720,B+,B,B+,A,2021,,,,
1406,한국콜마홀딩스,024720,B+,B+,B+,B+,2022,,,,
1405,한국타이어,161390,A,A,A,B+,2014,,,,
1404,한국타이어,161390,A,A+,A,B+,2015,,,사회 등급조정(2015.8),
1403,한국타이어,161390,A,A+,A+,B+,2016,,,,
1402,한국타이어,161390,B+,A,미공개,B+,2017,,,,
1401,한국타이어,161390,B+,A,A+,B,2018,,,,
1400,한국타이어,161390,B+,A,A+,B,2019,통합 등급조정(2020.1),,,지배구조 등급조정(2020.1)
1399,한국타이어앤테크놀로지,161390,B+,A,A,B,2020,통합 등급조정(2020.10),,사회 등급조정(2021.4),지배구조 등급조정(2020.10)
1398,한국타이어앤테크놀로지,161390,B+,B+,A,B,2021,,,사회 등급조정(2021.10),
1397,한국타이어앤테크놀로지,161390,B,B,A,C,2022,통합 등급조정(2023.),환경 등급조정(2023.),,지배구조 등급조정(2023.)
1396,한국타이어앤테크놀로지,161390,B,B+,A+,D,2023,,환경 등급조정(2023.10.),,
1395,한국타이어앤테크놀로지,161390,C,B+,A,D,2024,,,,
1394,한국타이어월드와이드,000240,A,A,A,B+,2012,,,,
1393,한국타이어월드와이드,000240,A,A,A,B+,2013,,,,
1392,한국타이어월드와이드,000240,B+,B+,A,B+,2014,,,,
1391,한국타이어월드와이드,000240,B+,B+,A,B,2015,,,,
1390,한국타이어월드와이드,000240,A,B+,A+,A,2016,,,,
1389,한국타이어월드와이드,000240,B+,미공개,A,B+,2017,,,,
1388,한국타이어월드와이드,000240,미공개,미공개,A,C,2018,,,,
1387,한국테크놀로지그룹,000240,B+,B+,A+,B,2019,통합 등급조정(2020.1),,,지배구조 등급조정(2020.1)
1386,한국테크놀로지그룹,000240,B,B+,B+,B,2020,통합 등급조정(2020.10),,,지배구조 등급조정(2020.10)
1385,한국토지신탁,034830,미공개,미공개,B+,B+,2017,,,,
1384,한국토지신탁,034830,미공개,미공개,미공개,미공개,2018,,,,
1383,한국토지신탁,034830,미공개,미공개,미공개,C,2019,,,,
1382,한국토지신탁,034830,C,D,B,C,2020,,,,
1381,한국토지신탁,034830,C,D,C,C,2021,,,,
1380,한국토지신탁,034830,C,D,C,C,2022,,,,
1379,한국토지신탁,034830,C,D,C,B,2023,,,,
1378,한국토지신탁,034830,D,D,C,D,2024,통합 등급조정(2024.10.),,,지배구조 등급조정(2024.10.)
1377,한국투자증권,804504,등급없음,등급없음,등급없음,B,2019,,,,
1376,한국투자증권,804504,등급없음,등급없음,등급없음,B+,2020,,,,
1375,한국투자증권,804504,등급없음,등급없음,등급없음,B,2021,,,,지배구조 등급조정(2022.07)
1374,한국투자증권,804504,등급없음,등급없음,등급없음,B,2022,,,,지배구조 등급조정(2022.11)
1373,한국투자증권,804504,등급없음,등급없음,등급없음,B,2023,,,,
1372,한국투자증권,804504,등급없음,등급없음,등급없음,B+,2024,,,,
1371,한국투자캐피탈,833339,등급없음,등급없음,등급없음,B,2024,,,,
1370,한국특강,007280,B,B,B,B,2020,,,,
1369,한국특강,007280,C,C,B,B,2021,통합 등급조정(2022.01),,,지배구조 등급조정(2022.01)
1368,한국특강,007280,D,C,C,D,2022,,,,
1367,한국특강,007280,C,C,C,C,2023,,,,
1366,한국특강,007280,C,C,C,C,2024,,,,
1365,한국특수형강,007280,미공개,미공개,미공개,미공개,2012,,,,
1364,한국특수형강,007280,미공개,미공개,미공개,B,2013,,,,
1363,한국특수형강,007280,미공개,미공개,미공개,B,2014,,,,
1362,한국특수형강,007280,미공개,미공개,미공개,B,2015,,,,
1361,한국특수형강,007280,미공개,미공개,미공개,C,2016,,,,
1360,한국프랜지공업,010100,미공개,미공개,미공개,미공개,2012,,,,
1359,한국프랜지공업,010100,미공개,미공개,미공개,C,2013,,,,
1358,한국프랜지공업,010100,미공개,미공개,미공개,C,2014,,,,
1357,한국프랜지공업,010100,미공개,미공개,미공개,C,2015,,,,
1356,한국프랜지공업,010100,미공개,미공개,미공개,C,2016,,,,
1355,한국프랜지공업,010100,미공개,B+,미공개,B,2017,,,,
1354,한국프랜지공업,010100,미공개,B+,미공개,C,2018,,,,
1353,한국프랜지공업,010100,미공개,B,B,C,2019,,,,
1352,한국프랜지공업,010100,C,B,B+,C,2020,,,,
1351,한국프랜지공업,010100,B,B,B+,B,2021,,,,
1350,한국프랜지공업,010100,D,D,C,C,2022,,,,
1349,한국항공우주,047810,미공개,미공개,미공개,미공개,2012,,,,
1348,한국항공우주,047810,B+,미공개,B+,B+,2013,,,,
1347,한국항공우주,047810,B+,B+,미공개,B+,2014,,,,
1346,한국항공우주,047810,미공개,B+,미공개,B,2015,,,,
1345,한국항공우주,047810,미공개,B+,미공개,B,2016,,,,
1344,한국항공우주,047810,미공개,B+,미공개,B,2017,통합 등급조정(2018.3),,사회 등급조정(2017.8),지배구조 등급조정(2018.3)
1343,한국항공우주,047810,A,B+,A+,B+,2018,,,,지배구조 등급조정(2018.7)
1342,한국항공우주,047810,A,B+,A+,A,2019,,,,
1341,한국항공우주,047810,A,A,A+,B+,2020,,,,지배구조 등급조정(2021.4)
1340,한국항공우주,047810,A,A,A+,B+,2021,,,,지배구조 등급조정(2021.10)
1339,한국항공우주,047810,C,B,A,D,2022,통합 등급조정(2023.07),,,지배구조 등급조정(2023.07)
1338,한국항공우주,047810,B+,B+,A,B+,2023,통합 등급조정(2023.10.),,,지배구조 등급조정(2023.10.)
1337,한국항공우주,047810,A,A,A,B+,2024,,,,
1336,한국화장품,123690,미공개,미공개,미공개,미공개,2012,,,,
1335,한국화장품,123690,미공개,미공개,미공개,B,2013,,,,
1334,한국화장품,123690,미공개,미공개,미공개,C,2014,,,,
1333,한국화장품,123690,미공개,미공개,미공개,C,2015,,,,
1332,한국화장품,123690,미공개,미공개,미공개,C,2016,,,,
1331,한국화장품,123690,미공개,미공개,미공개,B,2017,,,,
1330,한국화장품,123690,미공개,미공개,미공개,B,2018,,,,
1329,한국화장품,123690,B,미공개,B,B,2019,,,,
1328,한국화장품,123690,B,D,B+,B,2020,,,,
1327,한국화장품,123690,B,D,B,B,2021,,,,
1326,한국화장품,123690,C,D,C,C,2022,,,,
1325,한국화장품,123690,D,D,C,D,2023,,,,
1324,한국화장품,123690,D,D,D,D,2024,,,,
1323,한국화장품제조,003350,미공개,미공개,미공개,미공개,2012,,,,
1322,한국화장품제조,003350,미공개,미공개,미공개,C,2013,,,,
1321,한국화장품제조,003350,미공개,미공개,미공개,B,2014,,,,
1320,한국화장품제조,003350,미공개,미공개,미공개,B,2015,,,,
1319,한국화장품제조,003350,미공개,미공개,미공개,B,2016,,,,
1318,한국화장품제조,003350,미공개,미공개,미공개,B,2017,,,,
1317,한국화장품제조,003350,미공개,미공개,미공개,C,2018,,,,
1316,한국화장품제조,003350,미공개,미공개,B,C,2019,,,,
1315,한국화장품제조,003350,C,D,B,B,2020,,,,
1314,한국화장품제조,003350,C,C,B,B,2021,,,,
1313,한국화장품제조,003350,D,D,C,C,2022,,,,
1312,한국화장품제조,003350,D,D,C,D,2023,,,,
1311,한국화장품제조,003350,D,D,C,D,2024,,,,
1310,한글과컴퓨터,030520,C,D,D,B,2023,,,,
1309,한글과컴퓨터,030520,D,D,D,C,2024,,,,
1308,한농화성,011500,미공개,미공개,미공개,미공개,2012,,,,
1307,한농화성,011500,미공개,미공개,미공개,B,2013,,,,
1306,한농화성,011500,미공개,미공개,미공개,B,2014,,,,
1305,한농화성,011500,미공개,미공개,미공개,B,2015,,,,
1304,한농화성,011500,미공개,미공개,미공개,B,2016,,,,
1303,한농화성,011500,미공개,미공개,미공개,B,2017,,,,
1302,한농화성,011500,미공개,미공개,미공개,B,2018,,,,
1301,한농화성,011500,B,B,미공개,B,2019,,,,
1300,한농화성,011500,C,C,C,B,2020,,,,
1299,한농화성,011500,C,C,B,B,2021,,,,
1298,한농화성,011500,D,D,D,D,2022,,,,
1297,한농화성,011500,D,C,C,D,2023,,,,
1296,한농화성,011500,D,C,D,D,2024,,,,
1295,한독,002390,B+,B+,B+,B+,2012,,,,
1294,한독,002390,B+,B+,미공개,B+,2013,,,,
1293,한독,002390,B+,B+,미공개,B+,2014,,,,
1292,한독,002390,미공개,미공개,B+,B,2015,,,,
1291,한독,002390,B+,B+,B+,B,2016,,,,
1290,한독,002390,B+,B+,미공개,B+,2017,,,,
1289,한독,002390,B+,B+,B+,B+,2018,,,,
1288,한독,002390,B+,B+,B+,B+,2019,,,,
1287,한독,002390,B+,B+,B+,B,2020,,,,
1286,한독,002390,A,B+,A,A,2021,,,,
1285,한독,002390,B+,B,A,B+,2022,,,,
1284,한독,002390,A,A,A+,B+,2023,,,,
1283,한독,002390,A,A,A+,B+,2024,,,,
1282,한라,014790,미공개,미공개,미공개,미공개,2012,,,,
1281,한라,014790,B+,미공개,B+,B+,2013,,,,
1280,한라,014790,미공개,미공개,B+,B,2014,,,,
1279,한라,014790,미공개,미공개,미공개,C,2015,,,,
1278,한라,014790,B+,미공개,B+,B+,2016,,,,
1277,한라,014790,미공개,미공개,미공개,B,2017,,,,
1276,한라,014790,미공개,미공개,B+,B,2018,,,,지배구조 등급조정(2018.7)
1275,한라,014790,B,B,B,B,2019,,,,
1274,한라,014790,B+,B,B+,B+,2020,,,,
1273,한라,014790,B+,B+,B+,B+,2021,,,사회 등급조정(2022.07),
1272,한라홀딩스,060980,미공개,B+,미공개,미공개,2012,,,,
1271,한라홀딩스,060980,미공개,B+,미공개,B,2013,,,,
1270,한라홀딩스,060980,B+,B+,미공개,B+,2014,,,,
1269,한라홀딩스,060980,미공개,미공개,미공개,C,2015,,,,
1268,한라홀딩스,060980,미공개,미공개,미공개,B+,2016,,,,
1267,한라홀딩스,060980,미공개,미공개,미공개,B,2017,,,,
1266,한라홀딩스,060980,B+,미공개,A,B+,2018,,,,
1265,한라홀딩스,060980,B+,B,B+,B+,2019,,,,
1264,한라홀딩스,060980,B+,B,B+,A,2020,,,,
1263,한라홀딩스,060980,A,B,A+,A,2021,,,,
1262,한라홀딩스,060980,B+,B+,A,B+,2022,,,,
1261,한미글로벌,053690,미공개,미공개,미공개,미공개,2012,,,,
1260,한미글로벌,053690,미공개,미공개,미공개,B,2013,,,,
1259,한미글로벌,053690,미공개,미공개,미공개,B,2014,,,,
1258,한미글로벌,053690,미공개,미공개,미공개,B,2015,,,,
1257,한미글로벌,053690,미공개,미공개,미공개,B,2016,,,,
1256,한미글로벌,053690,미공개,미공개,미공개,B,2017,,,,
1255,한미글로벌,053690,미공개,B+,B+,B,2018,,,,
1254,한미글로벌,053690,B+,B,B,B+,2019,,,,
1253,한미글로벌,053690,B+,B,B+,B+,2020,,,,
1252,한미글로벌,053690,A,A,A,A,2021,,,,
1251,한미글로벌,053690,B+,B+,A,B+,2022,,,,
1250,한미글로벌,053690,B+,A,A+,B,2023,,,,
1249,한미글로벌,053690,B+,A,A,B+,2024,,,,
1248,한미반도체,042700,미공개,미공개,미공개,미공개,2012,,,,
1247,한미반도체,042700,미공개,미공개,미공개,B+,2013,,,,
1246,한미반도체,042700,미공개,미공개,미공개,B,2014,,,,
1245,한미반도체,042700,미공개,미공개,미공개,C,2015,,,,
1244,한미반도체,042700,미공개,미공개,미공개,B,2016,,,,
1243,한미반도체,042700,미공개,미공개,미공개,B,2017,,,,
1242,한미반도체,042700,미공개,미공개,미공개,B,2018,,,,
1241,한미반도체,042700,미공개,미공개,미공개,B,2019,,,,
1240,한미반도체,042700,C,D,C,B,2020,,,,
1239,한미반도체,042700,C,D,D,B,2021,,,,
1238,한미반도체,042700,C,D,D,B,2022,,,,
