,학교_식별자,시군구별,매칭된 행정구역,인구 수,2023,회귀계수,학생 비
74,경기과학고등학교 (경기),장안구,경기도 수원시 장안구,270849.0,378,0.024265252976190477,0.001395611576930319
75,경기관광고등학교 (경기),여주시,경기도 여주시,114412.0,248,-0.014913941480206541,0.002167604796699647
76,경기국제통상고등학교 (경기),부천시,경기도 부천시,779968.0,435,-0.04327801027201826,0.000557715188315418
77,경기기계공업고등학교 (서울),서울특별시 노원구,서울특별시 노원구,498213.0,680,-0.022686311366651925,0.0013648780742373241
78,경기대명고등학교 (경기),권선구,경기도 수원시 권선구,366167.0,70,-0.033060288335517704,0.0001911696029407347
79,경기모바일과학고등학교 (경기),상록구,경기도 안산시 상록구,334867.0,392,-0.03897871469504707,0.0011706140049631646
80,경기물류고등학교 (경기),평택시,경기도 평택시,591022.0,464,0.010958802608180204,0.0007850807584150844
81,경기북과학고등학교 (경기),의정부시,경기도 의정부시,464213.0,274,0.021622670807453413,0.0005902462878032283
82,경기상업고등학교 (서울),서울특별시 종로구,서울특별시 종로구,139417.0,405,-0.04370208105147864,0.002904954202141776
83,경기스마트고등학교 (경기),시흥시,경기도 시흥시,519715.0,479,-0.04520239326340671,0.0009216589861751152
84,경기여자고등학교 (서울),서울특별시 강남구,서울특별시 강남구,544873.0,1377,-0.035174348455598456,0.002527194410440598
85,경기영상과학고등학교 (경기),일산서구,경기도 고양시 일산서구,286872.0,596,-0.034763960529266655,0.00207758163919797
86,경기예술고등학교 (경기),부천시,경기도 부천시,779968.0,673,0.0031751467710371822,0.0008628559120374169
87,경기외국어고등학교 (경기),의왕시,경기도 의왕시,158870.0,575,-0.03494384330913573,0.0036193113866683454
88,경기자동차과학고등학교 (경기),시흥시,경기도 시흥시,519715.0,589,-0.01290121403625478,0.0011333134506412168
89,경기창조고등학교 (경기),안성시,경기도 안성시,189034.0,933,0.04192301920768308,0.004935620047187278
90,경기체육고등학교 (경기),장안구,경기도 수원시 장안구,270849.0,243,-0.010642135642135639,0.0008971788708837765
91,경기폴리텍고등학교 (경기),군포시,경기도 군포시,261229.0,182,-0.06537363613296118,0.0006967067209230215
92,경기항공고등학교 (경기),광명시,경기도 광명시,280197.0,225,-0.0382010582010582,0.0008030064561719076
93,경남간호고등학교 (경남),산청군,경상남도 산청군,33752.0,140,0.005563186813186811,0.004147902346527613
94,경남고등학교 (부산),부산광역시 서구,부산광역시 서구,104089.0,482,-0.041959241323648096,0.004630652614589438
95,경남공업고등학교 (부산),부산광역시 부산진구,부산광역시 부산진구,359508.0,670,-0.035435817021736774,0.001863658110528834
96,경남과학고등학교 (경남),진주시,경상남도 진주시,341074.0,272,0.022555043522785458,0.0007974808985733302
97,경남관광고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,571,-0.03681239737274221,0.0026764537690656316
98,경남로봇고등학교 (경남),함안군,경상남도 함안군,60203.0,117,-0.009783549783549785,0.0019434247462751025
99,경남산업고등학교 (경남),거제시,경상남도 거제시,234038.0,377,-0.04849868441417737,0.0016108495201633923
100,경남여자고등학교 (부산),부산광역시 동구,부산광역시 동구,87792.0,769,-0.035964643368076844,0.008759340258793512
101,경남예술고등학교 (경남),진주시,경상남도 진주시,341074.0,288,-0.001416666666666667,0.0008443915396658789
102,경남외국어고등학교 (경남),양산시,경상남도 양산시,355122.0,553,-0.018223314606741575,0.001557211324558884
103,경남자동차고등학교 (경남),진주시,경상남도 진주시,341074.0,316,-0.0371845334568187,0.0009264851615778394
104,경남자영고등학교 (경남),사천시,경상남도 사천시,109030.0,252,0.005917237743806007,0.0023112904705127027
105,경남정보고등학교 (경남),진주시,경상남도 진주시,341074.0,199,-0.05188077131993482,0.0005834510985885761
106,경남체육고등학교 (경남),진주시,경상남도 진주시,341074.0,232,-0.00627013963480129,0.000680204295841958
107,경남항공고등학교 (경남),경상남도 고성군,경상남도 고성군,49468.0,372,-0.011537885594489365,0.007520012937656667
108,경남해양과학고등학교 (경남),남해군,경상남도 남해군,40780.0,65,-0.04711350293542075,0.0015939185875429131
109,경덕여자고등학교 (대구),대구광역시 서구,대구광역시 서구,164088.0,418,-0.05461137489677953,0.0025474135829554874
110,경동고등학교 (서울),서울특별시 성북구,서울특별시 성북구,425602.0,766,-0.054884783583763176,0.0017998035723516337
111,경명여자고등학교 (대구),대구광역시 북구,대구광역시 북구,419624.0,579,-0.04310725919032107,0.0013798066840790804
112,경문고등학교 (서울),서울특별시 동작구,서울특별시 동작구,378769.0,649,-0.04064758198999445,0.0017134453981186423
113,경민IT고등학교 (경기),의정부시,경기도 의정부시,464213.0,538,-0.03685788304959289,0.0011589507402851708
114,경민고등학교 (경기),의정부시,경기도 의정부시,464213.0,712,-0.034787597081666274,0.0015337786748755421
115,경민비즈니스고등학교 (경기),의정부시,경기도 의정부시,464213.0,443,-0.04168092386655261,0.0009543033047329566
116,경복고등학교 (서울),서울특별시 종로구,서울특별시 종로구,139417.0,925,-0.0502102534562212,0.006634771943163316
117,경복비즈니스고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,357,-0.0261012636012636,0.0006340377012670098
118,경복여자고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,604,-0.031467439785905445,0.0010727136458411033
119,경북고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,832,-0.042408628170894525,0.0020425648919429164
120,경북공업고등학교 (대구),대구광역시 중구,대구광역시 중구,89064.0,698,-0.02623476795436868,0.007837060989849995
121,경북과학고등학교 (경북),남구,서울특별시 강남구,544873.0,121,0.014138134592680046,0.00022207009706849118
122,경북과학기술고등학교 (경북),김천시,경상북도 김천시,137515.0,208,-0.04472827855515782,0.0015125622659346253
123,경북기계공업고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,764,-0.024646254696618443,0.0014475701095719626
124,경북기계금속고등학교 (경북),경산시,경상북도 경산시,266205.0,320,-0.028859015516318885,0.001202081102909412
125,경북기계명장고등학교 (경북),칠곡군,경상북도 칠곡군,110581.0,184,0.046941137566137554,0.001663938651305378
126,경북대학교사범대학부설고등학교 (대구),대구광역시 중구,대구광역시 중구,89064.0,751,-0.030653520791135466,0.008432138686787029
127,경북드론고등학교 (경북),청도군,경상북도 청도군,41316.0,178,-0.04263937282229964,0.0043082583018685255
128,경북바이오마이스터고등학교 (경북),영천시,경상북도 영천시,100212.0,158,0.006281512605042019,0.0015766574861294056
129,경북생활과학고등학교 (경북),구미시,경상북도 구미시,405506.0,350,-0.013811780636425184,0.000863119164697933
130,경북세무고등학교 (경북),북구,서울특별시 성북구,425602.0,91,-0.04113396331295164,0.0002138147847049591
131,경북소프트웨어고등학교 (경북),의성군,경상북도 의성군,50086.0,225,0.03153968253968254,0.004492273289941301
132,경북여자고등학교 (대구),대구광역시 중구,대구광역시 중구,89064.0,742,-0.03830399458361544,0.008331087757118476
133,경북여자상업고등학교 (대구),대구광역시 남구,대구광역시 남구,139187.0,498,-0.057305301817496934,0.0035779203517569886
134,경북예술고등학교 (대구),대구광역시 남구,대구광역시 남구,139187.0,1172,-0.015101498766837411,0.008420326610962231
135,경북외국어고등학교 (경북),구미시,경상북도 구미시,405506.0,326,-0.016786513263023325,0.0008039338505472176
136,경북일고등학교 (경북),예천군,경상북도 예천군,55325.0,578,0.0745365793376174,0.01044735652959783
137,경북자연과학고등학교 (경북),상주시,경상북도 상주시,93858.0,194,-0.02214951197870452,0.0020669522043938716
138,경북조리과학고등학교 (경북),문경시,경상북도 문경시,68755.0,190,0.0005125661375661393,0.002763435386517344
139,경북체육고등학교 (경북),경산시,경상북도 경산시,266205.0,213,-0.007926181625066383,0.0008001352341240773
140,경북하이텍고등학교 (경북),안동시,경상북도 안동시,152935.0,388,-0.022357142857142857,0.0025370255337234774
141,경북항공고등학교 (경북),영주시,경상북도 영주시,100199.0,299,-0.012697316495659038,0.0029840617171828063
142,경북휴먼테크고등학교 (경북),영천시,경상북도 영천시,100212.0,158,-0.03384290985767001,0.0015766574861294056
143,경산고등학교 (경북),경산시,경상북도 경산시,266205.0,773,-0.028717011522735723,0.002903777164215548
144,경산과학고등학교 (경북),경산시,경상북도 경산시,266205.0,154,0.015229110512129376,0.0005785015307751544
145,경산여자고등학교 (경북),경산시,경상북도 경산시,266205.0,914,-0.030349401321222127,0.003433444150185008
146,경산제일고등학교 (경북),경산시,경상북도 경산시,266205.0,294,-0.031004337218758476,0.0011044120132980221
147,경상고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,524,-0.05285187785187785,0.002456150218897357
148,경상고등학교 (대구),대구광역시 북구,대구광역시 북구,419624.0,629,-0.03940849882553918,0.001498960974586773
149,경상공업고등학교 (대구),대구광역시 남구,대구광역시 남구,139187.0,735,-0.03604924308334784,0.005280665579400375
150,경상국립대학교사범대학부설고등학교 (경남),진주시,경상남도 진주시,341074.0,449,-0.03158366744038826,0.0013164298656596516
151,경상여자고등학교 (대구),대구광역시 북구,대구광역시 북구,419624.0,628,-0.042932785822347094,0.0014965778887766192
152,경성고등학교 (서울),서울특별시 마포구,서울특별시 마포구,363697.0,639,-0.02943373830470605,0.0017569570274156784
153,경성전자고등학교 (부산),부산광역시 서구,부산광역시 서구,104089.0,276,-0.04558760911219927,0.0026515770158229974
154,경신고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,595,-0.05005093644698691,0.0014607284984447537
155,경신고등학교 (서울),서울특별시 종로구,서울특별시 종로구,139417.0,463,-0.05281900639043496,0.0033209723347941787
156,경안고등학교 (경기),단원구,경기도 안산시 단원구,294441.0,947,-0.04342516330587902,0.003216264039315177
157,경안고등학교 (경북),안동시,경상북도 안동시,152935.0,385,-0.025211640211640213,0.002517409356916337
158,경안여자고등학교 (경북),안동시,경상북도 안동시,152935.0,333,-0.02850454788657036,0.002177395625592572
159,경원고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,796,-0.04407134721770257,0.0015082013183498459
160,경원고등학교 (부산),부산광역시 부산진구,부산광역시 부산진구,359508.0,590,-0.03600196463654224,0.0016411317689731522
161,경인고등학교 (서울),서울특별시 구로구,서울특별시 구로구,392405.0,1095,-0.028396316153580074,0.002790484321045858
162,경일고등학교 (경북),안동시,경상북도 안동시,152935.0,252,-0.038563402889245584,0.0016477588517997842
163,경일고등학교 (부산),부산광역시 강서구,부산광역시 강서구,142396.0,841,0.0071088839816544945,0.00590606477710048
164,경일고등학교 (서울),서울특별시 성동구,서울특별시 성동구,277361.0,341,-0.058023301999205606,0.0012294446587660126
165,경일관광경영고등학교 (경기),단원구,경기도 안산시 단원구,294441.0,729,-0.04793136390358612,0.0024758780197051363
166,경일여자고등학교 (대구),대구광역시 남구,대구광역시 남구,139187.0,485,-0.05518620452395286,0.003484520824502288
167,경주고등학교 (경북),경주시,경상북도 경주시,247489.0,592,-0.024850835322195706,0.0023920255041638212
168,경주공업고등학교 (경북),경주시,경상북도 경주시,247489.0,297,-0.0548969587835134,0.0012000533357038091
169,경주디자인고등학교 (경북),경주시,경상북도 경주시,247489.0,148,-0.0380952380952381,0.0005980063760409553
170,경주여자고등학교 (경북),경주시,경상북도 경주시,247489.0,567,-0.026977820468040516,0.0022910109136163627
171,경주여자정보고등학교 (경북),경주시,경상북도 경주시,247489.0,496,-0.02621031746031746,0.00200412947646158
172,경주예일고등학교 (경북),경주시,경상북도 경주시,247489.0,329,-0.02774086378737541,0.001329352011604556
173,경주정보고등학교 (경북),경주시,경상북도 경주시,247489.0,546,-0.026292947558770343,0.0022061586575564973
174,경주화랑고등학교 (경북),경주시,경상북도 경주시,247489.0,80,-0.0363272921108742,0.0003232466897518678
175,경진고등학교 (경남),진주시,경상남도 진주시,341074.0,284,-0.03864880952380953,0.0008326638793927418
176,경포고등학교 (강원),강릉시,강원도 강릉시,209439.0,519,-0.04029340549779234,0.0024780485009955164
177,경해여자고등학교 (경남),진주시,경상남도 진주시,341074.0,708,-0.03441558441558442,0.002075795868345286
178,경혜여자고등학교 (부산),부산광역시 북구,부산광역시 북구,273596.0,386,-0.05111921529175051,0.0014108393397564293
179,경화여자English Business고등학교 (경기),광주시,경기도 광주시,391377.0,315,-0.03378571428571429,0.0008048505660782315
180,경화여자고등학교 (경기),광주시,경기도 광주시,391377.0,911,-0.023275773724123795,0.0023276789387214887
181,경화여자고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,499,-0.053604999483524436,0.000945467911880117
182,경희고등학교 (서울),서울특별시 동대문구,서울특별시 동대문구,341149.0,726,-0.016932367149758456,0.002128102383416044
183,경희여자고등학교 (서울),서울특별시 동대문구,서울특별시 동대문구,341149.0,369,-0.04836834733893557,0.0010816388147114604
184,계남고등학교 (경기),부천시,경기도 부천시,779968.0,694,-0.049326313910948515,0.0008897800935422992
185,계룡고등학교 (충남),계룡시,충청남도 계룡시,46667.0,583,-0.01319327731092437,0.012492767908800651
186,계룡디지텍고등학교 (대전),대전광역시 동구,대전광역시 동구,217628.0,379,-0.040314478392513065,0.0017415038506074585
187,계림고등학교 (경북),경주시,경상북도 경주시,247489.0,331,-0.02355106516290727,0.0013374331788483529
188,계산고등학교 (인천),인천광역시 계양구,인천광역시 계양구,280266.0,663,-0.05036945812807882,0.0023656098135342854
189,계산공업고등학교 (인천),인천광역시 계양구,인천광역시 계양구,280266.0,491,-0.031613488034807825,0.0017519071168104587
190,계산여자고등학교 (인천),인천광역시 계양구,인천광역시 계양구,280266.0,490,-0.052211633552099256,0.0017483390778760177
191,계성고등학교 (대구),대구광역시 서구,대구광역시 서구,164088.0,854,-0.026117177231826914,0.005204524401540637
192,계성고등학교 (서울),서울특별시 성북구,서울특별시 성북구,425602.0,832,0.004443563500072075,0.0019548780315881975
193,계성여자고등학교 (부산),부산광역시 연제구,부산광역시 연제구,205766.0,348,-0.044412972085385874,0.0016912415073432928
194,계양고등학교 (인천),인천광역시 계양구,인천광역시 계양구,280266.0,542,-0.053374001774622884,0.0019338771024669421
195,계원예술고등학교 (경기),분당구,경기도 성남시 분당구,472957.0,966,-0.00018352664806929955,0.0020424689770951695
196,고금고등학교 (전남),완도군,전라남도 완도군,46641.0,55,-0.02280952380952381,0.0011792199995711928
197,고려고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,616,-0.03632252027448534,0.0014608129803667684
198,고려대학교사범대학부속고등학교 (서울),서울특별시 성북구,서울특별시 성북구,425602.0,694,-0.03309199318568995,0.001630631435002655
199,고령고등학교 (경북),고령군,경상북도 고령군,30139.0,118,-0.024675324675324673,0.003915192939380869
200,고림고등학교 (경기),처인구,경기도 용인시 처인구,261488.0,1054,0.09048449371030015,0.0040307777029921065
201,고명외식고등학교 (서울),서울특별시 성북구,서울특별시 성북구,425602.0,499,-0.023620129870129868,0.0011724568963491712
202,고산고등학교 (전북),완주군,전라북도 완주군,97827.0,130,-0.0542332268370607,0.0013288764860416857
203,고색고등학교 (경기),권선구,경기도 수원시 권선구,366167.0,709,0.013097744360902256,0.00193627497835687
204,고성고등학교 (강원),nan,,,225,-0.02771869983948636,
205,고성고등학교 (경남),경상남도 고성군,경상남도 고성군,49468.0,365,-0.0314138691497182,0.007378507317862052
206,고성중앙고등학교 (경남),경상남도 고성군,경상남도 고성군,49468.0,351,-0.029270186335403726,0.007095496078272823
207,고양고등학교 (경기),덕양구,경기도 고양시 덕양구,496438.0,508,-0.03701298701298702,0.0010232899173713535
208,고양국제고등학교 (경기),일산동구,경기도 고양시 일산동구,291597.0,600,0.06231935560293768,0.002057634337801829
209,고양동산고등학교 (경기),덕양구,경기도 고양시 덕양구,496438.0,581,0.06824718045112782,0.0011703374842377094
210,고양예술고등학교 (경기),일산서구,경기도 고양시 일산서구,286872.0,797,0.00039636181575433867,0.002778242561142252
211,고양외국어고등학교 (경기),덕양구,경기도 고양시 덕양구,496438.0,687,-0.04258946182023106,0.0013838586087285825
212,고양일고등학교 (경기),덕양구,경기도 고양시 덕양구,496438.0,527,-0.01506358225108225,0.001061562571761227
213,고운고등학교 (세종),세종특별자치시,,,732,0.08253317720530835,
214,고잔고등학교 (경기),단원구,경기도 안산시 단원구,294441.0,886,-0.045533903216459,0.0030090918044701656
215,고창고등학교 (전북),고창군,전라북도 고창군,51750.0,343,-0.040743113388853294,0.006628019323671497
216,고창북고등학교 (전북),고창군,전라북도 고창군,51750.0,278,-0.027313769751693005,0.005371980676328502
217,고척고등학교 (서울),서울특별시 구로구,서울특별시 구로구,392405.0,753,-0.02841456582633053,0.001918935793376741
218,고촌고등학교 (경기),김포시,경기도 김포시,486172.0,971,0.06264896277769604,0.0019972355462675763
219,고한고등학교 (강원),정선군,강원도 정선군,34202.0,54,-0.04485871271585557,0.0015788550377170926
220,고흥고등학교 (전남),고흥군,전라남도 고흥군,61113.0,373,0.004959933683337939,0.006103447711616187
221,고흥도화고등학교 (전남),고흥군,전라남도 고흥군,61113.0,49,-0.04836683417085427,0.0008017933991131183
222,고흥산업과학고등학교 (전남),고흥군,전라남도 고흥군,61113.0,192,-0.022561224489795917,0.0031417210740758922
223,곡성고등학교 (전남),곡성군,전라남도 곡성군,26905.0,204,-0.04185714285714286,0.007582233785541721
224,곡정고등학교 (경기),권선구,경기도 수원시 권선구,366167.0,775,0.09398073836276084,0.0021165206039867055
225,곤양고등학교 (경남),사천시,경상남도 사천시,109030.0,41,-0.05807453416149068,0.0003760432908373842
226,곤지암고등학교 (경기),광주시,경기도 광주시,391377.0,407,-0.056682585825027686,0.001039918032996318
227,공동체비전고등학교 (충남),서천군,충청남도 서천군,49116.0,114,0.00460048426150121,0.0023210359149767896
228,공주고등학교 (충남),공주시,충청남도 공주시,102104.0,507,-0.040110178384050364,0.00496552534670532
229,공주금성여자고등학교 (충남),공주시,충청남도 공주시,102104.0,424,-0.03770349368940918,0.00415262869231372
230,공주마이스터고등학교 (충남),공주시,충청남도 공주시,102104.0,184,-0.020930232558139535,0.0018020841494946328
231,공주생명과학고등학교 (충남),공주시,충청남도 공주시,102104.0,249,-0.049904902789518174,0.002438689963174802
232,공주여자고등학교 (충남),공주시,충청남도 공주시,102104.0,413,-0.04196212383258388,0.004044895400767845
233,공주영명고등학교 (충남),공주시,충청남도 공주시,102104.0,352,-0.04682093811307293,0.0034474653294679935
234,공주정보고등학교 (충남),공주시,충청남도 공주시,102104.0,199,-0.03895184135977338,0.0019489931834208258
235,공항고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,645,-0.0380079365079365,0.001145530300608463
236,과천고등학교 (경기),과천시,경기도 과천시,81000.0,568,-0.04614531012732158,0.007012345679012346
237,과천여자고등학교 (경기),과천시,경기도 과천시,81000.0,324,-0.056082069699388136,0.004
238,과천외국어고등학교 (경기),과천시,경기도 과천시,81000.0,623,-0.042802700348432046,0.007691358024691358
239,과천중앙고등학교 (경기),과천시,경기도 과천시,81000.0,520,-0.05103723709918401,0.006419753086419753
240,관악고등학교 (서울),서울특별시 영등포구,서울특별시 영등포구,374794.0,741,-0.042197068567412906,0.001977086079286221
241,관양고등학교 (경기),동안구,경기도 안양시 동안구,313996.0,933,-0.032744410761652146,0.0029713754315341596
242,관인고등학교 (경기),포천시,경기도 포천시,143323.0,90,-0.026235230934479055,0.0006279522477201845
243,광교고등학교 (경기),영통구,경기도 수원시 영통구,363028.0,819,0.05284930074500065,0.0022560243287019183
244,광남고등학교 (경기),광주시,경기도 광주시,391377.0,929,0.0018344709897610886,0.0023736703996402445
245,광남고등학교 (서울),서울특별시 광진구,서울특별시 광진구,335554.0,1059,-0.040566887703618285,0.0031559748952478587
246,광남고등학교 (전남),나주시,전라남도 나주시,117377.0,91,-0.03778571428571429,0.0007752796544467826
247,광덕고등학교 (경기),상록구,경기도 안산시 상록구,334867.0,712,0.0062339256488192635,0.0021262172743208496
248,광덕고등학교 (광주),광주광역시 서구,광주광역시 서구,283991.0,756,-0.0253289889915222,0.002662056191921575
249,광동고등학교 (경기),남양주시,경기도 남양주시,732265.0,1076,0.0003696542311191994,0.0014694133954237878
250,광명고등학교 (경기),광명시,경기도 광명시,280197.0,884,-0.03785898974974605,0.0031549231433598505
251,광명고등학교 (부산),부산광역시 영도구,부산광역시 영도구,106548.0,231,-0.05193842645381984,0.0021680369410969702
252,광명북고등학교 (경기),광명시,경기도 광명시,280197.0,859,-0.04243910282177024,0.0030657002037851938
253,광문고등학교 (경기),광명시,경기도 광명시,280197.0,858,-0.03246476422481294,0.003062131286202208
254,광문고등학교 (서울),서울특별시 강동구,서울특별시 강동구,459167.0,1104,-0.032481183000076026,0.002404353971430874
255,광성고등학교 (서울),서울특별시 마포구,서울특별시 마포구,363697.0,738,-0.023501774214745697,0.0020291616372969806
256,광성고등학교 (인천),인천광역시 중구,인천광역시 중구,158958.0,537,-0.02984901277584205,0.003378250858717397
257,광신고등학교 (서울),서울특별시 관악구,서울특별시 관악구,481956.0,515,-0.05081506773873775,0.0010685622753944344
258,광신방송예술고등학교 (서울),서울특별시 관악구,서울특별시 관악구,481956.0,347,-0.036944937833037296,0.0007199827370133373
259,광양고등학교 (서울),서울특별시 광진구,서울특별시 광진구,335554.0,494,-0.05313377644635835,0.001472192255195885
260,광양고등학교 (전남),광양시,전라남도 광양시,152666.0,507,-0.03627905086949456,0.003320975200765069
261,광양백운고등학교 (전남),광양시,전라남도 광양시,152666.0,584,-0.03636107986501688,0.0038253442154769237
262,광양여자고등학교 (전남),광양시,전라남도 광양시,152666.0,511,-0.03952824284149585,0.003347176188542308
263,광양제철고등학교 (전남),광양시,전라남도 광양시,152666.0,625,-0.03750876782791676,0.004093904340193626
264,광양하이텍고등학교 (전남),광양시,전라남도 광양시,152666.0,312,-0.031836734693877544,0.002043677046624658
265,광영고등학교 (서울),서울특별시 양천구,서울특별시 양천구,436028.0,839,-0.0407205631781903,0.0019241883548762923
266,광영고등학교 (전남),광양시,전라남도 광양시,152666.0,564,-0.011626302881667688,0.0036943392765907274
267,광영여자고등학교 (서울),서울특별시 양천구,서울특별시 양천구,436028.0,848,-0.03890053924505692,0.001944829231150293
268,광운인공지능고등학교 (서울),서울특별시 노원구,서울특별시 노원구,498213.0,445,-0.046612435926008465,0.0008931922691700137
269,광일고등학교 (광주),광주광역시 광산구,광주광역시 광산구,396741.0,147,-0.06683951965065502,0.00037051880193879637
270,광주경신여자고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,649,-0.0386671248810405,0.0015390708186007024
271,광주고등학교 (경기),광주시,경기도 광주시,391377.0,940,-0.039258171134777815,0.002401776292423929
272,광주고등학교 (광주),광주광역시 동구,광주광역시 동구,107176.0,714,-0.0320559542498318,0.006661939240128387
273,광주공업고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,711,-0.05072075634481272,0.0016861006964947604
274,광주과학고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,291,0.03612871769868357,0.000690091846244691
275,광주대동고등학교 (광주),광주광역시 서구,광주광역시 서구,283991.0,577,-0.03596767566086838,0.0020317545274322075
276,광주동성고등학교 (광주),광주광역시 남구,광주광역시 남구,209646.0,588,-0.03462670495333812,0.0028047279700065824
277,광주동신고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,635,-0.03476168652612282,0.0015058705235923668
278,광주동신여자고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,733,-0.03721075502444324,0.0017382725886507164
279,광주서석고등학교 (광주),광주광역시 서구,광주광역시 서구,283991.0,629,-0.03507123070834982,0.0022148589215855432
280,광주석산고등학교 (광주),광주광역시 남구,광주광역시 남구,209646.0,630,-0.035087601078167115,0.00300506568214991
281,광주소프트웨어마이스터고등학교 (광주),광주광역시 광산구,광주광역시 광산구,396741.0,214,-0.06411092214663643,0.000539394718468724
282,광주수피아여자고등학교 (광주),광주광역시 남구,광주광역시 남구,209646.0,664,-0.04775693730729702,0.0031672438300754603
283,광주숭일고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,804,-0.02755685131195335,0.0019066455133358471
284,광주여자고등학교 (광주),광주광역시 서구,광주광역시 서구,283991.0,704,-0.02564769975786925,0.002478951797768239
285,광주여자상업고등학교 (광주),광주광역시 남구,광주광역시 남구,209646.0,379,-0.05257955314827353,0.001807809354817168
286,광주예술고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,360,-0.024794973544973543,0.0008537218716429166
287,광주인성고등학교 (광주),광주광역시 남구,광주광역시 남구,209646.0,651,-0.034926131117266855,0.0031052345382215733
288,광주자연과학고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,472,-0.015763918860595597,0.0011193242317096017
289,광주전자공업고등학교 (광주),광주광역시 광산구,광주광역시 광산구,396741.0,862,-0.03612531969309462,0.0021727020902805607
290,광주제일고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,627,-0.023757763975155277,0.0014868989264447464
291,광주중앙고등학교 (경기),광주시,경기도 광주시,391377.0,1247,-0.025105601081355074,0.003186186209204935
292,광주진흥고등학교 (광주),광주광역시 광산구,광주광역시 광산구,396741.0,697,-0.025586303939962477,0.001756813639124769
293,광주체육고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,243,-0.0027966101694915243,0.0005762622633589687
294,광탄고등학교 (경기),파주시,경기도 파주시,497753.0,288,-0.027602762803234503,0.0005786002294310632
295,광혜원고등학교 (충북),진천군,충청북도 진천군,86254.0,326,-0.0011993603411513873,0.0037795348621513206
296,광휘고등학교 (경기),광명시,경기도 광명시,280197.0,782,0.07364677840996463,0.002790893549895252
297,괴산고등학교 (충북),괴산군,충청북도 괴산군,36590.0,350,-0.014801963439404193,0.0095654550423613
298,교동고등학교 (인천),인천광역시 강화군,인천광역시 강화군,69005.0,26,-0.048285714285714286,0.00037678429099340625
299,교하고등학교 (경기),파주시,경기도 파주시,497753.0,1055,-0.008690476190476191,0.0021195251460061518
300,구덕고등학교 (부산),부산광역시 사상구,부산광역시 사상구,202932.0,422,-0.05302922077922077,0.0020795143200678058
301,구례고등학교 (전남),구례군,전라남도 구례군,24314.0,233,-0.033865757358219666,0.009582956321460888
302,구로고등학교 (서울),서울특별시 구로구,서울특별시 구로구,392405.0,933,-0.03076256953920437,0.0023776455447815396
303,구리고등학교 (경기),구리시,경기도 구리시,187093.0,627,-0.05106195887445887,0.0033512744998476693
304,구리여자고등학교 (경기),구리시,경기도 구리시,187093.0,563,-0.05301084990958409,0.0030091986338345103
305,구림공업고등학교 (전남),영암군,전라남도 영암군,52350.0,131,-0.041265792031098154,0.002502387774594078
306,구미고등학교 (경북),구미시,경상북도 구미시,405506.0,883,-0.038276487065414394,0.002177526349795071
307,구미산동고등학교 (경북),구미시,경상북도 구미시,405506.0,597,0.06344959388437649,0.0014722346894990455
308,구미여자고등학교 (경북),구미시,경상북도 구미시,405506.0,626,-0.04277513227513227,0.00154375027743116
309,구미여자상업고등학교 (경북),구미시,경상북도 구미시,405506.0,319,-0.041376850365614413,0.0007866714672532589
310,구미전자공업고등학교 (경북),구미시,경상북도 구미시,405506.0,649,-0.021060711389178546,0.0016004695368255957
311,구미정보고등학교 (경북),구미시,경상북도 구미시,405506.0,243,-0.0469722814498934,0.0005992513057759935
312,구산고등학교 (경남),김해시,경상남도 김해시,533659.0,656,0.06988261470001533,0.0012292493895914808
313,구성고등학교 (경기),기흥구,경기도 용인시 기흥구,436656.0,950,-0.019047619047619046,0.0021756256641383607
314,구암고등학교 (대구),대구광역시 북구,대구광역시 북구,419624.0,739,-0.03576399790685505,0.0017611004137036966
315,구암고등학교 (서울),서울특별시 관악구,서울특별시 관악구,481956.0,591,0.0511223246911432,0.0012262530189477878
316,구일고등학교 (서울),서울특별시 구로구,서울특별시 구로구,392405.0,737,-0.041152996687079606,0.0018781615932518699
317,구현고등학교 (서울),서울특별시 구로구,서울특별시 구로구,392405.0,733,-0.009626395648439735,0.0018679680432206521
