,학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,매칭된 행정구역,학생 비,회귀계수
794,밀성고등학교 (경남),경상남도 밀양시 내이동 602-7,4783635616,35.50154853,128.7509238,밀양시,623,636,614,599,587,574,570,553,541,509,459,432,439,423,447,3900.0,3825.0,3582.0,3202.0,2781.0,2496.0,2355.0,2193.0,2265.0,2236.0,2198.0,2060.0,1973.0,1980.0,1855.0,1789.0,1740.0,1817.0,1882.0,1733.0,1552.0,1298.0,1172.0,1035.0,926.0,경상남도 밀양시,0.19735099337748344,-0.02580862533692722
795,밀성제일고등학교 (경남),경상남도 밀양시 내이동 590-1,9786153912,35.50218318,128.750145,밀양시,528,535,541,511,484,467,451,437,375,332,280,231,217,203,222,3900.0,3825.0,3582.0,3202.0,2781.0,2496.0,2355.0,2193.0,2265.0,2236.0,2198.0,2060.0,1973.0,1980.0,1855.0,1789.0,1740.0,1817.0,1882.0,1733.0,1552.0,1298.0,1172.0,1035.0,926.0,경상남도 밀양시,0.09801324503311258,-0.05170319514127277
796,밀양고등학교 (경남),경상남도 밀양시 내이동 1025,7737681686,35.49378586,128.7467834,밀양시,721,732,709,686,650,615,570,558,550,527,499,485,492,492,510,3900.0,3825.0,3582.0,3202.0,2781.0,2496.0,2355.0,2193.0,2265.0,2236.0,2198.0,2060.0,1973.0,1980.0,1855.0,1789.0,1740.0,1817.0,1882.0,1733.0,1552.0,1298.0,1172.0,1035.0,926.0,경상남도 밀양시,0.2251655629139073,-0.026614949258391883
797,밀양동명고등학교 (경남),경상남도 밀양시 하남읍 수산리 466,3520151555,35.37270065,128.7134587,밀양시,326,326,269,270,243,244,214,203,194,172,166,174,197,209,217,3900.0,3825.0,3582.0,3202.0,2781.0,2496.0,2355.0,2193.0,2265.0,2236.0,2198.0,2060.0,1973.0,1980.0,1855.0,1789.0,1740.0,1817.0,1882.0,1733.0,1552.0,1298.0,1172.0,1035.0,926.0,경상남도 밀양시,0.09580573951434879,-0.028527607361963192
798,밀양여자고등학교 (경남),경상남도 밀양시 내일동 326,9158064246,35.49521193,128.7559345,밀양시,708,710,679,621,573,522,498,472,456,386,339,314,320,290,285,3900.0,3825.0,3582.0,3202.0,2781.0,2496.0,2355.0,2193.0,2265.0,2236.0,2198.0,2060.0,1973.0,1980.0,1855.0,1789.0,1740.0,1817.0,1882.0,1733.0,1552.0,1298.0,1172.0,1035.0,926.0,경상남도 밀양시,0.12582781456953643,-0.04788732394366197
799,박문여자고등학교 (인천),인천광역시 연수구 송도동 162-3,2920315742,37.38275068,126.6662372,인천광역시 연수구,940,916,856,865,768,714,690,724,789,725,733,727,699,684,735,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0,인천광역시 연수구,0.11141427921782629,-0.015759878419452884
800,반곡고등학교 (세종),세종특별자치시 반곡동 63-3,9385719418,36.4965666,127.316872,세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,102,182,353,493,3002.0,2964.0,2813.0,2687.0,2521.0,2597.0,2571.0,2514.0,2417.0,2403.0,2361.0,2413.0,2362.0,2703.0,2926.0,3509.0,5163.0,7349.0,9509.0,10504.0,11026.0,10990.0,10857.0,10247.0,9540.0,,0.2039718659495242,0.0498913358446827
801,반송고등학교 (경기),경기도 화성시 반송동 213,6311449766,37.19276804,127.0777778,화성시,668,1000,1105,1130,1167,1179,1184,1197,1159,1086,1020,979,987,981,1009,7886.0,8077.0,8245.0,8327.0,8326.0,8884.0,9967.0,11347.0,13475.0,16299.0,19553.0,22360.0,23697.0,23810.0,22128.0,20411.0,19481.0,20218.0,20992.0,21444.0,21340.0,21178.0,20551.0,19838.0,19710.0,경기도 화성시,0.07487940630797774,0.001274018379281541
802,반여고등학교 (부산),부산광역시 해운대구 반여동 1622,5965810120,35.20295915,129.1265612,부산광역시 해운대구,972,947,926,921,890,816,759,742,727,672,605,556,515,489,512,15190.0,15185.0,14377.0,12829.0,11206.0,10019.0,9459.0,9196.0,9727.0,10077.0,10189.0,9911.0,10090.0,10334.0,10114.0,9713.0,9262.0,8959.0,8142.0,7204.0,6307.0,5760.0,5253.0,4817.0,4487.0,부산광역시 해운대구,0.05263698982214455,-0.03916078777189888
803,반포고등학교 (서울),서울특별시 서초구 반포동 30-19,3517628133,37.50270273,127.0165107,서울특별시 서초구,1245,1332,1308,1226,1199,1199,1175,1127,1027,957,865,805,766,722,757,13894.0,13849.0,12910.0,12167.0,11066.0,10868.0,10666.0,10760.0,10969.0,11412.0,11503.0,11995.0,12339.0,13032.0,12710.0,12655.0,12294.0,11842.0,10746.0,9587.0,8470.0,7669.0,6913.0,6265.0,5714.0,서울특별시 서초구,0.06901267207585013,-0.03513513513513514
804,발곡고등학교 (경기),경기도 의정부시 신곡동 248-36,9022778451,37.7284552,127.0678813,의정부시,0,464,925,1269,1179,1072,1074,1070,967,882,804,772,764,755,778,15118.0,15442.0,15321.0,14410.0,13416.0,12715.0,12294.0,11651.0,12072.0,12384.0,12484.0,11969.0,11429.0,11214.0,10540.0,10096.0,9591.0,9313.0,8814.0,8195.0,7646.0,7279.0,7008.0,6859.0,6663.0,경기도 의정부시,0.0644466534128562,0.007843633907463694
805,발안바이오과학고등학교 (경기),경기도 화성시 향남읍 평리 62-1,1159249186,37.13293438,126.9170045,화성시,345,338,321,336,346,352,353,348,330,318,302,298,304,301,307,7886.0,8077.0,8245.0,8327.0,8326.0,8884.0,9967.0,11347.0,13475.0,16299.0,19553.0,22360.0,23697.0,23810.0,22128.0,20411.0,19481.0,20218.0,20992.0,21444.0,21340.0,21178.0,20551.0,19838.0,19710.0,경기도 화성시,0.022782931354359926,-0.009591258599757183
806,방산고등학교 (서울),서울특별시 송파구 방이동 220-5,8125784993,37.508313,127.1204696,서울특별시 송파구,1484,1409,1381,1339,1328,1239,1203,1154,1079,978,862,828,821,787,797,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0,서울특별시 송파구,0.04794273339749759,-0.037131786676934925
807,방어진고등학교 (울산),울산광역시 동구 화정동 274-1,5173775792,35.50456253,129.4229041,울산광역시 동구,1276,1070,950,763,742,693,680,687,671,618,540,511,493,494,564,8923.0,8145.0,7427.0,6696.0,5963.0,5717.0,5584.0,5624.0,6020.0,6169.0,6144.0,5844.0,5938.0,6306.0,6548.0,6819.0,6682.0,6474.0,5887.0,5042.0,4120.0,3222.0,2659.0,2178.0,1992.0,울산광역시 동구,0.09368770764119601,-0.03498096730855352
808,배곧고등학교 (경기),경기도 시흥시 정왕동 2489,1025552332,37.3735612,126.7324732,시흥시,0,0,0,0,0,0,0,283,588,922,958,962,982,994,1014,13894.0,15905.0,16655.0,16517.0,15601.0,15076.0,14592.0,14335.0,14354.0,14425.0,14012.0,13567.0,13240.0,12918.0,11947.0,10906.0,10142.0,9678.0,9227.0,9066.0,9306.0,9705.0,9861.0,9748.0,9400.0,경기도 시흥시,0.0706423296642051,0.09554099746407438
809,배명고등학교 (서울),서울특별시 송파구 삼전동 172-1,2362900137,37.4976895,127.0958118,서울특별시 송파구,1582,1477,1432,1348,1366,1274,1203,1159,1085,1005,893,863,863,819,827,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0,서울특별시 송파구,0.04974735322425409,-0.03633059418457648
810,배문고등학교 (서울),서울특별시 용산구 서계동 259-3,5083859026,37.549998,126.9639041,서울특별시 용산구,1191,1112,1070,980,972,925,864,792,648,504,390,369,371,350,350,8629.0,8773.0,8709.0,8090.0,7243.0,6755.0,6528.0,6463.0,6651.0,6942.0,6940.0,6803.0,6780.0,7032.0,6849.0,6516.0,6072.0,5651.0,5139.0,4549.0,4155.0,3867.0,3724.0,3520.0,3356.0,서울특별시 용산구,0.052623665614193356,-0.05758066450761665
811,배방고등학교 (충남),충청남도 아산시 배방읍 북수리 729,1595501899,36.76914725,127.0664537,아산시,0,0,0,0,0,418,843,1306,1291,1227,1164,1161,1153,1270,1310,8439.0,8597.0,8252.0,7789.0,7289.0,7077.0,6940.0,6951.0,7521.0,8538.0,9642.0,10549.0,11236.0,11742.0,11577.0,11293.0,11046.0,10822.0,10232.0,9165.0,8086.0,7024.0,6141.0,5630.0,5591.0,충청남도 아산시,0.17417896556309,0.08930479825517994
812,배영고등학교 (전북),전북특별자치도 정읍시 흑암동 520,1962460815,35.60126026,126.8116536,정읍시,535,533,527,532,531,524,517,492,459,405,359,336,316,308,307,5153.0,5124.0,4797.0,4458.0,3961.0,3629.0,3275.0,2969.0,2870.0,2751.0,2673.0,2574.0,2609.0,2643.0,2466.0,2288.0,2135.0,2046.0,1874.0,1709.0,1526.0,1358.0,1188.0,1079.0,1044.0,전라북도 정읍시,0.10696864111498258,-0.03736315086782376
813,배재고등학교 (서울),서울특별시 강동구 고덕동 313,3088157653,37.55505939,127.1502473,서울특별시 강동구,1823,1581,1451,1285,1267,1189,1201,1226,1312,1339,1307,1282,1219,1223,1240,17417.0,17232.0,16568.0,15668.0,14060.0,13258.0,12483.0,11965.0,11907.0,12110.0,12479.0,12915.0,13551.0,13891.0,13315.0,12749.0,12024.0,11247.0,10126.0,8920.0,8064.0,7631.0,7782.0,7873.0,7532.0,서울특별시 강동구,0.10414042160073907,-0.013458976569234386
814,배정고등학교 (부산),부산광역시 남구 문현동 985-26,2613950073,35.13215205,129.0674134,부산광역시 남구,1005,963,849,769,725,694,644,594,540,478,454,440,403,370,331,9820.0,9485.0,9081.0,8522.0,7987.0,7620.0,7332.0,6858.0,6756.0,6840.0,6940.0,6978.0,7000.0,7000.0,6615.0,6287.0,5988.0,5655.0,5097.0,4452.0,3937.0,3496.0,3164.0,2793.0,2579.0,부산광역시 남구,0.0489934872705743,-0.046805259417199714
815,배정미래고등학교 (부산),부산광역시 남구 문현동 1098-5,3216884911,35.13109322,129.0680868,부산광역시 남구,792,700,643,604,547,531,503,483,451,337,255,263,308,378,392,9820.0,9485.0,9081.0,8522.0,7987.0,7620.0,7332.0,6858.0,6756.0,6840.0,6940.0,6978.0,7000.0,7000.0,6615.0,6287.0,5988.0,5655.0,5097.0,4452.0,3937.0,3496.0,3164.0,2793.0,2579.0,부산광역시 남구,0.05802249851983422,-0.040976731601731604
816,배화여자고등학교 (서울),서울특별시 종로구 누하동 149,5761235892,37.57954401,126.9672919,서울특별시 종로구,1078,1093,1092,1001,905,822,821,846,838,748,670,590,571,518,510,6081.0,5852.0,5563.0,5075.0,4540.0,4153.0,3843.0,3578.0,3486.0,3519.0,3475.0,3378.0,3305.0,3310.0,3076.0,2878.0,2684.0,2657.0,2441.0,2179.0,2006.0,1846.0,1730.0,1521.0,1388.0,서울특별시 종로구,0.14629948364888123,-0.04088027708796236
817,백령고등학교 (인천),인천광역시 옹진군 백령면 북포리 170-1,9318511307,37.964414,124.6760478,인천광역시 옹진군,99,89,83,78,80,90,92,102,88,87,73,70,67,65,72,469.0,498.0,499.0,456.0,432.0,395.0,369.0,367.0,389.0,412.0,429.0,432.0,462.0,471.0,441.0,413.0,371.0,370.0,346.0,334.0,312.0,288.0,253.0,222.0,201.0,인천광역시 옹진군,0.18508997429305912,-0.016666666666666666
818,백마고등학교 (경기),경기도 고양시 일산동구 백석동 1138,8573117375,37.65198233,126.7940121,일산동구,2069,1973,1963,1812,1659,1575,1531,1510,1373,1209,1053,980,933,875,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6299.0,6674.0,6643.0,6505.0,6426.0,6595.0,6575.0,6455.0,6312.0,6080.0,5762.0,5216.0,4716.0,4257.0,3995.0,3900.0,3669.0,경기도 고양시 일산동구,0.1333545007143991,-0.0455309673410205
819,백산고등학교 (전북),전북특별자치도 부안군 백산면 오곡리 547-5,8011678457,35.70808449,126.7910026,부안군,244,249,250,245,244,238,234,219,213,196,194,191,194,192,181,2283.0,2224.0,2066.0,1816.0,1553.0,1382.0,1243.0,1119.0,1103.0,1084.0,1094.0,1054.0,1065.0,1082.0,1014.0,984.0,885.0,855.0,825.0,773.0,731.0,610.0,563.0,475.0,433.0,전라북도 부안군,0.16409791477787852,-0.021914285714285713
820,백석고등학교 (경기),경기도 고양시 일산동구 마두동 784,1524252235,37.6529063,126.7869189,일산동구,1675,1593,1588,1516,1411,1351,1316,1296,1195,1105,988,954,903,864,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6299.0,6674.0,6643.0,6505.0,6426.0,6595.0,6575.0,6455.0,6312.0,6080.0,5762.0,5216.0,4716.0,4257.0,3995.0,3900.0,3669.0,경기도 고양시 일산동구,0.1317669471344658,-0.03804690831556503
821,백석고등학교 (인천),인천광역시 서구 백석동 67,2695480108,37.58060358,126.6742921,인천광역시 서구,1468,1454,1511,1528,1528,1419,1393,1304,1235,1111,1051,1003,1022,1045,1071,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.0906935388263189,-0.02800813388182498
822,백송고등학교 (경기),경기도 고양시 일산서구 덕이동 753-11,4777183830,37.69741041,126.742303,일산서구,258,241,210,238,284,397,406,411,401,392,371,368,364,359,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7898.0,8024.0,7540.0,7059.0,6755.0,7122.0,7048.0,6898.0,6680.0,6540.0,6114.0,5366.0,4744.0,4407.0,4291.0,4149.0,3886.0,경기도 고양시 일산서구,0.04634084578374272,0.02606882168925965
823,백신고등학교 (경기),경기도 고양시 일산동구 백석동 1347,2303843259,37.64248837,126.7819557,일산동구,2149,2032,1930,1841,1661,1596,1523,1487,1311,1172,1029,943,886,841,823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6299.0,6674.0,6643.0,6505.0,6426.0,6595.0,6575.0,6455.0,6312.0,6080.0,5762.0,5216.0,4716.0,4257.0,3995.0,3900.0,3669.0,경기도 고양시 일산동구,0.13065565962851247,-0.046859004187994414
824,백암고등학교 (경기),경기도 용인시 처인구 백암면 근창리 166,4253583371,37.164968,127.3685728,처인구,409,410,419,425,399,394,406,387,347,311,273,243,197,164,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6580.0,6720.0,6563.0,6270.0,6092.0,6068.0,5677.0,5475.0,5408.0,5411.0,5090.0,4786.0,4609.0,4524.0,4276.0,3985.0,3646.0,경기도 용인시 처인구,0.022340425531914895,-0.04832773109243697
825,백암고등학교 (서울),서울특별시 양천구 신정동 733,7121578812,37.51219626,126.844377,서울특별시 양천구,1567,1454,1438,1404,1413,1243,1157,1171,1197,1130,1011,963,965,968,1009,17207.0,16528.0,15710.0,14595.0,13508.0,12812.0,12349.0,12200.0,12530.0,12716.0,12269.0,11461.0,11078.0,11274.0,11143.0,10943.0,10600.0,10387.0,9736.0,8597.0,7485.0,6484.0,5924.0,5384.0,4958.0,서울특별시 양천구,0.0805267358339984,-0.028131552557206674
826,백양고등학교 (경기),경기도 고양시 덕양구 행신동 897,2976323485,37.62949459,126.8384269,덕양구,1568,1570,1559,1479,1386,1275,1199,1155,1087,975,909,869,865,809,779,19352.0,19108.0,17854.0,16221.0,14709.0,13987.0,13224.0,12371.0,12051.0,11912.0,11665.0,11361.0,11273.0,11260.0,10640.0,10430.0,10476.0,10789.0,10443.0,9422.0,8575.0,8234.0,8387.0,8712.0,8679.0,경기도 고양시 덕양구,0.0646419384283462,-0.04126933575978162
827,백영고등학교 (경기),경기도 안양시 동안구 평촌동 932,3779721796,37.386458,126.964947,동안구,1668,1681,1650,1573,1444,1364,1334,1332,1247,1126,1012,973,937,910,932,14486.0,14303.0,13672.0,12477.0,11340.0,11300.0,11425.0,11368.0,11255.0,11173.0,10790.0,10455.0,10243.0,10281.0,9977.0,9772.0,9635.0,9275.0,8479.0,7591.0,6977.0,6451.0,6053.0,5901.0,5779.0,경기도 안양시 동안구,0.08280764104842292,-0.03739695759326932
828,백운고등학교 (경기),경기도 의왕시 내손동 665-5,5392170906,37.38788839,126.9866943,의왕시,1266,1177,1114,1179,1221,1182,1057,1062,1007,936,827,803,809,810,814,5316.0,5124.0,4856.0,4648.0,4491.0,4525.0,4546.0,4362.0,4177.0,4033.0,3850.0,3940.0,4095.0,4461.0,4558.0,4559.0,4332.0,4002.0,3516.0,3028.0,2733.0,2734.0,2873.0,2881.0,2771.0,경기도 의왕시,0.19487670576969116,-0.02854603926878808
829,백제고등학교 (전남),전라남도 무안군 무안읍 성남리 375,6876150786,34.98248636,126.4734979,무안군,398,399,416,439,444,442,434,445,430,404,380,371,359,359,359,2154.0,2146.0,2049.0,1866.0,1625.0,1433.0,1376.0,1342.0,1423.0,1521.0,1696.0,1904.0,2044.0,2086.0,1943.0,1901.0,1870.0,1883.0,1755.0,1562.0,1364.0,1284.0,1294.0,1378.0,1428.0,전라남도 무안군,0.2522839072382291,-0.010770465489566613
830,벌교고등학교 (전남),전라남도 보성군 벌교읍 장좌리 511,6117691814,34.8333152,127.3422901,보성군,427,427,441,460,468,457,434,432,420,391,352,325,306,296,310,1661.0,1639.0,1583.0,1423.0,1212.0,1067.0,1007.0,1045.0,1247.0,1328.0,1318.0,1205.0,1251.0,1279.0,1149.0,1032.0,917.0,853.0,767.0,642.0,552.0,451.0,372.0,299.0,275.0,전라남도 보성군,0.24859663191659984,-0.02528998778998779
831,벌교상업고등학교 (전남),전라남도 보성군 벌교읍 회정리 527,2150965929,34.84667869,127.349561,보성군,373,289,211,200,196,225,222,210,200,176,162,142,128,98,96,1661.0,1639.0,1583.0,1423.0,1212.0,1067.0,1007.0,1045.0,1247.0,1328.0,1318.0,1205.0,1251.0,1279.0,1149.0,1032.0,917.0,853.0,767.0,642.0,552.0,451.0,372.0,299.0,275.0,전라남도 보성군,0.07698476343223737,-0.03785905783224818
832,벌교여자고등학교 (전남),전라남도 보성군 벌교읍 장좌리 606,4329891145,34.83509041,127.3411374,보성군,70,56,66,69,66,66,61,71,71,72,44,31,23,24,22,1661.0,1639.0,1583.0,1423.0,1212.0,1067.0,1007.0,1045.0,1247.0,1328.0,1318.0,1205.0,1251.0,1279.0,1149.0,1032.0,917.0,853.0,767.0,642.0,552.0,451.0,372.0,299.0,275.0,전라남도 보성군,0.01764234161988773,-0.046577380952380946
833,범박고등학교 (경기),경기도 부천시 소사구 범박동 113-70,3333667218,37.46768281,126.811738,부천시,1217,1181,1130,1062,1002,921,834,765,766,791,782,753,709,677,713,35969.0,33457.0,31032.0,28893.0,27372.0,27095.0,26596.0,25807.0,25932.0,26365.0,26170.0,25410.0,25069.0,25138.0,23830.0,22802.0,21370.0,20575.0,19394.0,17932.0,16253.0,14437.0,12902.0,11951.0,11047.0,경기도 부천시,0.027494986888786054,-0.03193156473764526
834,범서고등학교 (울산),울산광역시 울주군 범서읍 구영리 213,4608825325,35.56979092,129.2493247,울산광역시 울주군,904,1299,1203,1184,1181,1148,1135,1153,1165,1103,1042,999,979,975,994,9343.0,8551.0,8642.0,7938.0,7248.0,6662.0,6385.0,5885.0,5816.0,6061.0,6353.0,6427.0,6357.0,6474.0,6346.0,6279.0,6136.0,5930.0,5481.0,4902.0,4522.0,4263.0,4013.0,3692.0,3440.0,울산광역시 울주군,0.17090784044016505,-0.010037941273507094
835,범어고등학교 (경남),경상남도 양산시 물금읍 범어리 2712-7,6667165398,35.329712,129.018446,양산시,0,0,359,661,983,1026,1034,1078,1108,1057,1026,981,1003,1007,1021,9297.0,9219.0,8992.0,8499.0,7925.0,7491.0,7194.0,7105.0,7352.0,7733.0,7727.0,7763.0,8105.0,8601.0,8566.0,8567.0,8711.0,8941.0,8985.0,8939.0,8716.0,8081.0,7144.0,6208.0,5520.0,경상남도 양산시,0.13887377584330796,0.057871325425477044
836,법성고등학교 (전남),전라남도 영광군 법성면 대덕리 341-1,8394372820,35.35954595,126.4574606,영광군,351,319,267,237,238,227,255,238,242,200,161,125,115,110,108,2509.0,2592.0,2501.0,2200.0,1886.0,1653.0,1506.0,1406.0,1434.0,1429.0,1450.0,1387.0,1405.0,1429.0,1374.0,1336.0,1264.0,1250.0,1178.0,1174.0,1341.0,1539.0,1541.0,1364.0,1168.0,전라남도 영광군,0.07531380753138076,-0.04539072039072039
837,별가람고등학교 (경기),경기도 남양주시 별내동 909,3080457031,37.661438,127.1221742,남양주시,0,0,0,0,0,0,0,260,476,546,561,548,651,697,805,14389.0,15379.0,15484.0,14735.0,13473.0,12852.0,12596.0,13031.0,14408.0,15759.0,16131.0,16317.0,17028.0,18027.0,17711.0,17041.0,16548.0,16261.0,15228.0,13760.0,12397.0,11658.0,11134.0,10888.0,10448.0,경기도 남양주시,0.0558717379233759,0.08214285714285714
838,별내고등학교 (경기),경기도 남양주시 별내동 1051,3359718441,37.65158042,127.1170775,남양주시,0,0,0,0,425,764,1147,1145,1161,1023,894,782,753,769,837,14389.0,15379.0,15484.0,14735.0,13473.0,12852.0,12596.0,13031.0,14408.0,15759.0,16131.0,16317.0,17028.0,18027.0,17711.0,17041.0,16548.0,16261.0,15228.0,13760.0,12397.0,11658.0,11134.0,10888.0,10448.0,경기도 남양주시,0.058092726263187115,0.05938538205980065
839,병영상업고등학교 (전남),전라남도 강진군 병영면 성남리 316,2084655821,34.71314245,126.813616,강진군,55,62,57,60,66,73,79,78,78,73,68,63,65,56,56,1496.0,1429.0,1328.0,1138.0,1000.0,861.0,877.0,894.0,1080.0,1205.0,1284.0,1311.0,1345.0,1355.0,1245.0,1123.0,1013.0,920.0,793.0,686.0,605.0,512.0,420.0,322.0,349.0,전라남도 강진군,0.05185185185185185,0.0012658227848101273
840,병점고등학교 (경기),경기도 화성시 병점동 861,9674897491,37.20585454,127.0437159,화성시,1147,1143,1121,1111,1187,1206,1197,1186,1143,1066,1027,1005,1017,1014,984,7886.0,8077.0,8245.0,8327.0,8326.0,8884.0,9967.0,11347.0,13475.0,16299.0,19553.0,22360.0,23697.0,23810.0,22128.0,20411.0,19481.0,20218.0,20992.0,21444.0,21340.0,21178.0,20551.0,19838.0,19710.0,경기도 화성시,0.07302411873840445,-0.01087716180999763
841,병천고등학교 (충남),충청남도 천안시 동남구 병천면 탑원리 146-3,4090058207,36.76421876,127.3133479,동남구,898,878,817,714,646,609,602,608,587,524,465,449,435,426,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7671.0,7846.0,8283.0,8215.0,7877.0,7424.0,6969.0,6214.0,5386.0,4787.0,4479.0,4135.0,3760.0,3463.0,충청남도 천안시 동남구,inf,-0.03871699013681196
