학교명,설립일자,본교분교구분,소재지지번주소,소재지도로명주소,시도교육청명,위도,시군구별,경도,시도명,개방ID,학제유형명,2009_학생수,2010_학생수,2011_학생수,2012_학생수,2013_학생수,2014_학생수,2015_학생수,2016_학생수,2017_학생수,2018_학생수,2019_학생수,2020_학생수,2021_학생수,2022_학생수,2023_학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수
함평신광중학교,1971-03-09,본교,전라남도 함평군 신광면 월암리 272,전라남도 함평군 신광면 덕일길 35,전라남도교육청,35.15552762,함평군,126.5008917,전남,2183154582,중학교,40,44,36,41,37,30,20,18,17,16,9,11,8,10,12,1234.0,1174.0,1134.0,1011.0,945.0,856.0,830.0,786.0,791.0,772.0,779.0,747.0,770.0,787.0,782.0,765.0,688.0,656.0,567.0,511.0,429.0,401.0,338.0,288.0,256.0
옥련중학교,1999-03-01,본교,인천광역시 연수구 옥련동 275-2,인천광역시 연수구 청량로 222,인천광역시교육청,37.42666856,인천광역시 연수구,126.6540099,인천,9207950115,중학교,987,947,843,758,684,628,559,493,595,561,552,556,561,523,457,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0
형석중학교,1970-03-20,본교,충청북도 증평군 증평읍 미암리 603,충청북도 증평군 증평읍 미암로 26,충청북도교육청,36.79378517,증평군,127.5925775,충북,5137504816,중학교,351,350,341,342,324,299,288,274,286,293,270,270,262,279,264,1503.0,1427.0,1302.0,1173.0,1003.0,986.0,973.0,961.0,1001.0,1018.0,1093.0,1130.0,1149.0,1161.0,1114.0,1116.0,1125.0,1168.0,1159.0,1093.0,959.0,791.0,648.0,547.0,561.0
용인중학교,1947-07-01,본교,경기도 용인시 처인구 김량장동 212,경기도 용인시 처인구 금학로341번길 8,경기도교육청,37.23861861,처인구,127.2005664,경기,6065676808,중학교,711,602,525,450,488,533,602,610,676,729,774,853,897,950,926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6580.0,6720.0,6563.0,6270.0,6092.0,6068.0,5677.0,5475.0,5408.0,5411.0,5090.0,4786.0,4609.0,4524.0,4276.0,3985.0,3646.0
안양여자중학교,1952-03-22,본교,경기도 안양시 만안구 안양동 840-2,경기도 안양시 만안구 안양로 357,경기도교육청,37.403565,만안구,126.9163223,경기,5652388095,중학교,754,750,730,720,703,647,636,600,570,490,455,454,461,436,418,11136.0,10191.0,9555.0,9095.0,8655.0,8379.0,8045.0,7732.0,7611.0,7522.0,7162.0,6925.0,6874.0,7002.0,6625.0,6232.0,5890.0,5844.0,5582.0,5376.0,5044.0,4721.0,4330.0,4041.0,3980.0
전주오송중학교,2011-03-01,본교,전북특별자치도 전주시 덕진구 송천동2가 175-22,전북특별자치도 전주시 덕진구 천마산로 69,전북특별자치도교육청,35.86587029,덕진구,127.1284673,전북,6842730998,중학교,0,0,226,504,769,828,867,864,840,827,861,738,754,783,772,12254.0,12609.0,12264.0,11477.0,9934.0,9072.0,8441.0,8077.0,8167.0,8380.0,8422.0,8322.0,8234.0,8394.0,8035.0,7704.0,7451.0,7138.0,6783.0,6213.0,5966.0,5661.0,5476.0,5152.0,4883.0
충의중학교,2002-06-07,본교,경기도 의정부시 민락동 735-7,경기도 의정부시 용현로 125,경기도교육청,37.74200365,의정부시,127.0902726,경기,2403684198,중학교,1174,1065,1059,1128,1113,1102,1034,919,829,769,803,848,872,883,860,15118.0,15442.0,15321.0,14410.0,13416.0,12715.0,12294.0,11651.0,12072.0,12384.0,12484.0,11969.0,11429.0,11214.0,10540.0,10096.0,9591.0,9313.0,8814.0,8195.0,7646.0,7279.0,7008.0,6859.0,6663.0
청송중학교,1948-07-21,본교,경상북도 청송군 청송읍 금곡리 815-3,경상북도 청송군 청송읍 금곡1길 13,경상북도교육청,36.43000334,청송군,129.0576987,경북,6088881671,중학교,112,109,113,117,107,81,68,70,66,69,68,72,68,67,65,1034.0,976.0,894.0,780.0,707.0,627.0,570.0,517.0,532.0,529.0,513.0,432.0,408.0,428.0,444.0,438.0,416.0,397.0,383.0,330.0,328.0,278.0,282.0,240.0,239.0
진접중학교,2003-03-01,본교,경기도 남양주시 진접읍 장현리 15-1,경기도 남양주시 진접읍 금강로 1641-1,경기도교육청,37.73661814,남양주시,127.1933654,경기,6414669215,중학교,884,910,890,872,800,779,753,659,577,540,547,626,589,630,614,14389.0,15379.0,15484.0,14735.0,13473.0,12852.0,12596.0,13031.0,14408.0,15759.0,16131.0,16317.0,17028.0,18027.0,17711.0,17041.0,16548.0,16261.0,15228.0,13760.0,12397.0,11658.0,11134.0,10888.0,10448.0
철원중학교,1955-08-15,본교,강원특별자치도 철원군 철원읍 화지리 54번지,강원특별자치도 철원군 철원읍 금학로251번안길 12,강원특별자치도교육청,38.20962891,철원군,127.2112801,강원,2043123424,중학교,437,407,399,409,430,391,353,323,311,293,285,280,286,266,249,2199.0,2259.0,2125.0,1992.0,1723.0,1590.0,1431.0,1390.0,1363.0,1370.0,1327.0,1328.0,1292.0,1312.0,1248.0,1268.0,1235.0,1212.0,1128.0,1060.0,1032.0,1025.0,968.0,887.0,772.0
서원중학교,1985-11-30,본교,충청북도 청주시 흥덕구 가경동 486-3,충청북도 청주시 흥덕구 가경로189번길 61,충청북도교육청,36.63107402,흥덕구,127.433502,충북,3893464088,중학교,1436,1291,1189,1129,1244,1258,1170,1036,914,836,747,814,880,898,888,15866.0,16223.0,16204.0,15536.0,14338.0,13216.0,12550.0,12112.0,12364.0,12843.0,13256.0,13554.0,14155.0,14919.0,14796.0,12449.0,9951.0,7777.0,7360.0,6675.0,6103.0,5709.0,5495.0,5281.0,5230.0
검암중학교,2001-03-01,본교,인천광역시 서구 검암동 497,인천광역시 서구 검암로29번길 12,인천광역시교육청,37.56723223,인천광역시 서구,126.6787899964,인천,3030006289,중학교,975,916,845,730,628,537,481,424,399,410,455,470,442,395,331,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0
은혜중학교,1968-04-04,본교,경기도 평택시 장안동 390-1,경기도 평택시 장안웃길 66,경기도교육청,37.06654128,평택시,127.0816468,경기,9968659460,중학교,770,758,742,714,673,661,616,615,594,576,519,470,461,492,461,18005.0,17198.0,16140.0,14944.0,13552.0,12687.0,12328.0,12529.0,13281.0,13899.0,13758.0,13264.0,13059.0,13365.0,13241.0,13237.0,13084.0,13001.0,12511.0,11635.0,11018.0,10745.0,10873.0,11237.0,11268.0
이화여자대학교사범대학부속이화·금란중학교,1955-04-08,본교,서울특별시 서대문구 대신동 47,서울특별시 서대문구 성산로 520,서울특별시교육청,37.562643,서울특별시 서대문구,126.9444886,서울,6790811479,중학교,1182,1085,1007,1016,959,822,657,557,499,448,400,427,470,484,489,14306.0,14230.0,13619.0,12773.0,11648.0,10894.0,10147.0,9542.0,9349.0,9246.0,8816.0,8252.0,7683.0,7551.0,7196.0,7162.0,6867.0,6710.0,6287.0,5759.0,5079.0,4701.0,4480.0,4322.0,4090.0
용천중학교,2006-03-01,본교,경기도 용인시 처인구 이동읍 천리 1132,경기도 용인시 처인구 이동읍 백옥대로587번길 54,경기도교육청,37.19144213,처인구,127.200828,경기,3225363373,중학교,569,583,573,533,496,476,464,443,447,417,386,353,362,369,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6580.0,6720.0,6563.0,6270.0,6092.0,6068.0,5677.0,5475.0,5408.0,5411.0,5090.0,4786.0,4609.0,4524.0,4276.0,3985.0,3646.0
산곡여자중학교,1990-03-02,본교,인천광역시 부평구 산곡동 228-6,인천광역시 부평구 마장로204번길 37,인천광역시교육청,37.49747444,인천광역시 부평구,126.7060067,인천,3975896418,중학교,1445,1359,1268,1262,1160,1128,1018,975,940,910,850,812,851,843,848,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0
시지중학교,1993-05-08,본교,대구광역시 수성구 신매동 583-1,대구광역시 수성구 신매로 66,대구광역시교육청,35.83551752,대구광역시 수성구,128.708958,대구,3364767968,중학교,1531,1517,1483,1464,1391,1340,1238,1119,1047,1021,934,891,866,841,799,16005.0,15151.0,14210.0,12889.0,11398.0,10129.0,9445.0,8813.0,8941.0,9150.0,9177.0,8735.0,8526.0,8663.0,8500.0,8404.0,8018.0,7784.0,6980.0,6091.0,5259.0,4624.0,4300.0,4145.0,3969.0
관악중학교,1982-04-30,본교,서울특별시 관악구 봉천동 100-569,서울특별시 관악구 남부순환로237길 60,서울특별시교육청,37.48125828,서울특별시 관악구,126.9619123,서울,1469006240,중학교,790,771,716,629,591,532,488,427,398,368,342,311,299,290,292,23336.0,22304.0,20827.0,19365.0,17706.0,17020.0,16622.0,16172.0,16209.0,16267.0,15845.0,14880.0,14303.0,14063.0,13465.0,12807.0,12171.0,11592.0,10452.0,9074.0,7758.0,6732.0,5857.0,5227.0,4811.0
송현여자중학교,1981-11-30,본교,대구광역시 달서구 송현동 540,대구광역시 달서구 송현로 156,대구광역시교육청,35.83112106,대구광역시 달서구,128.5462157,대구,1070928871,중학교,810,759,687,640,612,613,534,459,368,317,275,247,243,229,207,22781.0,24170.0,23767.0,22111.0,19929.0,18327.0,16817.0,15187.0,14741.0,14819.0,15123.0,15300.0,15713.0,16200.0,15893.0,15585.0,15171.0,14578.0,13259.0,11251.0,9674.0,8341.0,7531.0,6616.0,6246.0
신림중학교,1972-05-13,본교,서울특별시 관악구 신림동 133,서울특별시 관악구 신림로 40,서울특별시교육청,37.47032734,서울특별시 관악구,126.946004,서울,6286968708,중학교,741,659,616,594,538,524,474,439,389,384,327,326,311,317,298,23336.0,22304.0,20827.0,19365.0,17706.0,17020.0,16622.0,16172.0,16209.0,16267.0,15845.0,14880.0,14303.0,14063.0,13465.0,12807.0,12171.0,11592.0,10452.0,9074.0,7758.0,6732.0,5857.0,5227.0,4811.0
광주경신중학교,1984-03-05,본교,광주광역시 북구 용봉동 718-1,광주광역시 북구 금호로40번길 40,광주광역시교육청,35.17473839,광주광역시 북구,126.8926244,광주,4427692532,중학교,1186,1162,1081,1036,977,909,783,683,646,624,577,561,563,566,546,22574.0,22278.0,21016.0,19085.0,16593.0,15078.0,13876.0,13092.0,13407.0,13841.0,13920.0,13307.0,12755.0,12333.0,11505.0,11158.0,11037.0,10985.0,10313.0,9268.0,8369.0,7554.0,7266.0,6956.0,6592.0
거원중학교,1998-04-06,본교,서울특별시 송파구 거여동 296,서울특별시 송파구 양산로2길 30,서울특별시교육청,37.48772386,서울특별시 송파구,127.1465491,서울,4598630785,중학교,819,781,737,726,738,722,687,598,514,478,434,378,428,438,430,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0
전주기린중학교,1982-12-19,본교,전북특별자치도 전주시 덕진구 우아동3가 743-10,전북특별자치도 전주시 덕진구 동부대로 739,전북특별자치도교육청,35.8541504,덕진구,127.1569104,전북,5407085597,중학교,747,694,655,644,604,513,376,292,237,204,190,201,183,184,175,12254.0,12609.0,12264.0,11477.0,9934.0,9072.0,8441.0,8077.0,8167.0,8380.0,8422.0,8322.0,8234.0,8394.0,8035.0,7704.0,7451.0,7138.0,6783.0,6213.0,5966.0,5661.0,5476.0,5152.0,4883.0
동지중학교,1946-03-05,본교,경상북도 포항시 북구 용흥동 산125-3,경상북도 포항시 북구 용흥로 123,경상북도교육청,36.03860468,북구,129.3467246,경북,1221081614,중학교,541,546,546,510,482,443,402,355,314,289,273,245,248,251,261,8669.0,8653.0,8458.0,7598.0,6790.0,6256.0,6140.0,5928.0,6102.0,6201.0,6248.0,6289.0,6494.0,6871.0,6966.0,7076.0,7006.0,6826.0,6375.0,5704.0,5052.0,4540.0,4136.0,3955.0,3740.0
구성중학교,2001-03-01,본교,경기도 용인시 기흥구 마북동 543,경기도 용인시 기흥구 연원로42번길 48,경기도교육청,37.29999927,기흥구,127.114422,경기,7178981840,중학교,1527,1483,1461,1454,1424,1326,1212,1090,1089,1078,1044,1018,981,977,946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10806.0,12028.0,12531.0,12608.0,13075.0,13705.0,13292.0,13003.0,12634.0,12298.0,11212.0,9747.0,8635.0,8090.0,7752.0,7426.0,6806.0
광영중학교,1990-02-12,본교,전라남도 광양시 광영동 435,전라남도 광양시 금영로 101,전라남도교육청,34.96022556,광양시,127.7191768,전남,3879763901,중학교,753,723,677,639,603,522,462,384,350,334,318,328,326,333,347,7730.0,7359.0,6900.0,6128.0,5188.0,4633.0,4435.0,4435.0,4656.0,4772.0,4868.0,4988.0,5177.0,5510.0,5478.0,5386.0,5132.0,4818.0,4427.0,3918.0,3582.0,3306.0,3027.0,2776.0,2579.0
무학중학교,1968-10-01,본교,서울특별시 성동구 행당동 322-1,서울특별시 성동구 행당로 120,서울특별시교육청,37.55768336,서울특별시 성동구,127.0319746,서울,9939361691,중학교,1268,1259,1203,1183,1158,1101,992,876,879,867,862,800,836,805,775,13872.0,13892.0,13702.0,13108.0,12087.0,11466.0,10917.0,10512.0,10589.0,10593.0,9957.0,9081.0,8485.0,8497.0,8449.0,8327.0,8245.0,7938.0,7746.0,7339.0,6999.0,6482.0,5969.0,5468.0,5006.0
등촌중학교,1981-01-30,본교,서울특별시 강서구 등촌동 산36-4,서울특별시 강서구 공항대로 484-12,서울특별시교육청,37.55248221,서울특별시 강서구,126.8592148,서울,2631333470,중학교,556,539,536,503,476,489,500,497,431,410,380,358,336,364,392,20887.0,20586.0,19672.0,18585.0,17125.0,16814.0,16736.0,16655.0,17062.0,17673.0,17814.0,17439.0,17213.0,17348.0,16852.0,16523.0,16460.0,16692.0,16068.0,14516.0,12901.0,11446.0,10192.0,9216.0,8506.0
인천중학교,2001-03-01,본교,인천광역시 연수구 연수동 534-4,인천광역시 연수구 함박뫼로 203,인천광역시교육청,37.42145747,인천광역시 연수구,126.6889356,인천,6592776477,중학교,1104,1001,870,783,783,726,649,594,547,525,448,402,339,310,282,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0
삼호서중학교,1997-09-01,본교,전라남도 영암군 삼호읍 용당리 995-23,전라남도 영암군 삼호읍 모밀항길 20,전라남도교육청,34.74730383,영암군,126.3839186,전남,8243305444,중학교,432,414,379,384,373,329,273,248,219,217,207,200,210,209,199,2495.0,2656.0,2652.0,2416.0,2235.0,2138.0,2065.0,1888.0,1966.0,2020.0,2083.0,2049.0,2111.0,2146.0,2088.0,1967.0,1868.0,1707.0,1542.0,1308.0,1146.0,995.0,855.0,689.0,591.0
대청중학교,2003-03-01,본교,부산광역시 기장군 기장읍 청강리 711,부산광역시 기장군 기장읍 차성서로 3,부산광역시교육청,35.2333144,부산광역시 기장군,129.2128169,부산,2550135493,중학교,888,823,781,758,785,747,686,659,668,639,598,558,529,509,495,2787.0,2602.0,2385.0,2261.0,2146.0,2121.0,2112.0,2030.0,1937.0,1880.0,1939.0,2396.0,2924.0,3671.0,4097.0,4856.0,5390.0,5847.0,5559.0,4964.0,4212.0,3720.0,3428.0,3255.0,2997.0
성주여자중학교,1954-03-28,본교,경상북도 성주군 성주읍 경산리 463,경상북도 성주군 성주읍 성주여중고길 19,경상북도교육청,35.91621487,성주군,128.282047,경북,5382016062,중학교,370,360,366,353,327,310,266,221,202,203,192,207,206,221,225,1587.0,1487.0,1379.0,1207.0,1044.0,935.0,873.0,842.0,829.0,840.0,826.0,804.0,828.0,881.0,906.0,890.0,886.0,906.0,895.0,828.0,736.0,651.0,583.0,528.0,487.0
예천중학교,1948-09-01,본교,경상북도 예천군 예천읍 남본리 60,경상북도 예천군 예천읍 예천중앞길 7,경상북도교육청,36.65176852,예천군,128.4603688,경북,1276490688,중학교,196,191,172,176,178,175,171,164,150,126,120,115,124,118,102,1332.0,1354.0,1353.0,1189.0,1027.0,918.0,861.0,821.0,822.0,802.0,760.0,731.0,773.0,797.0,778.0,713.0,710.0,710.0,721.0,779.0,878.0,961.0,944.0,869.0,837.0
부평서중학교,1980-03-12,본교,인천광역시 부평구 십정동 186-79,인천광역시 부평구 화랑로 29,인천광역시교육청,37.48661833,인천광역시 부평구,126.7036652,인천,9868769705,중학교,1252,1113,973,902,813,726,613,509,412,361,325,319,316,278,273,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0
인성여자중학교,1952-05-15,본교,인천광역시 중구 송학동2가 18-1,인천광역시 중구 홍예문로 39,인천광역시교육청,37.4739458,인천광역시 중구,126.624248,인천,3097526073,중학교,461,443,433,427,423,374,327,273,295,293,275,285,295,311,289,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0
신한중학교,1966-02-22,본교,경기도 평택시 비전동 224-7,경기도 평택시 신한1길 26,경기도교육청,36.993569,평택시,127.1044177,경기,8396882832,중학교,1052,989,1011,1028,998,919,868,864,830,826,847,842,885,872,841,18005.0,17198.0,16140.0,14944.0,13552.0,12687.0,12328.0,12529.0,13281.0,13899.0,13758.0,13264.0,13059.0,13365.0,13241.0,13237.0,13084.0,13001.0,12511.0,11635.0,11018.0,10745.0,10873.0,11237.0,11268.0
인천남중학교,1946-09-01,본교,인천광역시 미추홀구 숭의동 41-3,인천광역시 미추홀구 수봉로 16-23,인천광역시교육청,37.46379213,인천광역시 미추홀구,126.6539999,인천,4630699276,중학교,960,890,744,680,641,626,616,524,481,439,413,412,398,422,416,16084.0,15170.0,14328.0,13466.0,12685.0,12418.0,11909.0,11093.0,10827.0,10999.0,11174.0,11178.0,11248.0,11467.0,11005.0,10495.0,9866.0,9464.0,9082.0,8528.0,7889.0,7061.0,6266.0,5664.0,5310.0
두륜중학교,1970-03-19,본교,전라남도 해남군 북일면 흥촌리 275-9,전라남도 해남군 북일면 오소재로 35,전라남도교육청,34.468533,해남군,126.6740469,전남,5673251390,중학교,55,46,51,56,65,65,55,48,28,25,26,25,19,24,31,3085.0,3141.0,2979.0,2660.0,2286.0,2020.0,1921.0,1871.0,1894.0,1878.0,1794.0,1736.0,1644.0,1946.0,2158.0,2475.0,2482.0,2460.0,2265.0,1959.0,1663.0,1418.0,1180.0,906.0,769.0
창북중학교,1958-05-01,본교,경상남도 창원시 의창구 북면 무동리 125-1,경상남도 창원시 의창구 북면 무동서로 8,경상남도교육청,35.316975,의창구,128.5807219,경남,2430263280,중학교,315,268,241,216,204,198,204,174,145,137,198,324,509,597,657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6948.0,6927.0,6958.0,6879.0,6650.0,6195.0,5517.0,5108.0,4812.0,4359.0,3793.0,3229.0
포항중학교,1943-03-31,본교,경상북도 포항시 북구 학산동 205-1,경상북도 포항시 북구 학산로 45,경상북도교육청,36.04956264,북구,129.3660959,경북,5019242465,중학교,877,854,736,713,691,652,559,444,418,459,533,593,626,627,631,8669.0,8653.0,8458.0,7598.0,6790.0,6256.0,6140.0,5928.0,6102.0,6201.0,6248.0,6289.0,6494.0,6871.0,6966.0,7076.0,7006.0,6826.0,6375.0,5704.0,5052.0,4540.0,4136.0,3955.0,3740.0
매현중학교,2002-01-14,본교,경기도 수원시 영통구 매탄동 1284,경기도 수원시 영통구 동탄원천로881번길 20,경기도교육청,37.25486284,영통구,127.042715,경기,5323715567,중학교,1426,1311,1211,1242,1132,1015,856,684,654,586,542,526,532,525,454,0.0,0.0,0.0,0.0,0.0,0.0,10577.0,9996.0,10026.0,10307.0,10384.0,10142.0,10002.0,10348.0,10684.0,11394.0,11878.0,12002.0,11358.0,10327.0,9506.0,8824.0,8226.0,7684.0,7158.0
상주여자중학교,1945-05-30,본교,경상북도 상주시 남성동 150-2,경상북도 상주시 상산로 222,경상북도교육청,36.41141033,상주시,128.1600204,경북,7293606042,중학교,615,604,596,551,536,516,464,425,399,384,358,369,375,384,366,3491.0,3344.0,3158.0,2855.0,2518.0,2283.0,2165.0,2015.0,2019.0,2017.0,2090.0,2084.0,2033.0,1987.0,1872.0,1785.0,1692.0,1625.0,1521.0,1413.0,1340.0,1251.0,1109.0,995.0,929.0
가좌중학교,1984-10-02,본교,인천광역시 서구 가좌동 195,인천광역시 서구 건지로334번길 31,인천광역시교육청,37.495703,인천광역시 서구,126.6797136,인천,5414594173,중학교,1316,1088,925,828,739,672,614,546,463,463,456,462,423,390,396,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0
병곡중학교,1955-05-19,본교,경상북도 영덕군 병곡면 병곡리 283,경상북도 영덕군 병곡면 병곡길 24-7,경상북도교육청,36.60434274,영덕군,129.411274,경북,9869478881,중학교,43,39,36,35,33,25,21,19,16,18,16,13,12,13,18,1301.0,1270.0,1158.0,1035.0,900.0,819.0,779.0,757.0,814.0,785.0,745.0,706.0,694.0,681.0,634.0,633.0,630.0,589.0,586.0,523.0,540.0,483.0,436.0,364.0,294.0
감천중학교,1954-06-13,본교,경상북도 예천군 감천면 포리 311-2,경상북도 예천군 감천면 충효로 1429,경상북도교육청,36.72434848,예천군,128.5261545,경북,3483978211,중학교,56,40,34,30,27,22,19,16,16,13,17,16,15,19,19,1332.0,1354.0,1353.0,1189.0,1027.0,918.0,861.0,821.0,822.0,802.0,760.0,731.0,773.0,797.0,778.0,713.0,710.0,710.0,721.0,779.0,878.0,961.0,944.0,869.0,837.0
경기체육중학교,2011-03-01,본교,경기도 수원시 장안구 천천동 30-1,경기도 수원시 장안구 상률로 106,경기도교육청,37.30395971,장안구,126.9785339,경기,5397849678,중학교,0,0,26,54,80,83,87,94,92,99,97,96,97,87,83,13239.0,13679.0,13769.0,13734.0,12419.0,11378.0,9994.0,9230.0,9030.0,8938.0,8645.0,8223.0,8044.0,8000.0,7770.0,7675.0,7639.0,7225.0,6507.0,5476.0,4684.0,4012.0,3460.0,3191.0,3008.0
명현중학교,2002-03-01,본교,인천광역시 계양구 효성동 20,인천광역시 계양구 안남로554번길 26,인천광역시교육청,37.53199958,인천광역시 계양구,126.7137307,인천,1224613547,중학교,1310,1221,1083,941,868,802,682,672,676,638,557,530,505,482,473,16035.0,16085.0,15104.0,13769.0,12464.0,11489.0,10630.0,9978.0,10028.0,10221.0,10133.0,9886.0,9934.0,10167.0,9768.0,9433.0,8764.0,8222.0,7202.0,6360.0,5559.0,4836.0,4193.0,3689.0,3394.0
오태중학교,2007-03-01,본교,경상북도 구미시 오태동 613-2,경상북도 구미시 금오대로24길 33,경상북도교육청,36.07176063,구미시,128.3540672,경북,8352881193,중학교,838,845,846,846,841,788,674,552,482,432,457,457,440,362,321,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0
옥계동부중학교,2010-03-01,본교,경상북도 구미시 옥계동 911,경상북도 구미시 옥계북로 87,경상북도교육청,36.13905171,구미시,128.426171,경북,2133453249,중학교,0,308,599,892,916,915,876,790,725,709,683,701,699,774,808,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0
강진작천중학교,1971-03-09,본교,전라남도 강진군 작천면 평리 172-1,전라남도 강진군 작천면 까치내로 864,전라남도교육청,34.70612997,강진군,126.7706339,전남,5578023314,중학교,41,39,35,30,29,26,19,15,13,14,14,14,25,22,16,1496.0,1429.0,1328.0,1138.0,1000.0,861.0,877.0,894.0,1080.0,1205.0,1284.0,1311.0,1345.0,1355.0,1245.0,1123.0,1013.0,920.0,793.0,686.0,605.0,512.0,420.0,322.0,349.0
산본중학교,1985-01-21,본교,경기도 군포시 산본동 1088-2,경기도 군포시 산본로432번길 17,경기도교육청,37.3695021,군포시,126.9271263,경기,4149233639,중학교,1501,1481,1437,1336,1330,1259,1242,1123,1032,957,924,917,898,851,838,14307.0,14271.0,13543.0,12392.0,11501.0,10912.0,10637.0,10300.0,10339.0,10558.0,10285.0,10171.0,10334.0,10774.0,10442.0,10070.0,9605.0,9333.0,8344.0,7234.0,6332.0,5748.0,5196.0,4741.0,4457.0
송도중학교,1906-10-03,본교,인천광역시 중구 답동 36,인천광역시 중구 제물량로 123,인천광역시교육청,37.46826663,인천광역시 중구,126.6289964,인천,3334861338,중학교,862,893,846,805,743,680,597,502,434,365,294,272,259,237,224,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0
세지중학교,1969-04-01,본교,전라남도 나주시 세지면 오봉리 279-2,전라남도 나주시 세지면 동창로 112,전라남도교육청,34.91802313,나주시,126.7483047,전남,8829824626,중학교,97,97,90,89,127,145,139,139,125,114,121,117,122,118,103,3898.0,3770.0,3494.0,3135.0,2763.0,2546.0,2364.0,2215.0,2203.0,2181.0,2090.0,1876.0,1766.0,1819.0,1918.0,1998.0,2125.0,2356.0,2654.0,2734.0,2652.0,2442.0,2254.0,2113.0,2102.0
성의중학교,1949-09-26,본교,경상북도 김천시 지좌동 621,경상북도 김천시 성의길 38,경상북도교육청,36.11395555,김천시,128.1389811,경북,2544396102,중학교,406,410,404,409,377,356,303,311,274,239,204,216,238,220,217,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0
