학교명,설립일자,본교분교구분,소재지지번주소,소재지도로명주소,시도교육청명,위도,시군구별,경도,시도명,개방ID,학제유형명,2009_학생수,2010_학생수,2011_학생수,2012_학생수,2013_학생수,2014_학생수,2015_학생수,2016_학생수,2017_학생수,2018_학생수,2019_학생수,2020_학생수,2021_학생수,2022_학생수,2023_학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수
배화여자중학교,1898-10-02,본교,서울특별시 종로구 누상동 150,서울특별시 종로구 필운대로1길 34,서울특별시교육청,37.57954401,서울특별시 종로구,126.9672919,서울,4888820052,중학교,632,604,616,600,609,565,524,476,450,406,430,427,458,441,403,6081.0,5852.0,5563.0,5075.0,4540.0,4153.0,3843.0,3578.0,3486.0,3519.0,3475.0,3378.0,3305.0,3310.0,3076.0,2878.0,2684.0,2657.0,2441.0,2179.0,2006.0,1846.0,1730.0,1521.0,1388.0
향남중학교,2008-09-01,본교,경기도 화성시 향남읍 행정리 481,경기도 화성시 향남읍 행정동로 50,경기도교육청,37.12873445,화성시,126.927754,경기,7261949539,중학교,475,818,1019,1135,1217,1283,1336,1350,1313,1301,1280,1270,1318,1344,1297,7886.0,8077.0,8245.0,8327.0,8326.0,8884.0,9967.0,11347.0,13475.0,16299.0,19553.0,22360.0,23697.0,23810.0,22128.0,20411.0,19481.0,20218.0,20992.0,21444.0,21340.0,21178.0,20551.0,19838.0,19710.0
전주근영중학교,1961-04-01,본교,전북특별자치도 전주시 완산구 중화산동2가 247,전북특별자치도 전주시 완산구 영경1길 11,전북특별자치도교육청,35.82030227,완산구,127.1246416,전북,6120559632,중학교,984,986,973,984,947,914,845,741,686,661,607,598,600,577,600,13382.0,13038.0,12669.0,11950.0,11126.0,10376.0,10020.0,9505.0,9434.0,9318.0,9055.0,8715.0,8802.0,9159.0,9156.0,9025.0,8709.0,8419.0,7682.0,6709.0,5661.0,4875.0,4367.0,4067.0,3809.0
함안중학교,1951-09-01,본교,경상남도 함안군 가야읍 도항리 163-3,경상남도 함안군 가야읍 함안대로 632,경상남도교육청,35.282922,함안군,128.4042846,경남,3280672669,중학교,525,509,479,438,433,421,410,379,343,328,313,334,336,354,334,2326.0,2212.0,2039.0,1853.0,1684.0,1559.0,1428.0,1390.0,1578.0,1801.0,1956.0,1894.0,1785.0,1699.0,1616.0,1558.0,1521.0,1474.0,1371.0,1168.0,985.0,805.0,669.0,532.0,470.0
순천금당중학교,2000-03-01,본교,전라남도 순천시 해룡면 상삼리 695,전라남도 순천시 해룡면 장선배기길 189,전라남도교육청,34.94417403,순천시,127.531538,전남,6343717277,중학교,1337,1384,1444,1432,1427,1327,1185,1058,997,968,901,812,775,734,724,12280.0,11696.0,10999.0,10072.0,9040.0,8341.0,7744.0,7381.0,7202.0,7145.0,6947.0,6598.0,6487.0,6546.0,6525.0,6374.0,6284.0,6130.0,5947.0,5535.0,5366.0,5122.0,4963.0,4677.0,4458.0
부남중학교,1982-11-17,본교,전북특별자치도 무주군 부남면 대소리 510,전북특별자치도 무주군 부남면 대소길 10,전북특별자치도교육청,35.97290779,무주군,127.5597534,전북,7351137280,중학교,13,15,16,16,16,14,13,12,11,8,10,10,10,7,6,782.0,760.0,719.0,633.0,572.0,547.0,551.0,560.0,606.0,629.0,640.0,591.0,583.0,557.0,527.0,497.0,463.0,436.0,372.0,307.0,256.0,241.0,224.0,210.0,169.0
신정중학교,2009-03-01,본교,부산광역시 기장군 정관읍 용수리 1363,부산광역시 기장군 정관읍 정관3로 44,부산광역시교육청,35.32908463,부산광역시 기장군,129.1688999905,부산,6947127401,중학교,141,476,728,900,1047,948,887,891,867,823,811,843,885,904,888,2787.0,2602.0,2385.0,2261.0,2146.0,2121.0,2112.0,2030.0,1937.0,1880.0,1939.0,2396.0,2924.0,3671.0,4097.0,4856.0,5390.0,5847.0,5559.0,4964.0,4212.0,3720.0,3428.0,3255.0,2997.0
한양중학교,1948-09-01,본교,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299,서울특별시교육청,37.5658716,서울특별시 중구,127.0114433,서울,1361942648,중학교,555,489,446,404,344,313,287,247,220,214,206,192,179,164,151,4012.0,4170.0,4441.0,4611.0,4189.0,3872.0,3559.0,3478.0,3494.0,3539.0,3469.0,3363.0,3327.0,3490.0,3342.0,3278.0,3013.0,2950.0,2717.0,2500.0,2324.0,2206.0,2100.0,1904.0,1748.0
창문여자중학교,1972-10-10,본교,서울특별시 강북구 미아동 8-16,서울특별시 강북구 월계로 61,서울특별시교육청,37.6134057,서울특별시 강북구,127.0357962,서울,5712450802,중학교,589,616,614,621,606,605,561,504,444,406,392,416,449,466,478,13303.0,12177.0,11271.0,10441.0,10074.0,9759.0,9364.0,8700.0,8704.0,8763.0,8773.0,8443.0,8374.0,8408.0,8098.0,7669.0,7015.0,6489.0,5901.0,5081.0,4343.0,3620.0,3270.0,2898.0,2675.0
산양중학교,1971-03-03,본교,경상남도 통영시 산양읍 남평리 862-1,경상남도 통영시 산양읍 산양중앙로 47,경상남도교육청,34.80205332,통영시,128.3920215,경남,3368790209,중학교,80,81,82,71,64,56,52,61,59,73,59,71,92,103,108,4629.0,4598.0,4393.0,4048.0,3684.0,3471.0,3395.0,3366.0,3602.0,3966.0,4241.0,4465.0,4600.0,4718.0,4328.0,4017.0,3699.0,3565.0,3137.0,2545.0,2022.0,1645.0,1428.0,1284.0,1159.0
구림중학교,1969-12-02,본교,전북특별자치도 순창군 구림면 운남리 233,전북특별자치도 순창군 구림면 방화로 6,전북특별자치도교육청,35.45297226,순창군,127.100401,전북,9829375028,중학교,40,38,43,44,42,33,22,18,17,16,17,14,16,11,9,920.0,915.0,915.0,845.0,759.0,652.0,631.0,602.0,696.0,706.0,728.0,672.0,665.0,638.0,576.0,508.0,495.0,586.0,657.0,687.0,616.0,563.0,432.0,318.0,232.0
석관중학교,1982-12-09,본교,서울특별시 성북구 석관동 88-2,서울특별시 성북구 한천로 526,서울특별시교육청,37.60814014,서울특별시 성북구,127.0667131,서울,2062588751,중학교,1144,1026,1007,974,917,838,775,670,573,529,502,558,566,548,517,17723.0,17047.0,15770.0,13939.0,12726.0,12494.0,12701.0,12822.0,13290.0,13657.0,13478.0,13042.0,13041.0,13040.0,12462.0,11585.0,10882.0,10111.0,9205.0,7955.0,7042.0,6452.0,6127.0,5876.0,5530.0
도원중학교,1995-11-11,본교,대구광역시 달서구 도원동 1452,대구광역시 달서구 미리샘길 32,대구광역시교육청,35.80619402,대구광역시 달서구,128.5450006,대구,2342118918,중학교,1464,1428,1369,1230,1127,986,914,802,753,703,646,622,587,622,608,22781.0,24170.0,23767.0,22111.0,19929.0,18327.0,16817.0,15187.0,14741.0,14819.0,15123.0,15300.0,15713.0,16200.0,15893.0,15585.0,15171.0,14578.0,13259.0,11251.0,9674.0,8341.0,7531.0,6616.0,6246.0
신서중학교,1983-05-06,본교,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 206,서울특별시교육청,37.51596644,서울특별시 양천구,126.8550164,서울,5419091701,중학교,2124,2016,1877,1824,1683,1549,1371,1259,1244,1177,1173,1202,1266,1227,1176,17207.0,16528.0,15710.0,14595.0,13508.0,12812.0,12349.0,12200.0,12530.0,12716.0,12269.0,11461.0,11078.0,11274.0,11143.0,10943.0,10600.0,10387.0,9736.0,8597.0,7485.0,6484.0,5924.0,5384.0,4958.0
성수중학교,1971-11-25,본교,전북특별자치도 임실군 성수면 양지리 257,전북특별자치도 임실군 성수면 월삼로 354,전북특별자치도교육청,35.6297434,임실군,127.3358183,전북,2115194380,중학교,28,25,21,18,24,23,25,21,23,28,33,32,20,24,23,1131.0,1049.0,924.0,797.0,717.0,641.0,594.0,546.0,595.0,687.0,764.0,769.0,733.0,715.0,680.0,660.0,610.0,561.0,529.0,496.0,485.0,472.0,466.0,440.0,374.0
남성중학교,1946-03-05,본교,전북특별자치도 익산시 신동 156-4,전북특별자치도 익산시 동서로35길 41,전북특별자치도교육청,35.95635944,익산시,126.965918,전북,9491265416,중학교,994,907,837,811,788,713,677,610,587,545,516,514,511,501,488,14090.0,13855.0,13190.0,12227.0,11159.0,10275.0,9574.0,8866.0,8723.0,8549.0,8253.0,7852.0,7723.0,7916.0,7626.0,7289.0,6895.0,6564.0,6181.0,5481.0,4812.0,4137.0,3608.0,3277.0,2987.0
대전신계중학교,2006-03-01,본교,대전광역시 서구 복수동 451,대전광역시 서구 복수동로 40-30,대전광역시교육청,36.30195661,대전광역시 서구,127.3770392,대전,5469115972,중학교,588,722,793,828,884,867,776,667,614,559,524,557,627,639,620,19650.0,19711.0,19194.0,18015.0,16941.0,16500.0,15967.0,15299.0,14932.0,14790.0,14317.0,13832.0,13824.0,14211.0,14115.0,13795.0,13418.0,12983.0,12074.0,10669.0,9403.0,8461.0,7836.0,7588.0,7330.0
청라중학교,1971-01-16,본교,충청남도 보령시 청라면 의평리 206,충청남도 보령시 청라면 대청로 804,충청남도교육청,36.38888916,보령시,126.6622666,충남,1108386993,중학교,89,85,99,109,108,107,94,91,101,105,109,109,124,112,112,4087.0,4007.0,3801.0,3420.0,3152.0,2871.0,2647.0,2567.0,2495.0,2559.0,2476.0,2441.0,2413.0,2374.0,2204.0,2073.0,1966.0,1952.0,1802.0,1621.0,1455.0,1323.0,1236.0,1134.0,1017.0
초지중학교,2004-03-15,본교,경기도 안산시 단원구 초지동 723-2,경기도 안산시 단원구 광덕3로 48,경기도교육청,37.3120993,단원구,126.8179787,경기,7047946810,중학교,1160,1180,1157,1136,1122,1071,1005,916,868,815,781,787,724,642,597,0.0,0.0,0.0,0.0,0.0,11058.0,10846.0,10555.0,10609.0,10740.0,10416.0,9914.0,9523.0,9638.0,9115.0,8632.0,7961.0,7455.0,6715.0,5828.0,5352.0,5235.0,5299.0,5281.0,5008.0
설악중학교,1966-12-23,본교,강원특별자치도 속초시 교동 780-5번지,강원특별자치도 속초시 미시령로 3402,강원특별자치도교육청,38.20550398,속초시,128.5790108,강원,7586415827,중학교,1010,995,952,919,914,879,862,759,728,638,594,554,568,564,561,3600.0,3550.0,3388.0,3200.0,2847.0,2602.0,2325.0,2099.0,2018.0,1958.0,1934.0,1932.0,1978.0,2012.0,1908.0,1850.0,1850.0,1771.0,1545.0,1316.0,1213.0,1245.0,1209.0,1164.0,1057.0
여수종고중학교,1955-03-29,본교,전라남도 여수시 동산동 산12-4,전라남도 여수시 군자길 75,전라남도교육청,34.74436688,여수시,127.7363763,전남,3253566801,중학교,807,772,699,641,630,616,550,481,420,374,347,334,347,330,320,13687.0,13188.0,12391.0,11227.0,10024.0,9155.0,8542.0,7954.0,7795.0,7793.0,7712.0,7523.0,7649.0,7784.0,7654.0,7296.0,7227.0,7089.0,6812.0,6053.0,5339.0,4787.0,4399.0,4094.0,3744.0
용지중학교,1971-01-16,본교,전북특별자치도 김제시 용지면 구암리 258-1,전북특별자치도 김제시 용지면 황토로 702,전북특별자치도교육청,35.85077247,김제시,126.9605037,전북,1928232610,중학교,103,91,81,60,72,59,54,46,35,29,30,28,30,30,32,3752.0,3593.0,3289.0,3067.0,2720.0,2497.0,2301.0,2218.0,2199.0,2184.0,2157.0,2070.0,2089.0,2040.0,1918.0,1738.0,1553.0,1448.0,1347.0,1224.0,1067.0,943.0,859.0,912.0,1028.0
선린중학교,1899-06-24,본교,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,서울특별시교육청,37.54296872,서울특별시 용산구,126.9649361,서울,4648312270,중학교,967,1022,947,956,897,858,739,624,551,543,516,518,502,488,486,8629.0,8773.0,8709.0,8090.0,7243.0,6755.0,6528.0,6463.0,6651.0,6942.0,6940.0,6803.0,6780.0,7032.0,6849.0,6516.0,6072.0,5651.0,5139.0,4549.0,4155.0,3867.0,3724.0,3520.0,3356.0
일신여자중학교,1974-03-01,본교,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8,서울특별시교육청,37.501777,서울특별시 송파구,127.1142413,서울,2880131423,중학교,941,618,542,521,771,704,614,519,485,452,421,422,426,442,416,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0
방배중학교,1981-04-30,본교,서울특별시 서초구 반포동 586-1,서울특별시 서초구 동광로 144,서울특별시교육청,37.49486827,서울특별시 서초구,126.997827,서울,8102512538,중학교,825,805,758,738,658,593,553,530,573,577,541,518,554,560,549,13894.0,13849.0,12910.0,12167.0,11066.0,10868.0,10666.0,10760.0,10969.0,11412.0,11503.0,11995.0,12339.0,13032.0,12710.0,12655.0,12294.0,11842.0,10746.0,9587.0,8470.0,7669.0,6913.0,6265.0,5714.0
보인중학교,1908-06-08,본교,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18,서울특별시교육청,37.4975692,서울특별시 송파구,127.1395178,서울,3346075654,중학교,834,802,779,790,803,803,757,708,647,587,527,523,567,541,494,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0
천내중학교,2005-03-01,본교,대구광역시 달성군 화원읍 구라리 1560-12,대구광역시 달성군 화원읍 성천로 202,대구광역시교육청,35.80935839,대구광역시 달성군,128.5034625,대구,9061634004,중학교,816,780,698,627,576,532,472,405,356,316,274,262,270,263,263,7333.0,7244.0,7059.0,6717.0,6010.0,5579.0,5338.0,5137.0,5100.0,5160.0,5347.0,5675.0,5948.0,6279.0,6103.0,5925.0,5699.0,6098.0,6879.0,7805.0,8190.0,7867.0,7215.0,6463.0,5846.0
목포여자중학교,1917-04-06,본교,전라남도 목포시 경동2가 7-2,전라남도 목포시 유동로 35,전라남도교육청,34.78517069,목포시,126.3801797,전남,2916979610,중학교,764,747,664,530,404,279,226,142,127,125,115,120,119,122,122,11236.0,10671.0,9976.0,9041.0,8131.0,7559.0,7096.0,6839.0,6972.0,7416.0,7681.0,7762.0,7760.0,7800.0,7367.0,6670.0,6034.0,5689.0,5184.0,4572.0,3957.0,3489.0,2963.0,2575.0,2427.0
환일중학교,1947-06-24,본교,서울특별시 중구 만리동2가 218-2,서울특별시 중구 환일길 47,서울특별시교육청,37.553608,서울특별시 중구,126.962807,서울,9668762743,중학교,304,332,338,329,277,259,211,194,171,173,158,161,158,147,151,4012.0,4170.0,4441.0,4611.0,4189.0,3872.0,3559.0,3478.0,3494.0,3539.0,3469.0,3363.0,3327.0,3490.0,3342.0,3278.0,3013.0,2950.0,2717.0,2500.0,2324.0,2206.0,2100.0,1904.0,1748.0
금곡중학교,1995-03-01,본교,부산광역시 북구 금곡동 99-2,부산광역시 북구 효열로162번길 3,부산광역시교육청,35.26085915,부산광역시 북구,129.017153,부산,8458682000,중학교,872,808,748,640,594,538,486,422,354,329,290,283,279,281,266,12307.0,11894.0,11313.0,10325.0,9375.0,8976.0,8812.0,8310.0,8094.0,7816.0,7465.0,7096.0,6938.0,7264.0,7302.0,7379.0,7198.0,7210.0,6927.0,6327.0,5378.0,4537.0,3976.0,3829.0,3723.0
청란여자중학교,1963-04-13,본교,대전광역시 중구 부사동 436-1,대전광역시 중구 보문로 95번길40,대전광역시교육청,36.31073792,대전광역시 중구,127.4295277,대전,8105439901,중학교,344,296,272,220,205,171,147,117,99,96,95,88,73,50,41,9771.0,9491.0,9220.0,8742.0,8172.0,7432.0,7108.0,6881.0,7142.0,7313.0,7253.0,7030.0,6899.0,6958.0,6759.0,6557.0,6152.0,5760.0,5068.0,4380.0,3801.0,3292.0,2950.0,2737.0,2611.0
광안중학교,1980-04-09,본교,부산광역시 수영구 광안동 977-1,부산광역시 수영구 연수로310번길 127,부산광역시교육청,35.16822316,부산광역시 수영구,129.1049195,부산,7201155126,중학교,699,662,611,583,579,542,506,446,424,389,350,355,367,352,326,5830.0,5538.0,5085.0,4569.0,4039.0,3772.0,3762.0,3801.0,3921.0,3937.0,3816.0,3691.0,3710.0,3900.0,3816.0,3708.0,3755.0,3838.0,3719.0,3300.0,2891.0,2596.0,2416.0,2339.0,2214.0
대안중학교,1984-01-16,본교,경기도 안양시 동안구 호계동 1225,경기도 안양시 동안구 흥안대로249번길 25,경기도교육청,37.37798341,동안구,126.9658777,경기,9687482953,중학교,995,1007,930,873,810,774,679,641,601,588,568,589,590,562,539,14486.0,14303.0,13672.0,12477.0,11340.0,11300.0,11425.0,11368.0,11255.0,11173.0,10790.0,10455.0,10243.0,10281.0,9977.0,9772.0,9635.0,9275.0,8479.0,7591.0,6977.0,6451.0,6053.0,5901.0,5779.0
전주남중학교,1937-04-19,본교,전북특별자치도 전주시 완산구 평화동1가 445-4,전북특별자치도 전주시 완산구 덕적골2길 30,전북특별자치도교육청,35.79608353,완산구,127.1402939,전북,1958484709,중학교,487,449,400,337,296,246,208,158,141,131,142,144,130,101,93,13382.0,13038.0,12669.0,11950.0,11126.0,10376.0,10020.0,9505.0,9434.0,9318.0,9055.0,8715.0,8802.0,9159.0,9156.0,9025.0,8709.0,8419.0,7682.0,6709.0,5661.0,4875.0,4367.0,4067.0,3809.0
부산중앙여자중학교,1960-03-11,본교,부산광역시 서구 서대신동3가 181,부산광역시 서구 대신로 59-32,부산광역시교육청,35.11584673,부산광역시 서구,129.0110339,부산,2407963931,중학교,827,857,778,719,669,618,576,489,467,432,424,400,420,396,390,5015.0,4524.0,4170.0,3689.0,3315.0,2916.0,2761.0,2521.0,2465.0,2343.0,2166.0,1962.0,1925.0,1980.0,1933.0,1866.0,1791.0,1781.0,1631.0,1458.0,1270.0,1171.0,1089.0,1047.0,990.0
천안가온중학교,2011-03-01,본교,충청남도 천안시 동남구 청당동 482,충청남도 천안시 동남구 청수6로 83,충청남도교육청,36.78776535,동남구,127.1555309,충남,8294192314,중학교,0,0,363,672,1006,969,954,920,889,904,926,968,949,946,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7671.0,7846.0,8283.0,8215.0,7877.0,7424.0,6969.0,6214.0,5386.0,4787.0,4479.0,4135.0,3760.0,3463.0
아현중학교,1980-02-02,본교,서울특별시 마포구 아현동 267-1,서울특별시 마포구 마포대로 247,서울특별시교육청,37.55640071,서울특별시 마포구,126.9565000215,서울,8151573896,중학교,781,598,502,490,501,481,731,800,856,796,799,816,856,845,892,16148.0,15854.0,15211.0,14202.0,12654.0,12304.0,11994.0,12257.0,12537.0,12852.0,12453.0,11703.0,11418.0,11480.0,10976.0,10490.0,10319.0,10391.0,9830.0,8732.0,7674.0,6877.0,6308.0,5735.0,5291.0
녹천중학교,1995-05-06,본교,서울특별시 노원구 월계동 321-7,서울특별시 노원구 월계로 376,서울특별시교육청,37.63108361,서울특별시 노원구,127.0617375,서울,1089138388,중학교,680,690,659,638,618,590,549,512,460,434,398,417,456,451,418,23036.0,24353.0,25044.0,24187.0,22193.0,20714.0,19414.0,18265.0,17832.0,17820.0,17131.0,16197.0,15539.0,15657.0,15027.0,14679.0,13845.0,13353.0,12132.0,10521.0,8949.0,7707.0,7081.0,6723.0,6562.0
서울여자중학교,1955-03-02,본교,서울특별시 마포구 염리동 128-2,서울특별시 마포구 백범로25길 34,서울특별시교육청,37.5477805,서울특별시 마포구,126.94907,서울,1984320282,중학교,966,820,648,543,568,558,534,508,508,482,469,532,626,662,652,16148.0,15854.0,15211.0,14202.0,12654.0,12304.0,11994.0,12257.0,12537.0,12852.0,12453.0,11703.0,11418.0,11480.0,10976.0,10490.0,10319.0,10391.0,9830.0,8732.0,7674.0,6877.0,6308.0,5735.0,5291.0
대청중학교,1987-05-06,본교,서울특별시 강남구 대치동 502,서울특별시 강남구 양재천로 321,서울특별시교육청,37.49043056,서울특별시 강남구,127.0583501,서울,8403585672,중학교,1204,1223,1201,1166,1110,1097,1021,1022,1052,1001,1019,1052,1073,1064,1080,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0
양학중학교,1991-02-28,본교,경상북도 포항시 북구 득량동 205-6,경상북도 포항시 북구 이동로 63,경상북도교육청,36.03347484,북구,129.3418898,경북,9334657132,중학교,991,941,872,805,751,678,611,491,441,400,391,372,348,339,311,8669.0,8653.0,8458.0,7598.0,6790.0,6256.0,6140.0,5928.0,6102.0,6201.0,6248.0,6289.0,6494.0,6871.0,6966.0,7076.0,7006.0,6826.0,6375.0,5704.0,5052.0,4540.0,4136.0,3955.0,3740.0
이매중학교,1992-09-01,본교,경기도 성남시 분당구 이매동 102,경기도 성남시 분당구 양현로 194,경기도교육청,37.40192933,분당구,127.126055,경기,5194687902,중학교,1214,1149,1135,1123,1129,1079,1050,994,975,959,985,986,994,985,964,14565.0,14902.0,14666.0,14254.0,13484.0,13629.0,13832.0,13826.0,13663.0,13329.0,12899.0,13186.0,14024.0,14956.0,14870.0,14662.0,14520.0,14213.0,13391.0,11997.0,10611.0,9357.0,8549.0,8103.0,7569.0
조양중학교,1967-12-18,본교,경기도 양주시 광적면 가납리 908,경기도 양주시 광적면 부흥로 757,경기도교육청,37.82006347,양주시,126.9791625,경기,1255482554,중학교,498,470,412,391,379,347,336,295,293,280,323,330,328,305,266,4664.0,4717.0,4890.0,5216.0,5251.0,5264.0,5041.0,5019.0,5380.0,5642.0,5730.0,5663.0,5869.0,6083.0,5789.0,5392.0,5005.0,4838.0,4551.0,4231.0,3962.0,3803.0,3717.0,3664.0,3810.0
상하중학교,1971-01-16,본교,전북특별자치도 고창군 상하면 장산리 78-6,전북특별자치도 고창군 상하면 상하1길 34,전북특별자치도교육청,35.44537281,고창군,126.4882935,전북,6821507751,중학교,67,59,60,59,55,57,57,48,45,39,40,31,31,28,31,2085.0,2018.0,1881.0,1691.0,1431.0,1252.0,1108.0,1072.0,1074.0,1084.0,1071.0,1024.0,1036.0,1027.0,962.0,947.0,907.0,879.0,776.0,732.0,711.0,679.0,604.0,523.0,458.0
대전자운중학교,2006-03-01,본교,대전광역시 유성구 신봉동 208,대전광역시 유성구 자운로97번길 356,대전광역시교육청,36.411014,대전광역시 유성구,127.3380614,대전,3580833315,중학교,297,261,246,230,243,230,207,171,162,153,130,111,111,102,105,8280.0,7906.0,7532.0,7388.0,7369.0,7446.0,7495.0,7969.0,9040.0,9804.0,9816.0,9510.0,9766.0,10455.0,10718.0,10828.0,10925.0,11108.0,10842.0,9898.0,8833.0,7790.0,7246.0,7133.0,7181.0
인제중학교,1954-09-01,본교,강원특별자치도 인제군 인제읍 상동리 26-2 번지,강원특별자치도 인제군 인제읍 인제로 231,강원특별자치도교육청,38.07084007,인제군,128.1754146,강원,8700509965,중학교,310,318,309,317,303,303,253,244,230,234,224,213,233,244,264,1488.0,1522.0,1468.0,1279.0,1115.0,1061.0,1077.0,1109.0,1179.0,1193.0,1167.0,1115.0,1078.0,1095.0,1047.0,1034.0,1039.0,1036.0,1024.0,907.0,827.0,739.0,707.0,663.0,653.0
현도중학교,1970-03-17,본교,충청북도 청주시 서원구 현도면 선동리 256-3,충청북도 청주시 서원구 현도면 청남로 332-4,충청북도교육청,36.48310468,서원구,127.425716,충북,4842216134,중학교,37,40,35,29,39,51,64,57,52,43,49,59,49,32,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6129.0,5493.0,4762.0,4005.0,3314.0,2783.0,2599.0,2552.0
만경중학교,1950-09-29,본교,전북특별자치도 김제시 만경읍 만경리 527,전북특별자치도 김제시 만경읍 능제로 29,전북특별자치도교육청,35.84855174,김제시,126.8172224,전북,9810801804,중학교,50,46,49,45,44,36,33,30,29,21,19,18,42,44,52,3752.0,3593.0,3289.0,3067.0,2720.0,2497.0,2301.0,2218.0,2199.0,2184.0,2157.0,2070.0,2089.0,2040.0,1918.0,1738.0,1553.0,1448.0,1347.0,1224.0,1067.0,943.0,859.0,912.0,1028.0
대치중학교,1986-01-29,본교,서울특별시 강남구 도곡동 460,서울특별시 강남구 남부순환로378길 39,서울특별시교육청,37.48457751,서울특별시 강남구,127.0470652,서울,7114024102,중학교,1040,1060,1027,924,854,743,664,555,496,509,482,498,584,624,588,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0
세곡중학교,2013-06-05,본교,서울특별시 강남구 자곡동 617,서울특별시 강남구 자곡로 81,서울특별시교육청,37.47198073,서울특별시 강남구,127.0918862,서울,7785995781,중학교,0,0,0,0,254,486,712,808,836,842,803,891,948,1014,1054,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0
월촌중학교,1991-05-04,본교,서울특별시 양천구 목동 909,서울특별시 양천구 목동서로 31,서울특별시교육청,37.53706518,서울특별시 양천구,126.8827588,서울,1901344537,중학교,2158,1953,1720,1648,1654,1652,1580,1461,1410,1407,1414,1451,1469,1445,1417,17207.0,16528.0,15710.0,14595.0,13508.0,12812.0,12349.0,12200.0,12530.0,12716.0,12269.0,11461.0,11078.0,11274.0,11143.0,10943.0,10600.0,10387.0,9736.0,8597.0,7485.0,6484.0,5924.0,5384.0,4958.0
동일중학교,1969-03-06,본교,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,서울특별시교육청,37.45193626,서울특별시 금천구,126.9158199,서울,1870923459,중학교,811,787,776,778,798,741,691,596,571,569,565,563,562,532,532,11760.0,11044.0,9988.0,8921.0,7957.0,7605.0,7342.0,7161.0,6908.0,6780.0,6397.0,6082.0,5907.0,6006.0,5743.0,5636.0,5444.0,5300.0,4978.0,4407.0,3966.0,3560.0,3258.0,3108.0,2979.0
한들물빛중학교,2022-03-01,본교,충청남도 아산시 탕정면 매곡리 283-1번지,충청남도 아산시 탕정면 한들물빛3로 35,충청남도교육청,36.78537042,아산시,127.0890755,충남,5924909651,중학교,0,0,0,0,0,0,0,0,0,0,0,0,0,371,674,8439.0,8597.0,8252.0,7789.0,7289.0,7077.0,6940.0,6951.0,7521.0,8538.0,9642.0,10549.0,11236.0,11742.0,11577.0,11293.0,11046.0,10822.0,10232.0,9165.0,8086.0,7024.0,6141.0,5630.0,5591.0
회덕중학교,1970-03-06,본교,대전광역시 대덕구 와동 55,대전광역시 대덕구 신탄진로218번길 22,대전광역시교육청,36.40116218,대전광역시 대덕구,127.4258058,대전,8553681015,중학교,389,367,364,345,326,276,265,226,202,173,168,149,144,140,130,10703.0,10966.0,10863.0,10440.0,9164.0,8353.0,7690.0,7015.0,6603.0,6327.0,6064.0,5758.0,5592.0,5620.0,5489.0,5346.0,4998.0,4573.0,4005.0,3420.0,2870.0,2453.0,2265.0,2291.0,2339.0
